native_index,energy_eV,doppler_x,support,Aup_s_inv,Adn_s_inv,Gamma_s_inv,Tvr_2s_s_inv,Tvr_2p_s_inv,Trv_2s_s_inv,Trv_2p_s_inv
133,1.01893279999999997e+01,-3.91947922704990930e+01,NATIVE_LEFT_EXTERIOR,2.55749542585941114e+01,1.61598913822348393e+01,4.20639935975140560e+01,-9.76824254930980240e-04,-1.13442386968056502e-01,-9.42033265158342004e-04,-3.28205923419946088e-01
134,1.01912090000000006e+01,-3.13404290372862135e+01,NATIVE_LEFT_EXTERIOR,4.70329813885949690e+01,2.57614988982407844e+01,7.32645122629713939e+01,-8.83910672881210290e-04,-1.60992642227380994e-01,-8.58646514825046219e-04,-4.69173329620810875e-01
135,1.01929049999999997e+01,-2.42585576691230074e+01,NATIVE_LEFT_EXTERIOR,8.91946610995723006e+01,4.73421903550125549e+01,1.37246286009992275e+02,-7.91674872695801715e-04,-2.41582293867438430e-01,-7.74102914760144731e-04,-7.08660452492662407e-01
136,1.01944169999999996e+01,-1.79450025342948329e+01,COM_INTERIOR,1.97353534697768794e+02,8.97172495894012201e+01,2.88229943173422669e+02,-7.00238204513812406e-04,-3.92622059988890215e-01,-6.88707335234703703e-04,-1.15847017891741522e+00
137,1.01957450000000005e+01,-1.23997636328016902e+01,COM_INTERIOR,5.11773985456637888e+02,1.98368748839963359e+02,7.12288185498209373e+02,-6.09725542415814935e-04,-7.23199512532694322e-01,-6.02769982883654743e-04,-2.14484843162522276e+00
138,1.01968890000000005e+01,-7.62284096465099825e+00,COM_INTERIOR,1.84170969287706589e+03,5.14041052737126620e+02,2.36074844610405125e+03,-5.20611685103981392e-04,-1.67751819535440716e+00,-5.16952592886843129e-04,-4.99718353726605535e+00
139,1.01978480000000005e+01,-3.61841016154255923e+00,COM_INTERIOR,1.12552472321445821e+04,1.84854636326643390e+03,1.31252988296670064e+04,-4.34751646567797605e-04,-3.77152358608265240e+03,-4.33298513134738189e-04,-1.12767520331020587e+04
140,1.01995810000000002e+01,3.61795957963206494e+00,COM_INTERIOR,1.83372972335794134e+03,1.12715146621412550e+04,1.31268771394852374e+04,-4.34117310610023356e-04,-3.75180151884920951e+03,-4.35573008410023354e-04,-1.12931469805542874e+04
141,1.02005409999999994e+01,7.62656601444030802e+00,COM_INTERIOR,5.13058069116383535e+02,1.84054388228362200e+03,2.35866131368559581e+03,-5.18182935759056132e-04,-1.67442244058204026e+00,-5.21852535259056103e-04,-5.05884043305524589e+00
142,1.02016840000000002e+01,1.23993130508911964e+01,COM_INTERIOR,1.96399009554024161e+02,5.15328833593566628e+02,7.13916356517819509e+02,-6.05331601360280876e-04,-7.20981020045239229e-01,-6.12316464960280899e-04,-2.18790105376377975e+00
143,1.02030119999999993e+01,1.79445519523769228e+01,COM_INTERIOR,8.96742205515123345e+01,1.97409313485581947e+02,2.88276466906267217e+02,-6.92704723380916298e-04,-3.90865516128046320e-01,-7.04302226380916258e-04,-1.19222856694653667e+00
144,1.02045239999999993e+01,2.42581070872050972e+01,NATIVE_RIGHT_EXTERIOR,4.65434609866605058e+01,9.01996187638816309e+01,1.37480577651290531e+02,-7.79975424937928838e-04,-2.40116258722857551e-01,-7.97680354937928813e-04,-7.36700220393453398e-01
145,1.02062200000000001e+01,3.13399784553757215e+01,NATIVE_RIGHT_EXTERIOR,2.59107028876386991e+01,4.68494516987161873e+01,7.32543313977596284e+01,-8.66883984144557447e-04,-1.59728480382983012e-01,-8.92390143144557472e-04,-4.93284421261600547e-01
146,1.02081009999999992e+01,3.91943416885811828e+01,NATIVE_RIGHT_EXTERIOR,1.57244963227083510e+01,2.60996964899063464e+01,4.21746099233779859e+01,-9.53173887309078402e-04,-1.12327824106595073e-01,-9.88375908309078446e-04,-3.49428734854980327e-01
147,1.02101659999999992e+01,4.78170211551290905e+01,NATIVE_RIGHT_EXTERIOR,9.75810388259397143e+00,1.58504556932415532e+01,2.58677831518495189e+01,-1.03885840758701766e-03,-8.23218707699233526e-02,-1.08585377758701768e-03,-2.58137722236407963e-01
148,1.02124150000000000e+01,5.72080168550194514e+01,NATIVE_RIGHT_EXTERIOR,6.55109404294648812e+00,9.84326535521702084e+00,1.65925794038464360e+01,-1.12383893910573724e-03,-6.22921880510939399e-02,-1.18493023010573725e-03,-1.97035075452821506e-01
149,1.02148489999999992e+01,6.73715044199446424e+01,NATIVE_RIGHT_EXTERIOR,4.33198748837750980e+00,6.61299225780558775e+00,1.11006706454672752e+01,-1.20795207207537560e-03,-4.83579594348199776e-02,-1.28564937907537551e-03,-1.54405249905103154e-01
150,1.02174669999999992e+01,7.83033082182122939e+01,NATIVE_RIGHT_EXTERIOR,3.14362300534383632e+00,4.37602828607478234e+00,7.64469348805848448e+00,-1.29120769548927050e-03,-3.83372600795310187e-02,-1.38823128648927043e-03,-1.23653965353376444e-01
151,1.02202690000000000e+01,9.00034282498223916e+01,NATIVE_RIGHT_EXTERIOR,2.15519097661989845e+00,3.17784076509546143e+00,5.43537820207919253e+00,-1.37352850014095897e-03,-3.09316447601880699e-02,-1.49281167014095892e-03,-1.00853648693691719e-01
152,1.02232559999999992e+01,1.02476040146467312e+02,NATIVE_RIGHT_EXTERIOR,1.66945447339907571e+00,2.18020764477556916e+00,3.93481629163044211e+00,-1.45477875171708582e-03,-2.53320450168312353e-02,-1.59947089171708578e-03,-8.35547025640803881e-02
153,1.02264269999999993e+01,1.15716968276454693e+02,NATIVE_RIGHT_EXTERIOR,1.16561800779527336e+00,1.69003393395931978e+00,2.92752941392296906e+00,-1.53495696912723666e-03,-2.10147453939083344e-02,-1.70842683912723675e-03,-7.01690453292487942e-02
154,1.02297820000000002e+01,1.29726212639784535e+02,NATIVE_RIGHT_EXTERIOR,9.58959196353435961e-01,1.18082581628446004e+00,2.20123905181446355e+00,-1.61399260777443741e-03,-1.76296822060711018e-02,-1.81983181777443741e-03,-5.96342073587931426e-02
155,1.02333219999999994e+01,1.44507948868149185e+02,NATIVE_RIGHT_EXTERIOR,6.70620445333096282e-01,9.72165364095588402e-01,1.69593910950419247e+00,-1.69176461766680454e-03,-1.49363502194136775e-02,-1.93379130766680460e-03,-5.12195087678409683e-02
156,1.02370459999999994e+01,1.60058001329856324e+02,NATIVE_RIGHT_EXTERIOR,5.86545268173621626e-01,6.80339289424266247e-01,1.31334487184286286e+00,-1.76826327145310474e-03,-1.27655368729431198e-02,-2.05052604145310484e-03,-4.44097882035218786e-02
157,1.02409549999999996e+01,1.76380545656605676e+02,NATIVE_RIGHT_EXTERIOR,4.04995838990542312e-01,5.95471146305461940e-01,1.04147194116652120e+00,-1.84337426263821917e-03,-1.09956860970866072e-02,-2.17015623263821936e-03,-3.88347996378787599e-02
158,1.02450469999999996e+01,1.93467230584990290e+02,NATIVE_RIGHT_EXTERIOR,3.78072180294425741e-01,4.11449763229876253e-01,8.26037710978836159e-01,-1.91712885280064731e-03,-9.53785720123224295e-03,-2.29295202280064723e-03,-3.42228154317335206e-02
159,1.02493239999999997e+01,2.11326407378417144e+02,NATIVE_RIGHT_EXTERIOR,2.53548354587137759e-01,3.84371697687809211e-01,6.70711002626481090e-01,-1.98936974008138891e-03,-8.32589950773135121e-03,-2.41899949008138890e-03,-3.03719508614528032e-02
160,1.02537859999999998e+01,2.29958076036886240e+02,NATIVE_RIGHT_EXTERIOR,2.54687008682123628e-01,2.57957346667966880e-01,5.42322183097220023e-01,-2.06003888045251790e-03,-7.30988699658346314e-03,-2.54848870045251783e-03,-2.71293390466769910e-02
161,1.02584309999999999e+01,2.49353885296990569e+02,NATIVE_RIGHT_EXTERIOR,1.63397181770351202e-01,2.59299074025898357e-01,4.49755642894325680e-01,-2.12915841755644117e-03,-6.45163736142053551e-03,-2.68169487755644123e-03,-2.43776922205196610e-02
162,1.02632610000000000e+01,2.69522186422137167e+02,NATIVE_RIGHT_EXTERIOR,1.78148098765325780e-01,1.66475052099302995e-01,3.69468327264333984e-01,-2.19658516079412154e-03,-5.72159644311203211e-03,-2.81873303079412151e-03,-2.20264433689110681e-02
163,1.02682760000000002e+01,2.90462979412325979e+02,NATIVE_RIGHT_EXTERIOR,1.07438385952957335e-01,1.81633609784269651e-01,3.12036224147339503e-01,-2.26226296031810598e-03,-5.09663848085476368e-03,-2.95981058031810585e-03,-2.00044178297944034e-02
164,1.02734740000000002e+01,3.12167913004150080e+02,NATIVE_RIGHT_EXTERIOR,1.29002977199607488e-01,1.09617922322893413e-01,2.59981231318479666e-01,-2.32620790476512204e-03,-4.55848554563085661e-03,-3.10521274476512196e-03,-1.82551190512136551e-02
165,1.02788579999999996e+01,3.34649514092716174e+02,NATIVE_RIGHT_EXTERIOR,7.15065857664004545e-02,1.31714602875260295e-01,2.23209976376608776e-01,-2.38825424739779997e-03,-4.09255764880206863e-03,-3.25504869739780007e-03,-1.67337390375502382e-02
166,1.02844250000000006e+01,3.57895255782924949e+02,NATIVE_RIGHT_EXTERIOR,9.63819174037265358e-02,7.30612846694862900e-02,1.88256631580039413e-01,-2.44845251481513220e-03,-3.68712573310735420e-03,-3.40964984481513219e-03,-1.54037796620114468e-02
167,1.02901769999999999e+01,3.81913489338168574e+02,NATIVE_RIGHT_EXTERIOR,4.77955162465693792e-02,9.85478714874919309e-02,1.64148455778962366e-01,-2.50667897127759094e-03,-3.33268020111706156e-03,-3.56917957127759079e-03,-1.42358884736234446e-02
168,1.02961130000000001e+01,4.06700039126754632e+02,NATIVE_RIGHT_EXTERIOR,7.40762211713221763e-02,4.89043611633161179e-02,1.39920372671680754e-01,-2.56291400932652470e-03,-3.02145435093353508e-03,-3.73391170932652451e-03,-1.32058786277159321e-02
169,1.03022329999999993e+01,4.32254905148675732e+02,NATIVE_RIGHT_EXTERIOR,3.17542648098747896e-02,7.58486751805296511e-02,1.23800908625083667e-01,-2.61710506618690513e-03,-2.74706194132760036e-03,-3.90409376618690513e-03,-1.22938748684923282e-02
170,1.03085380000000004e+01,4.58582263035646520e+02,NATIVE_RIGHT_EXTERIOR,5.84276433975986706e-02,3.25373116107371546e-02,1.06528348683907939e-01,-2.66917168491937699e-03,-2.50421855166108997e-03,-4.07995228491937669e-03,-1.14834413906527329e-02
171,1.03150270000000006e+01,4.85677937155952293e+02,NATIVE_RIGHT_EXTERIOR,2.06651189687166656e-02,5.99110210086040776e-02,9.55987016014516744e-02,-2.71909618459486354e-03,-2.28852473682668832e-03,-4.26178348459486326e-03,-1.07607781395360758e-02
172,1.03216999999999999e+01,5.13541927509593165e+02,NATIVE_RIGHT_EXTERIOR,4.72300987652550172e-02,2.12048403682863033e-02,8.29991562540688399e-02,-2.76683118306944803e-03,-2.09629882511615196e-03,-4.44986108306944829e-03,-1.01143560374580641e-02
173,1.03285579999999992e+01,5.42178409728276165e+02,NATIVE_RIGHT_EXTERIOR,1.28323400354298563e-02,4.84982843904357766e-02,7.55095549108059094e-02,-2.81230418840147742e-03,-1.92444267444996024e-03,-4.64444138840147767e-03,-9.53448909653879621e-03
174,1.03355999999999995e+01,5.71583208180301767e+02,NATIVE_RIGHT_EXTERIOR,3.90798144533559891e-02,1.31862749737720227e-02,6.61248331618311258e-02,-2.85550069526771316e-03,-1.77033661315057671e-03,-4.84584599526771340e-03,-9.01289773943540068e-03
175,1.03428260000000005e+01,6.01756322865669745e+02,NATIVE_RIGHT_EXTERIOR,7.20013424396050237e-03,4.01862524676459207e-02,6.09833342601203351e-02,-2.89637966430468649e-03,-1.63175534815885670e-03,-5.05437796430468610e-03,-8.54256958420922599e-03
176,1.03502369999999999e+01,6.32701929416072517e+02,NATIVE_RIGHT_EXTERIOR,3.30360736841996822e-02,7.40928044916254643e-03,5.38332205634077035e-02,-2.93487710775158783e-03,-1.50680025980566004e-03,-5.27032570775158842e-03,-8.11754072229388911e-03
177,1.03578320000000001e+01,6.64415852199817778e+02,NATIVE_RIGHT_EXTERIOR,3.07667940807509121e-03,3.40198670859499716e-02,5.03232163154000711e-02,-2.97098334643973927e-03,-1.39384469484695557e-03,-5.49403984643973952e-03,-7.73262997493527355e-03
178,1.03656109999999995e+01,6.96898091216898138e+02,NATIVE_RIGHT_EXTERIOR,2.85043100217057845e-02,3.17055417136344287e-03,4.47841218846629363e-02,-3.00466460067873612e-03,-1.29148952460677712e-03,-5.72585550067873563e-03,-7.38340219091497291e-03
179,1.03735750000000007e+01,7.30152822099028072e+02,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,2.93950288277680487e-02,4.24271735961855301e-02,-3.03586623332310034e-03,-1.19852688152169732e-03,-5.96609593332310048e-03,-7.06604883509437745e-03
180,1.03758999999999997e+01,7.39861165808333453e+02,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.26659325770121824e-02,-2.97475486244821487e-03,-1.13756905119284744e-03,-5.89875046244821462e-03,-6.76718211456396861e-03
181,1.03837329999999994e+01,7.72568888937373686e+02,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.23334191357231879e-02,-2.92913341062931831e-03,-1.03507565968993039e-03,-5.98675381062931805e-03,-6.34666532509387069e-03
182,1.03915380000000006e+01,8.05159694378737981e+02,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.20502329700761524e-02,-2.88419799236228069e-03,-9.45490132847981316e-04,-6.07538409236228066e-03,-5.97484887771387255e-03
183,1.03992889999999996e+01,8.37525015708134674e+02,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.18089370417394576e-02,-2.84047180110457527e-03,-8.66749184044657002e-04,-6.16516870110457495e-03,-5.64376834063488268e-03
184,1.04070400000000003e+01,8.69890337037538870e+02,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.16035837888706066e-02,-2.79683174816443801e-03,-7.97183029292176893e-04,-6.25499024816443799e-03,-5.34859354070616865e-03
185,1.04147639999999999e+01,9.02142916310959436e+02,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.14291722298367378e-02,-2.75384623586301088e-03,-7.35431399448829848e-04,-6.34542173586301068e-03,-5.08375049397372710e-03
186,1.04224610000000002e+01,9.34282753528403646e+02,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.12816050598601898e-02,-2.71151077280764588e-03,-6.80376280559171387e-04,-6.43646397280764598e-03,-4.84514108705254472e-03
187,1.04301030000000008e+01,9.66192931002187947e+02,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.11574509061802361e-02,-2.67030916044740628e-03,-6.31091651267675605e-04,-6.52860616044740640e-03,-4.62884474573282967e-03
188,1.04377449999999996e+01,9.98103108475964973e+02,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.10538618102433844e-02,-2.62925815385694475e-03,-5.86805016444554082e-04,-6.62087015385694547e-03,-4.43299165638643810e-03
