state,finite_volume_action_norm,centre_sampled_action_norm,relative_action_difference,finite_volume_number_residual
smooth_L8,0.0001403529568161175,0.022874865910071037,161.98121983582018,5.0513656842457455e-17
smooth_L2,0.002175327201257248,0.024743814585854312,10.374767057890399,8.541819053291266e-17
narrow_core,0.0312104316336169,0.0505554392052116,0.6956121118535594,2.999242022273807e-16
odd_red_blue,0.03880130767117068,0.0444364258285178,0.5585945362969293,1.3444784565178058e-16
