lambda,alpha,mode,observable,base_decimal120,hires_decimal120,delta_hires_minus_base,absolute_difference,mean_positive_scale,absolute_difference_over_mean_positive,alpha_JVP_difference,abs_alpha_JVP_difference_over_mean_positive,API_difference,API_alpha_JVP_difference
8,0,raw,S,0.0,0.0,0.0,0.0,0.00370230529351746027843740897823957815548821637349541069613536542850541088673610678479614518686440429663514793947083195527,0.0,-0.00000000479099870300233688797962671281917547706719022612408455677176835554841579034988929970298327020345246012740028919874493559,0.00000129405824835437555216004867724095801834648586516632141467700087867499215784226950863687410320644589090301226973048331318,4.3145740750765924e-20,-4.790998703015428e-09
8,0,raw,1,0.0,0.0,0.0,0.0,0.00740461058703492055687481795647915631097643274699082139227073085701082177347221356959229037372880859327029587894166391052,0.0,-0.00000000958199740600467377595925342563835095413438045224816911354353671109683158069977859940596654040690492025480057839748987117,0.00000129405824835437555216004867724095801834648586516632141467700087867499215784226950863687410320644589090301226973048331318,8.629148150153185e-20,-9.581997406030857e-09
8,0,raw,u,0.0,0.0,0.0,0.0,0.00370230529351746027843740897823957815548821637349541069613536542850541088673610678479614518686440429663514793947083195527,0.0,-0.00000000479099870300233688797962671281917547706719022612408455677176835554841579034988929970298327020345246012740028919874493559,0.00000129405824835437555216004867724095801834648586516632141467700087867499215784226950863687410320644589090301226973048331318,4.3145740750765924e-20,-4.790998703015428e-09
8,0,raw,u^2,0.0,0.0,0.0,0.0,0.00247720383810233788901968602643119208955642011735286994825039487290904715226209011473820491719534858388237983625288541245,0.0,0.00000000896836699314505706136613056387938906720035086994434521992499903561450825494611680153190997309193084895469972700335301408,0.00000362035891241605494911875117538807452657442510099908500971492361727503302964494181803692579399836923844162053723897584854,1.496373285867729e-20,8.96836699310977e-09
8,0,raw,window,0.0,0.0,0.0,0.0,0.000402957578952029804193973614248167849907357367266347648274282961094103723039837796129336211303664355065201902421752852559,0.0,0.00000000627372205983419864319455279973762665156218837118880759935747160825512339876383845330288371908015334824146069281910340288,0.0000155691873972199331959454503768205847678513083247116258031839971280037188403514523381627980301457339564455197180901596652,5.783854791488547e-20,6.2737220599102346e-09
8,1/8,raw,S,0.0000744356101740605330139246166719425691377520135448076071077406711692869981698949994742358494663352858220361155235420719292,0.0000744350899613783648302704927090149143004110174014346786156992083297459416098910524796550890374428305600202991545159682863,-0.000000000520212682168183654123962927654837340996143372928492041462839541056560003946994580760428892455262015816369026103642903888,0.000000000520212682168183654123962927654837340996143372928492041462839541056560003946994580760428892455262015816369026103642903888,0.00360843888308367441492136317747435053928759851197384043454131372124150453895012984140723192430699520536359782457152581604,0.000000144165579360907436386013371512768689126929008575896391028906247863402170216361581203696761691709079674172092143354640938,-0.00000000355394539659392581358912336855280885791927210842062424075981985760045107517367098819465871528466817259385284846965902974,0.000000984898320782094017481145899630365417624184228581204256728923366587426499316802788494896400142059367507576763850767921193,-5.202126821760716e-10,-3.553945396544793e-09
8,1/8,raw,1,0.000148871220348121066027849233343885138275504027089615214215481342338573996339789998948471698932670571644072231047084143858,0.000148870179922756729660540985418029828600822034802869357231398416659491883219782104959310178074885661120040598309031936573,-0.00000000104042536433636730824792585530967468199228674585698408292567908211312000789398916152085778491052403163273805220728500414,0.00000000104042536433636730824792585530967468199228674585698408292567908211312000789398916152085778491052403163273805220728500414,0.00721687776616734882984272635494870107857519702394768086908262744248300907790025968281446384861399041072719564914305163207,0.000000144165579360907436386013371512768689126929008575896391028906247863402170216361581203696761691709079674172092143354529582,-0.00000000710789079318785162717824673710561771583854421684124848151963971520090215034734197638931743056933634518770569693931995039,0.000000984898320782094017481145899630365417624184228581204256728923366587426499316802788494896400142059367507576763850768183206,-1.0404253643521433e-09,-7.107890793089586e-09
8,1/8,raw,u,0.0000744356101740605330139246166719425691377520135448076071077406711692869981698949994742358494663352858220361155235420719292,0.0000744350899613783648302704927090149143004110174014346786156992083297459416098910524796550890374428305600202991545159682863,-0.000000000520212682168183654123962927654837340996143372928492041462839541056560003946994580760428892455262015816369026103642903888,0.000000000520212682168183654123962927654837340996143372928492041462839541056560003946994580760428892455262015816369026103642903888,0.00360843888308367441492136317747435053928759851197384043454131372124150453895012984140723192430699520536359782457152581604,0.000000144165579360907436386013371512768689126929008575896391028906247863402170216361581203696761691709079674172092143354640938,-0.00000000355394539659392581358912336855280885791927210842062424075981985760045107517367098819465871528466817259385284846965902974,0.000000984898320782094017481145899630365417624184228581204256728923366587426499316802788494896400142059367507576763850767921193,-5.202126821760716e-10,-3.553945396544793e-09
8,1/8,raw,u^2,0.0000447010015048189201830448405195715928221829800655509669574306571554040803912067622241576612278453421044199705552145027216,0.0000447021213780466334921102790065857077350226629837567936301372801856462143727262303140003801810351007233785662165908628330,0.00000000111987322771330906543848701411491283968291820582667270662303024213398151946808984271895318975861895859566137636011140441,0.00000000111987322771330906543848701411491283968291820582667270662303024213398151946808984271895318975861895859566137636011140441,0.00241720779468509386031549573671100788883363320767608637473692526044482199463200374002736122752589674931540806440884890891,0.000000463292080298459647318685861432803961380506089999914491046666456763845767442078921521563512917040653162719091627958777569,0.00000000894468873422032871112381556099777140166987856264974541017407304831041608072725944161695163729071642929879038142114100135,0.00000370042193057945781466689058131951836025802011639531706155193061068010840969830991808686718429471597515310064581820793135,1.1198732277132293e-09,8.944688734211902e-09
8,1/8,raw,window,0.00000916865135275564515052290062046508226075222251415406316096546524708385014952804527360109257716191016619534877059901145755,0.00000916940835321865097046403747332274721826086086390010812691697689286843855953823955008203682718495463732094498588314933607,0.000000000757000463005819941136852857664957508638349746044965951511645784588410010194276480944250023044471125596215284137878520216,0.000000000757000463005819941136852857664957508638349746044965951511645784588410010194276480944250023044471125596215284137878520216,0.000392296149531509215918203293450367516486645971444622909488691582168171773591063354589264560534039381608098982314682483305,0.00000192966579944730679751954918002553346910129535869474267249387460293151308968614460038612486757337647858459891608958677705,0.00000000584300029275941523683220078937604165954080867358410267676090900693210482858609847978508023602646755354945317875458330052,0.0000148943605481146982666422679428214628729090325058088902345386337025338586200732580326458685646731779444673911992413718059,7.570004630584446e-10,5.843000292832983e-09
