table,lambda,alpha,mode,observable,dps,api_inputs_exact_value,api_inputs_exact_jvp,api_inputs_exact_plus,api_inputs_exact_minus,api_inputs_exact_jvp_scale,decimal_tokens_value,decimal_tokens_jvp,decimal_tokens_plus,decimal_tokens_minus,decimal_tokens_jvp_scale
base,32,-1/8,raw,window,120,-0.000000000000000313913983973579486815182817897659465049720781214509808518167627268301670689431627086539122787529946788020271427874131786,0.00000000000000257081170777851338237516694603226360567202496078793147469126786373971527853710542442661113632388504802211861828447160242,0.00000000000000654676627270809723416671947087076563454317417572593429304922330866367738208973770140109184135603768187292144012520015926,0.00000000000000686068025668167672098190228876842509959289495694044410156739093593197905277916932848763096414356762866094171155307429105,0.00000000000000257182540714187920757204430403800234518737914886500855618366672490071730323653491080173481866738479745524109515797095542,-0.000000000000000313913983973577678586741134847259320973032005203002197001489145352134517632605674962118950175914632377162807503848468829,0.00000000000000257081170777851467843224818979016411877266731416821429761552066742168287897517022260342385411959624507444968268925631590,0.00000000000000654676627270810284292139332115076542571862592653369321075218576909320870111438045886938212647506623536071046490500935368,0.00000000000000686068025668168052150813445599802474669165793173669540775367491444534321874698613383150107665098086773787327240885782251,0.00000000000000257182540714188050432742174935157639939278299393458881459918492258807626242522871994846054432235356470390400648452864963
base,32,0,raw,S,80,-1.4333191932626337408785011083864899907365497619172046306355995230406222006486431e-29,0.000000000000019981533466406496051806369052637308391512796885747691554267322653458901251688158,0.000000000000053692794303480268145274115574928615381066691627870683387114715125328694472849311,0.000000000000053692794303480282478466048201266024166077775492770590752612334297375000828844541,0.000000000000020155197318273823584600253316754081735972982483649599883000075294106293515605134,0.0,0.000000000000019981533466406489134849988965585431078768944679542486817432317324567044829608855,0.000000000000053692794303480272093499193740712640251466183155114729071626393317323000675377950,0.000000000000053692794303480272093499193740712640251466183155114729071626393317323000675377950,0.000000000000020155197318273816911046132740404909214878520553720197896889487428413069064903283
base,32,0,raw,1,80,-2.8666383865252674817570022167729799814730995238344092612711990460812444012972862e-29,0.000000000000039963066932812992103612738105274616783025593771495383108534645306917802503376316,0.00000000000010738558860696053629054823114985723076213338325574136677422943025065738894569862,0.00000000000010738558860696056495693209640253204833215555098554118150522466859475000165768908,0.000000000000040310394636547647169200506633508163471945964967299199766000150588212587031210269,0.0,0.000000000000039963066932812978269699977931170862157537889359084973634864634649134089659217709,0.00000000000010738558860696054418699838748142528050293236631022945814325278663464600135075590,0.00000000000010738558860696054418699838748142528050293236631022945814325278663464600135075590,0.000000000000040310394636547633822092265480809818429757041107440395793778974856826138129806567
base,32,0,raw,u,80,-1.4333191932626337408785011083864899907365497619172046306355995230406222006486431e-29,0.000000000000019981533466406496051806369052637308391512796885747691554267322653458901251688158,0.000000000000053692794303480268145274115574928615381066691627870683387114715125328694472849311,0.000000000000053692794303480282478466048201266024166077775492770590752612334297375000828844541,0.000000000000020155197318273823584600253316754081735972982483649599883000075294106293515605134,0.0,0.000000000000019981533466406489134849988965585431078768944679542486817432317324567044829608855,0.000000000000053692794303480272093499193740712640251466183155114729071626393317323000675377950,0.000000000000053692794303480272093499193740712640251466183155114729071626393317323000675377950,0.000000000000020155197318273816911046132740404909214878520553720197896889487428413069064903283
base,32,0,raw,u^2,80,-7.7459640383575384927793447374110749170152681636003174282589193323721407904242957e-30,0.000000000000011661195975717815022974116432641841841691843591845657462660391197622986069213777,0.000000000000033711260837073778573662280061775486401196367719503863601310281496346029468854577,0.000000000000033711260837073786319626318419313979180541105130578780616578445096663457727773910,0.000000000000011817597997112749852187307777065573111338029114502907389675822736925329962841758,0.0,0.000000000000011661195975717811394343963312256042639288599126305333357112862729412322242658094,0.000000000000033711260837073782958649204775127209172697238475572242254194075992755955845769095,0.000000000000033711260837073782958649204775127209172697238475572242254194075992755955845769095,0.000000000000011817597997112746460776280880586388495639499128413008978681371706842993890898625
base,32,0,raw,window,80,-8.5134780998705288396220654933029265643001592971654511612163825980825296040619882e-30,0.0000000000000024527403818753421823133095044574720827439722136630708408811993346525388702528049,0.0000000000000065467036251714096688912720728319987620405883084344476040085706322143022023412716,0.0000000000000065467036251714181823693719433608383841060816113610119041678677976654634187238697,0.0000000000000024537314889985836323989800077409121761806382665851800264093219018063284948415631,0.0,0.0000000000000024527403818753408944664542750419130353960689490512212114370693611329255461731665,0.0000000000000065467036251714152778765799217818170265255820538990675676273939967878845738041246,0.0000000000000065467036251714152778765799217818170265255820538990675676273939967878845738041246,0.0000000000000024537314889985823453228599552798118067065020835914089117480693181692565279293038
base,32,0,raw,S,120,-0.0000000000000000000000000000143331919326263374087850110838648999073654976191720463063559952304062220064864309078192342501431674162642050556471842373,0.0000000000000199815334664064960518063690526373083915127968857476915542673226534589012516881580625185130666411366929418678585209983785,0.0000000000000536927943034802681452741155749286153810666916278706833871147151253286944728493108113304495390492407408010693886306765214,0.0000000000000536927943034802824784660482012660241660777754927705907526123342973750008288445412175524560254801485600353195317980927856,0.0000000000000201551973182738235846002533167540817359729824836495998830000752941062935156051343451634611596147368297374074925196039035,0.0,0.0000000000000199815334664064891348499889655854310787689446795424868174323173245670448296088547364390914570615500083703477928977990920,0.0000000000000536927943034802720934991937407126402514661831551147290716263933173230006753779497683573353614774417800834197280764129755,0.0000000000000536927943034802720934991937407126402514661831551147290716263933173230006753779497683573353614774417800834197280764129755,0.0000000000000201551973182738169110461327404049092148785205537201978968894874284130690649032833401008165345145746183852356350103375544
base,32,0,raw,1,120,-0.0000000000000000000000000000286663838652526748175700221677297998147309952383440926127119904608124440129728618156384685002863348325284101112943684746,0.0000000000000399630669328129921036127381052746167830255937714953831085346453069178025033763161250370261332822733858837357170419967571,0.000000000000107385588606960536290548231149857230762133383255741366774229430250657388945698621622660899078098481481602138777261353043,0.000000000000107385588606960564956932096402532048332155550985541181505224668594750001657689082435104912050960297120070639063596185571,0.0000000000000403103946365476471692005066335081634719459649672991997660001505882125870312102686903269223192294736594748149850392078070,0.0,0.0000000000000399630669328129782696999779311708621575378893590849736348646346491340896592177094728781829141231000167406955857955981840,0.000000000000107385588606960544186998387481425280502932366310229458143252786634646001350755899536714670722954883560166839456152825951,0.000000000000107385588606960544186998387481425280502932366310229458143252786634646001350755899536714670722954883560166839456152825951,0.0000000000000403103946365476338220922654808098184297570411074403957937789748568261381298065666802016330690291492367704712700206751088
base,32,0,raw,u,120,-0.0000000000000000000000000000143331919326263374087850110838648999073654976191720463063559952304062220064864309078192342501431674162642050556471842373,0.0000000000000199815334664064960518063690526373083915127968857476915542673226534589012516881580625185130666411366929418678585209983785,0.0000000000000536927943034802681452741155749286153810666916278706833871147151253286944728493108113304495390492407408010693886306765214,0.0000000000000536927943034802824784660482012660241660777754927705907526123342973750008288445412175524560254801485600353195317980927856,0.0000000000000201551973182738235846002533167540817359729824836495998830000752941062935156051343451634611596147368297374074925196039035,0.0,0.0000000000000199815334664064891348499889655854310787689446795424868174323173245670448296088547364390914570615500083703477928977990920,0.0000000000000536927943034802720934991937407126402514661831551147290716263933173230006753779497683573353614774417800834197280764129755,0.0000000000000536927943034802720934991937407126402514661831551147290716263933173230006753779497683573353614774417800834197280764129755,0.0000000000000201551973182738169110461327404049092148785205537201978968894874284130690649032833401008165345145746183852356350103375544
base,32,0,raw,u^2,120,-0.00000000000000000000000000000774596403835753849277934473741107491701526816360031742825891933237214079042429568604505502868296566505830048245759428123,0.0000000000000116611959757178150229741164326418418416918435918456574626603911976229860692137774248966318658346070420807824578143283108,0.0000000000000337112608370737785736622800617754864011963677195038636013102814963460294688545774473627013002185792760287654873392896656,0.0000000000000337112608370737863196263184193139791805411051305787806165784450966634577277739098195034917245142653210837941703049547239,0.0000000000000118175979971127498521873077770655731113380291145029073896758227369253299628417582025913616140712383384066405724618101898,0.0,0.0000000000000116611959757178113943439633122560426392885991263053333571128627294123222426580944256518440058022088466956841024611062315,0.0000000000000337112608370737829586492047751272091726972384755722422541940759927559558457690950319182439044158917717130719351786138835,0.0000000000000337112608370737829586492047751272091726972384755722422541940759927559558457690950319182439044158917717130719351786138835,0.0000000000000118175979971127464607762808805863884956394991284130089786813717068429938908986252313480153202999382075925425632532669326
base,32,0,raw,window,120,-0.00000000000000000000000000000851347809987052883962206549330292656430015929716545116121638259808252960406198819396476933775517645922247635867030960269,0.00000000000000245274038187534218231330950445747208274397221366307084088119933465253887025280489964410803977068767260401991919530143051,0.00000000000000654670362517140966889127207283199876204058830843444760400857063221430220234127162693146274759379908369541838688790487169,0.00000000000000654670362517141818236937194336083838410608161136101190416786779766546341872386970946106680958199304846475614206436409417,0.00000000000000245373148899858363239898000774091217618063826658518002640932190180632849484156311101620502185813293564319736345191900731,0.0,0.00000000000000245274038187534089446645427504191303539606894905122121143706936113292554617316647576109276481234535812324529072035178478,0.00000000000000654670362517141527787657992178181702652558205389906756762739399678788457380412460834708177623905037322554091673507473999,0.00000000000000654670362517141527787657992178181702652558205389906756762739399678788457380412460834708177623905037322554091673507473999,0.00000000000000245373148899858234532285995527981180670650208359140891174806931816925652792930378143155961502414734383918702983679861197
base,32,1/8,raw,S,80,0.0000000000000024337243200755201255479467930896773663718738385049676450717059126438514440710368,0.000000000000018967286325107679633204168851589290170923996060510932669836914547148753498320302,0.000000000000053681993405145853407907165382247080468908988863283091136579981654093827766169607,0.000000000000051248269085070333282359218589157403102537115024778123491508275741449976322098570,0.000000000000019139254836362661909214403445072928899470187633776279370519901145962118582036266,0.0000000000000024337243200755430355165230216888408946971130743524715161726905082073098829605543,0.000000000000018967286325107669591020691567113800351919034061528205807180184387674296345572565,0.000000000000053681993405145857349811656312822052228357014930047289942276225997276046528203563,0.000000000000051248269085070314314295133291133211333659901855694818426103535489068736645243008,0.000000000000019139254836362652110205672286729257323396929354376247869912261747884666264410443
base,32,1/8,raw,1,80,0.0000000000000048674486401510402510958935861793547327437476770099352901434118252877028881420735,0.000000000000037934572650215359266408337703178580341847992121021865339673829094297506996640604,0.00000000000010736398681029170681581433076449416093781797772656618227315996330818765553233921,0.00000000000010249653817014066656471843717831480620507423004955624698301655148289995264419714,0.000000000000038278509672725323818428806890145857798940375267552558741039802291924237164072532,0.0000000000000048674486401510860710330460433776817893942261487049430323453810164146197659211085,0.000000000000037934572650215339182041383134227600703838068123056411614360368775348592691145131,0.00000000000010736398681029171469962331262564410445671402986009457988455245199455209305640713,0.00000000000010249653817014062862859026658226642266731980371138963685220707097813747329048602,0.000000000000038278509672725304220411344573458514646793858708752495739824523495769332528820885
base,32,1/8,raw,u,80,0.0000000000000024337243200755201255479467930896773663718738385049676450717059126438514440710368,0.000000000000018967286325107679633204168851589290170923996060510932669836914547148753498320302,0.000000000000053681993405145853407907165382247080468908988863283091136579981654093827766169607,0.000000000000051248269085070333282359218589157403102537115024778123491508275741449976322098570,0.000000000000019139254836362661909214403445072928899470187633776279370519901145962118582036266,0.0000000000000024337243200755430355165230216888408946971130743524715161726905082073098829605543,0.000000000000018967286325107669591020691567113800351919034061528205807180184387674296345572565,0.000000000000053681993405145857349811656312822052228357014930047289942276225997276046528203563,0.000000000000051248269085070314314295133291133211333659901855694818426103535489068736645243008,0.000000000000019139254836362652110205672286729257323396929354376247869912261747884666264410443
base,32,1/8,raw,u^2,80,0.0000000000000014216051977534302125999767263634709722261551679595630038670104859942066014517091,0.000000000000011089572247491188588627926675853797864427386331227727329431619202400728902499166,0.000000000000033701532394636838799311078309063301031596384737470235449265173052854395172182293,0.000000000000032279927196883408586711101582699830059370229569510672445398162566860188570730584,0.000000000000011244483510101528235097915205410985813720251824181845176221900406223407672368749,0.0000000000000014216051977534428716128924829123273247112515948134583529124382108248658507530029,0.000000000000011089572247491183147729425421322391291667662025049578368745769527501951492805700,0.000000000000033701532394636843176026452451139579227852943551729919117226425929561530062077043,0.000000000000032279927196883400304413559968227251903141691956916460764313987718736664211324040,0.000000000000011244483510101523030861232511641668887691297546586931975207466110333899729198963
base,32,1/8,raw,window,80,0.00000000000000029949778209074368905516436522912941687155528257863970766196608390190663139933049,0.0000000000000023401095579663506373643748552004573260035279870130172189431049614964630424924258,0.0000000000000065466423737743348414615946376293039086094616582813337271097544676425772002521826,0.0000000000000062471445916835911524064302724001744917379063757026940194477883837406705688528521,0.0000000000000023410785789394483240910336588652396321619972752101148463190873644009821554155390,0.00000000000000029949778209075833935167118177255425770959768455021116103109824890019644323383751,0.0000000000000023401095579663472220376689822956487173702292837462498944052827281717033247511704,0.0000000000000065466423737743404505915068227431559593396910427251282785530721497097714823546662,0.0000000000000062471445916835821112398356409706017016300933581749171175219739008095750391208287,0.0000000000000023410785789394449096427350124626470148036444406456769511488353218302694221893334
base,32,1/8,raw,S,120,0.00000000000000243372432007552012554794679308967736637187383850496764507170591264385144407103676773890073057203560031823865099930218714,0.0000000000000189672863251076796332041688515892901709239960605109326698369145471487534983203017917323019126589848817038495463254554623,0.0000000000000536819934051458534079071653822470804689089888632830911365799816540938277661696068837898114541649439927759542750905280761,0.0000000000000512482690850703332823592185891574031025371150247781234915082757414499763220985701160509107235929083924577156240912258890,0.0000000000000191392548363626619092144034450729288994701876337762793705199011459621185820362660915877797355612027823818613578616136224,0.00000000000000243372432007554303551652302168884089469711307435247151617269050820730988296055425634509122725694282048963732598821849537,0.0000000000000189672863251076695910206915671138003519190340615282058071801843876742963455725653918424496209937407990943845506609356259,0.0000000000000536819934051458573498116563128220522283570149300472899422762259972760465282035626713206344647514274970231976541421474335,0.0000000000000512482690850703143142951332911332113336599018556948184261035354890687366452430084149755432374944846765335603281539289381,0.0000000000000191392548363626521102056722867292573233969293543762478699122617478846662644104426017953686696029262265747257340135666585
base,32,1/8,raw,1,120,0.00000000000000486744864015104025109589358617935473274374767700993529014341182528770288814207353547780146114407120063647730199860437427,0.0000000000000379345726502153592664083377031785803418479921210218653396738290942975069966406035834646038253179697634076990926509109246,0.000000000000107363986810291706815814330764494160937817977726566182273159963308187655532339213767579622908329887985551908550181056152,0.000000000000102496538170140666564718437178314806205074230049556246983016551482899952644197140232101821447185816784915431248182451778,0.0000000000000382785096727253238184288068901458577989403752675525587410398022919242371640725321831755594711224055647637227157232272448,0.00000000000000486744864015108607103304604337768178939422614870494303234538101641461976592110851269018245451388564097927465197643699074,0.0000000000000379345726502153391820413831342276007038380681230564116143603687753485926911451307836848992419874815981887691013218712519,0.000000000000107363986810291714699623312625644104456714029860094579884552451994552093056407125342641268929502854994046395308284294867,0.000000000000102496538170140628628590266582266422667319803711389636852207070978137473290486016829951086474988969353067120656307857876,0.0000000000000382785096727253042204113445734585146467938587087524957398245234957693325288208852035907373392058524531494514680271333169
base,32,1/8,raw,u,120,0.00000000000000243372432007552012554794679308967736637187383850496764507170591264385144407103676773890073057203560031823865099930218714,0.0000000000000189672863251076796332041688515892901709239960605109326698369145471487534983203017917323019126589848817038495463254554623,0.0000000000000536819934051458534079071653822470804689089888632830911365799816540938277661696068837898114541649439927759542750905280761,0.0000000000000512482690850703332823592185891574031025371150247781234915082757414499763220985701160509107235929083924577156240912258890,0.0000000000000191392548363626619092144034450729288994701876337762793705199011459621185820362660915877797355612027823818613578616136224,0.00000000000000243372432007554303551652302168884089469711307435247151617269050820730988296055425634509122725694282048963732598821849537,0.0000000000000189672863251076695910206915671138003519190340615282058071801843876742963455725653918424496209937407990943845506609356259,0.0000000000000536819934051458573498116563128220522283570149300472899422762259972760465282035626713206344647514274970231976541421474335,0.0000000000000512482690850703143142951332911332113336599018556948184261035354890687366452430084149755432374944846765335603281539289381,0.0000000000000191392548363626521102056722867292573233969293543762478699122617478846662644104426017953686696029262265747257340135666585
base,32,1/8,raw,u^2,120,0.00000000000000142160519775343021259997672636347097222615516795956300386701048599420660145170910810294666262965222418521652727130200102,0.0000000000000110895722474911885886279266758537978644273863312277273294316192024007289024991661040586537427277862395602904852846208891,0.0000000000000337015323946368387993110783090633010315963847374702354492651730528543951721822926506837593896170848339556997319245920090,0.0000000000000322799271968834085867111015826998300593702295695106724453981625668601885707305835425808127269874326097704832046532900080,0.0000000000000112444835101015282350979152054109858137202518241818451762219004062234076723687486188345171599407437858186869112252866073,0.00000000000000142160519775344287161289248291232732471125159481345835291243821082486585075300286745938093074050910742514018241767456480,0.0000000000000110895722474911831477294254213223912916676620250495783687457695275019514928056996818265641190993068983719262738411496911,0.0000000000000337015323946368431760264524511395792278529435517299191172264259295615300620770425609823250562916714509826236598230186934,0.0000000000000322799271968834003044135599682272519031416919569164607643139877187366642113240396935229441255511623435574834774053441286,0.0000000000000112444835101015230308612325116416688876912975465869319752074661103338997291989626492247021825483394885796691375440834236
base,32,1/8,raw,window,120,0.000000000000000299497782090743689055164365229129416871555282578639707661966083901906631399330488235489441008806393669946189528709330693,0.00000000000000234010955796635063736437485520045732600352798701301721894310496149646304249242575250635998022733511904717770627804526364,0.00000000000000654664237377433484146159463762930390860946165828133372710975446764257720025218260133534126449157709005998028723847318985,0.00000000000000624714459168359115240643027240017449173790637570269401944778838374067056885285211309985182348277069639003409770976385916,0.00000000000000234107857893944832409103365886523963216199727521011484631908736440098215541553896127710484883015261886294393175101523546,0.000000000000000299497782090758339351671181772554257709597684550211161031098248900196443233837508613241569200239656609211010954594338754,0.00000000000000234010955796634722203766898229564871737022928374624989440528272817170332475117039613988227135577598467393974073241575872,0.00000000000000654664237377434045059150682274315595933969104272512827855307214970977148235466620298039821118160025286457701529957090545,0.00000000000000624714459168358211123983564097060170163009335817491711752197390080957503912082869436715664198136059625536600434497656670,0.00000000000000234107857893944490964273501246264701480364444064567695114883532183026942218933336147498292233425247370191528809750750491
base,2,-1/8,normalized,S,80,-0.091389954885563447109226986356121370311500267405327228561859788891440457145982531,0.78158809947823952608823079443605760052784844410575270308898552675248529824982883,2.3931397337312626652361085759037837223095798605561094144837989910175519810430645,2.4845296886168261123453355622599050926210801279614366430456587799089924381890471,2.6844616227949397277800649212396169268414009570713025065783577473299166094684449,-0.091389954885563620141995664600414262643478516037268855825157282565484899404948367,0.78158809947823963672475654027034538978804247318588456907821701884610895524092407,2.3931397337312634274040478259115572594042151115766487076169535627184657056395170,2.4845296886168270475460434905119715220476936276139175634421108452839506050444654,2.6844616227949406458582512486332246385300836098180116170031573466231132551874899
base,2,-1/8,normalized,1,80,-0.18277990977112689421845397271224274062300053481065445712371957778288091429196506,1.5631761989564790521764615888721152010556968882115054061779710535049705964996577,4.7862794674625253304722171518075674446191597211122188289675979820351039620861291,4.9690593772336522246906711245198101852421602559228732860913175598179848763780941,5.3689232455898794555601298424792338536828019141426050131567154946598332189368897,-0.18277990977112724028399132920082852528695703207453771165031456513096979880989673,1.5631761989564792734495130805406907795760849463717691381564340376922179104818481,4.7862794674625268548080956518231145188084302231532974152339071254369314112790340,4.9690593772336540950920869810239430440953872552278351268842216905679012100889307,5.3689232455898812917165024972664492770601672196360232340063146932462265103749798
base,2,-1/8,normalized,u,80,-0.091389954885563447109226986356121370311500267405327228561859788891440457145982531,0.78158809947823952608823079443605760052784844410575270308898552675248529824982883,2.3931397337312626652361085759037837223095798605561094144837989910175519810430645,2.4845296886168261123453355622599050926210801279614366430456587799089924381890471,2.6844616227949397277800649212396169268414009570713025065783577473299166094684449,-0.091389954885563620141995664600414262643478516037268855825157282565484899404948367,0.78158809947823963672475654027034538978804247318588456907821701884610895524092407,2.3931397337312634274040478259115572594042151115766487076169535627184657056395170,2.4845296886168270475460434905119715220476936276139175634421108452839506050444654,2.6844616227949406458582512486332246385300836098180116170031573466231132551874899
base,2,-1/8,normalized,u^2,80,-0.056318573337093507056093830021163698622454070454862781753756929692830688705258324,0.48158419224307581181472032776007413536845537453569852647554546931513780135232488,1.6794025585672935638274546345455557039728728827881844493090204038627597906388579,1.7357211319043870708835484645667194025953269532430472310627773335555904793441162,1.8718931328064733900703713308102466417744333738452738444872318577863379512915131,-0.056318573337093635501490177015162710313589281902098717982050452186258599239092591,0.48158419224307590264135791072337319405696381183453615845640191453391573312363645,1.6794025585672943402707941339906196612828803638317799506116684696358303819644578,1.7357211319043879757722843110057823715964696457338786685937189218220889812035504,1.8718931328064742952901940147031404494323188686297863889520940695971091285136256
base,2,-1/8,normalized,window,80,-0.011467922538314744461483997004564551391757130585809644547924885874611222342474332,0.098068816175752399203704807283900572285668047756507242368104506283624144123556708,0.23999858286284227278245131158028386132231175811242505099978196526527247786155895,0.25146650540115701724393530858484841271406888869823469554770685113988370020403328,0.27247815577285013300797854589038252508830093893347458781003621250907085199808917,-0.011467922538314735701036656181603117097737630562925311398779291136214973189473027,0.098068816175752459608334067265185547478396516318726639114046483001880928213181381,0.23999858286284246105099908582158069518692168281303044898110414398399867365322358,0.25146650540115719675203574200318381228465931337595576037988343512021364684269660,0.27247815577285031692590418618685086584557988561933025209359828431553933316774872
base,2,-1/8,normalized,S,120,-0.0913899548855634471092269863561213703115002674053272285618597888914404571459825311299252867199812577619690887343743885654,0.781588099478239526088230794436057600527848444105752703088985526752485298249828826193879755183460935554227690805244573548,2.39313973373126266523610857590378372230957986055610941448379899101755198104306452983662164707091252986809371948288055886,2.48452968861682611234533556225990509262108012796143664304565877990899243818904706096654693379089378763006280821725494742,2.68446162279493972778006492123961692684140095707130250657835774732991660946844485197020352861343518458820050029262686881,-0.0913899548855636201419956646004142626434785160372688558251572825654848994049483671268302402717188388222836114994372753028,0.781588099478239636724756540270345389788042473185884569078217018846108955240924071077343966860073511367581189471413802811,2.39313973373126342740404782591155725940421511157664870761695356271846570563951699544563777008178772925907504661539667854,2.48452968861682704754604349051197152204769362761391756344211084528395060504446536257246801035350656808135865811483395384,2.68446162279494064585825124863322463853008360981801161700315734662311325518748992138966775522624540158369610107680155253
base,2,-1/8,normalized,1,120,-0.182779909771126894218453972712242740623000534810654457123719577782880914291965062259850573439962515523938177468748777131,1.56317619895647905217646158887211520105569688821150540617797105350497059649965765238775951036692187110845538161048914710,4.78627946746252533047221715180756744461915972111221882896759798203510396208612905967324329414182505973618743896576111771,4.96905937723365222469067112451981018524216025592287328609131755981798487637809412193309386758178757526012561643450989484,5.36892324558987945556012984247923385368280191414260501315671549465983321893688970394040705722687036917640100058525373762,-0.182779909771127240283991329200828525286957032074537711650314565130969798809896734253660480543437677644567222998874550606,1.56317619895647927344951308054069077957608494637176913815643403769221791048184814215468793372014702273516237894282760562,4.78627946746252685480809565182311451880843022315329741523390712543693141127903399089127554016357545851815009323079335708,4.96905937723365409509208698102394304409538725522783512688422169056790121008893072514493602070701313616271731622966790768,5.36892324558988129171650249726644927706016721963602323400631469324622651037497984277933551045249080316739220215360310507
base,2,-1/8,normalized,u,120,-0.0913899548855634471092269863561213703115002674053272285618597888914404571459825311299252867199812577619690887343743885654,0.781588099478239526088230794436057600527848444105752703088985526752485298249828826193879755183460935554227690805244573548,2.39313973373126266523610857590378372230957986055610941448379899101755198104306452983662164707091252986809371948288055886,2.48452968861682611234533556225990509262108012796143664304565877990899243818904706096654693379089378763006280821725494742,2.68446162279493972778006492123961692684140095707130250657835774732991660946844485197020352861343518458820050029262686881,-0.0913899548855636201419956646004142626434785160372688558251572825654848994049483671268302402717188388222836114994372753028,0.781588099478239636724756540270345389788042473185884569078217018846108955240924071077343966860073511367581189471413802811,2.39313973373126342740404782591155725940421511157664870761695356271846570563951699544563777008178772925907504661539667854,2.48452968861682704754604349051197152204769362761391756344211084528395060504446536257246801035350656808135865811483395384,2.68446162279494064585825124863322463853008360981801161700315734662311325518748992138966775522624540158369610107680155253
base,2,-1/8,normalized,u^2,120,-0.0563185733370935070560938300211636986224540704548627817537569296928306887052583244214978999409244050836954943682335609347,0.481584192243075811814720327760074135368455374535698526475545469315137801352324883256393866457723689084544254436720340914,1.67940255856729356382745463454555570397287288278818444930902040386275979063885790867677783641714438644454362650304934435,1.73572113190438707088354846456671940259532695324304723106277733355559047934411623309827573635806879152823912087128290528,1.87189313280647339007037133081024664177443337384527384448723185778633795129151307544160368523672518648196934649854039993,-0.0563185733370936355014901770151627103135892819020987179820504521862585992390925908346874453153898060836084891551618287924,0.481584192243075902641357910723373194056963811834536158456401914533915733123636455008508561627750565056261806298987164342,1.67940255856729434027079413399061966128288036383177995061166846963583038196445785904126012077162409388814366865819056354,1.73572113190438797577228431100578237159646964573387866859371892182208898120355044987594756608701389997175215781335239233,1.87189313280647429529019401470314044943231886862978638895209406959710912851362564908241877335480085217314621673959865657
base,2,-1/8,normalized,window,120,-0.0114679225383147444614839970045645513917571305858096445479248858746112223424743321421181206481717777684459337592750691441,0.0980688161757523992037048072839005722856680477565072423681045062836241441235567080903236502412089865667783639086045259550,0.239998582862842272782451311580283861322311758112425050999781965265272477861558946023166807004867645031650062619918035474,0.251466505401157017243935308584848412714068888698234695547706851139883700204033278165284927653039422800095996379193104618,0.272478155772850133007978545890382525088300938933474587810036212509070851998089169207993429685333946585207892128318117058,-0.0114679225383147357010366561816031170977376305629253113987792911362149731894730270120153542664294666764238704257232894486,0.0980688161757524596083340672651855474783965163187266391140464830018809282131813807042392753624793517336745245063302257346,0.239998582862842461050999085821580695186921682813030448981104143983998673653223577204831116535073155360944733904450406537,0.251466505401157196752035742003183812284659313375955760379883435120213646842696604216846470801502622037368604330173695985,0.272478155772850316925904186186850865845579885619330252093598284315539333167748718833283927708495624417138166650050215001
base,2,0,normalized,S,80,0.00000000000000015802343755912874700745868138890247457356966031336180297306047587712090032059395,0.68326318778550444331748207866801339056619293944942788473718974868389793563712693,2.2804630238945278928164661231369046912870826568850399662865088706100709466129238,2.2804630238945277347930285640081576838284012679825653927168485572482679735524479,2.3912814578801490311779151028886736059730097769806692151351401380353032581003265,0.0,0.68326318778550453335137653407422090525943865100262243341767597621252406446153026,2.2804630238945285996821145509346112096832719496018597605398603091746335882114485,2.2804630238945285996821145509346112096832719496018597605398603091746335882114485,2.3912814578801498432502035465417961864969280368974239115848838305538175586110655
base,2,0,normalized,1,80,0.00000000000000031604687511825749401491736277780494914713932062672360594612095175424180064118791,1.3665263755710088866349641573360267811323858788988557694743794973677958712742539,4.5609260477890557856329322462738093825741653137700799325730177412201418932258476,4.5609260477890554695860571280163153676568025359651307854336971144965359471048958,4.7825629157602980623558302057773472119460195539613384302702802760706065162006530,0.0,1.3665263755710090667027530681484418105188773020052448668353519524250481289230605,4.5609260477890571993642291018692224193665438992037195210797206183492671764228970,4.5609260477890571993642291018692224193665438992037195210797206183492671764228970,4.7825629157602996865004070930835923729938560737948478231697676611076351172221309
base,2,0,normalized,u,80,0.00000000000000015802343755912874700745868138890247457356966031336180297306047587712090032059395,0.68326318778550444331748207866801339056619293944942788473718974868389793563712693,2.2804630238945278928164661231369046912870826568850399662865088706100709466129238,2.2804630238945277347930285640081576838284012679825653927168485572482679735524479,2.3912814578801490311779151028886736059730097769806692151351401380353032581003265,0.0,0.68326318778550453335137653407422090525943865100262243341767597621252406446153026,2.2804630238945285996821145509346112096832719496018597605398603091746335882114485,2.2804630238945285996821145509346112096832719496018597605398603091746335882114485,2.3912814578801498432502035465417961864969280368974239115848838305538175586110655
base,2,0,normalized,u^2,80,0.00000000000000011461320148963347722907894360877062992918419859399852192167017372328026778488970,0.42113708629841645994361841748049701321328079836014785124661636019363090043111026,1.5971998361090233430621434076722372072341463841756159706800882803503065694859587,1.5971998361090232284489419180387599781552027754049860414958896863517846478157849,1.6653632972397184830197423824706543993524295856231525837278852252033307050708343,0.0,0.42113708629841653648083348559195088082100949144413371332178696812137929124708420,1.5971998361090240663307380168603903044238332985992373271221843329621095237499183,1.5971998361090240663307380168603903044238332985992373271221843329621095237499183,1.6653632972397192890469792232487035862493260913291030363627043644737804341056818
