table,lambda,alpha,mode,observable,value_API_per_H_s,alpha_JVP_API_per_H_s,A_plus,A_minus,positive_scale,jvp_component_scale,abs_net_over_positive,cancellation_fraction,API_exact_abs_residual,API_exact_scaled_residual,API_JVP_exact_abs_residual,API_JVP_exact_scaled_residual,decimal120_value,decimal120_alpha_JVP,decimal120_positive_scale,API_minus_decimal120,API_JVP_minus_decimal120
base,32,-1/8,raw,S,-2.5640326613191848e-15,2.105275347369109e-14,5.370370184226242e-14,5.62677345035816e-14,1.0997143634584402e-13,2.1228134536777957e-14,0.02331544214131821,0.9766845578586818,2.8954799055733342e-31,2.6329381535651446e-18,7.478861608068284e-33,3.5230894147156834e-19,-0.00000000000000256403266131918161089825870570706804673529385980013756073206073151981847122866237992054163307363847129030757730045657891,0.0000000000000210527534736910881150700015579434365740797246915683215871279259830664807833042575661292355745275316623023392520794231603,0.000000000000109971436345844027535323194496125587283231387817895420165962608588658954215645215261593299701541850868317596854379366537,-0.00000000000000000000000000000315522666826506310154440830640095738041163328839220026118918698703414195836692636152870969242269954342109003586641928119,0.00000000000000000000000000000205981087105630600268069391450195037566747554073445983585945697290262076442547246833769766074792057683970085216168708240
base,32,-1/8,raw,1,-5.1280653226383695e-15,4.210550694738218e-14,1.0740740368452484e-13,1.125354690071632e-13,2.1994287269168804e-13,4.2456269073555914e-14,0.02331544214131821,0.9766845578586818,5.7909598111466685e-31,2.6329381535651446e-18,1.4957723216136567e-32,3.5230894147156834e-19,-0.00000000000000512806532263836322179651741141413609347058771960027512146412146303963694245732475984108326614727694258061515460091315782,0.0000000000000421055069473821762301400031158868731481594493831366431742558519661329615666085151322584711490550633246046785041588463206,0.000000000000219942872691688055070646388992251174566462775635790840331925217177317908431290430523186599403083701736635193708758733073,-0.00000000000000000000000000000631045333653012620308881661280191476082326657678440052237837397406828391673385272305741938484539908684218007173283856238,0.00000000000000000000000000000411962174211261200536138782900390075133495108146891967171891394580524152885094493667539532149584115367940170432337416480
base,32,-1/8,raw,u,-2.5640326613191848e-15,2.105275347369109e-14,5.370370184226242e-14,5.62677345035816e-14,1.0997143634584402e-13,2.1228134536777957e-14,0.02331544214131821,0.9766845578586818,2.8954799055733342e-31,2.6329381535651446e-18,7.478861608068284e-33,3.5230894147156834e-19,-0.00000000000000256403266131918161089825870570706804673529385980013756073206073151981847122866237992054163307363847129030757730045657891,0.0000000000000210527534736910881150700015579434365740797246915683215871279259830664807833042575661292355745275316623023392520794231603,0.000000000000109971436345844027535323194496125587283231387817895420165962608588658954215645215261593299701541850868317596854379366537,-0.00000000000000000000000000000315522666826506310154440830640095738041163328839220026118918698703414195836692636152870969242269954342109003586641928119,0.00000000000000000000000000000205981087105630600268069391450195037566747554073445983585945697290262076442547246833769766074792057683970085216168708240
base,32,-1/8,raw,u^2,-1.4950008215955671e-15,1.2264191590387177e-14,3.372108304112852e-14,3.521608386272409e-14,6.893716690385262e-14,1.2422103273982155e-14,0.021686426767155376,0.9783135732328446,1.3511269019239723e-31,1.9599396995939842e-18,4.056287837282072e-31,3.265379258098654e-17,-0.00000000000000149500082159556585564309832874221346535974255643290310093642589763431833826196778749821215075611999782954626031247831507,0.0000000000000122641915903871755940500370380423952910348874690888819492142979114777604738193478705735902631233536775695618995122188218,0.0000000000000689371669038526160802911438901544207999380103580404407788892323164320894634268738078839759570507732375819890900944314136,-0.00000000000000000000000000000125665911188089890935309234995252749066761031129444790048755514036679866284924388000217045373968752168492999553289202982,0.00000000000000000000000000000119858117696386474132267775424875490565400057997894517978039207791067640973687664632243043810048778117820039534736524836
base,32,-1/8,raw,window,-3.139139839735802e-16,2.5708117077785134e-15,6.546766272708097e-15,6.860680256681676e-15,1.3407446529389772e-14,2.571825407141879e-15,0.023413405623916944,0.9765865943760831,7.326208858469542e-31,5.464283480385424e-17,2.0744740408300024e-32,8.066154238422455e-18,-0.000000000000000313913983973577678586741134847259320973032005203002197001489145352134517632605674962118950175914632377162807503848468829,0.00000000000000257081170777851467843224818979016411877266731416821429761552066742168287897517022260342385411959624507444968268925631590,0.0000000000000134074465293897833644295277771487901724102838582703886185058606835385519198613665927008832031260471030985837373138671762,-0.00000000000000000000000000000254084932753000457753575502126081469506779880106796361316064727103402225604982408536762283719249615153117100792324487516,-0.00000000000000000000000000000127531234083545787746679189955317387458749220754219876150751520928510342385411959624507444968268925631589992720265380545
base,32,0,raw,S,-1.35285023013537e-29,1.9981533466406496e-14,5.369279430348027e-14,5.3692794303480285e-14,1.0738558860696056e-13,2.0155197318273824e-14,1.2598061319819226e-16,0.9999999999999999,8.046896312726379e-31,7.493460171996294e-18,9.470847287838465e-33,4.698960341733627e-19,0.0,0.0000000000000199815334664064891348499889655854310787689446795424868174323173245670448296088547364390914570615500083703477928977990920,0.000000000000107385588606960544186998387481425280502932366310229458143252786634646001350755899536714670722954883560166839456152825951,-0.0000000000000000000000000000135285023013536995262064114598935634563390412177241728386434260755777359008789062500000000000000000000000000000000000000,0.00000000000000000000000000000692642722737489034245838765815862930595122995423094609870981985620106090854293844999162965220710220090799894766946839230
base,32,0,raw,1,-2.70570046027074e-29,3.996306693281299e-14,1.0738558860696055e-13,1.0738558860696057e-13,2.1477117721392112e-13,4.031039463654765e-14,1.2598061319819226e-16,0.9999999999999999,1.6093792625452757e-30,7.493460171996294e-18,1.894169457567693e-32,4.698960341733627e-19,0.0,0.0000000000000399630669328129782696999779311708621575378893590849736348646346491340896592177094728781829141231000167406955857955981840,0.000000000000214771177213921088373996774962850561005864732620458916286505573269292002701511799073429341445909767120333678912305651902,-0.0000000000000000000000000000270570046027073990524128229197871269126780824354483456772868521511554718017578125000000000000000000000000000000000000000,0.0000000000000000000000000000138528544547497806849167753163172586119024599084618921974196397124021218170858768999832593044142044018159978953389367846
base,32,0,raw,u,-1.35285023013537e-29,1.9981533466406496e-14,5.369279430348027e-14,5.3692794303480285e-14,1.0738558860696056e-13,2.0155197318273824e-14,1.2598061319819226e-16,0.9999999999999999,8.046896312726379e-31,7.493460171996294e-18,9.470847287838465e-33,4.698960341733627e-19,0.0,0.0000000000000199815334664064891348499889655854310787689446795424868174323173245670448296088547364390914570615500083703477928977990920,0.000000000000107385588606960544186998387481425280502932366310229458143252786634646001350755899536714670722954883560166839456152825951,-0.0000000000000000000000000000135285023013536995262064114598935634563390412177241728386434260755777359008789062500000000000000000000000000000000000000,0.00000000000000000000000000000692642722737489034245838765815862930595122995423094609870981985620106090854293844999162965220710220090799894766946839230
base,32,0,raw,u^2,-7.192576070005501e-30,1.1661195975717815e-14,3.3711260837073777e-14,3.371126083707379e-14,6.742252167414757e-14,1.1817597997112749e-14,1.0667913171161346e-16,0.9999999999999999,5.533879683520374e-31,8.20776136239099e-18,4.5530212073295235e-31,3.8527467328317546e-17,0.0,0.0000000000000116611959757178113943439633122560426392885991263053333571128627294123222426580944256518440058022088466956841024611062315,0.0000000000000674225216741475659172984095502544183453944769511444845083881519855119116915381900638364878088317835434261438703572277670,-0.00000000000000000000000000000719257607000550108657400618483349662923803097927775887976022119214856414274239168604729854905599495396018028259277343750,0.00000000000000000000000000000408393227385333811640472099924170266271492485029069631795128111455872315599419779115330431589753889376850024069009996325
base,32,0,raw,window,-8.045014194783755e-30,2.452740381875342e-15,6.54670362517141e-15,6.546703625171418e-15,1.3093407250342828e-14,2.4537314889985835e-15,6.144324422944311e-16,0.9999999999999993,4.684639050867738e-31,3.5778609503993546e-17,8.835003965108301e-32,3.600640088257596e-17,0.0,0.00000000000000245274038187534089446645427504191303539606894905122121143706936113292554617316647576109276481234535812324529072035178478,0.0000000000000130934072503428305557531598435636340530511641077981351352547879935757691476082492166941635524781007464510818334701494800,-0.00000000000000000000000000000804501419478375498114887689809419636778608749238195612735713440571155956676442817798733386780440923757851123809814453125,0.00000000000000000000000000000119949681557833254242830575415980621482846087856028472801446526125861390723518765464187675470927964821522005361758535909
base,32,1/8,raw,S,2.4337243200755197e-15,1.896728632510768e-14,5.368199340514585e-14,5.1248269085070336e-14,1.049302624902162e-13,1.9139254836362663e-14,0.023193731363270367,0.9768062686367296,4.555212113502452e-31,4.341180518753763e-18,1.926686285712249e-30,1.0066673452990126e-16,0.00000000000000243372432007554303551652302168884089469711307435247151617269050820730988296055425634509122725694282048963732598821849537,0.0000000000000189672863251076695910206915671138003519190340615282058071801843876742963455725653918424496209937407990943845506609356259,0.000000000000104930262490216171664106789603955263562016916785742108368379761486344783173446571086296177702245912173556757982296076372,-0.0000000000000000000000000000233654897875788443822485978471244499478292852560572978145292618237875950912272569428204896373259882184953700335809462419,0.0000000000000000000000000000119688697629967242942067235752825730538868907201280093546248864189831575503790062592009056154493390643740993731710060077
base,32,1/8,raw,1,4.867448640151039e-15,3.793457265021536e-14,1.073639868102917e-13,1.0249653817014067e-13,2.098605249804324e-13,3.8278509672725326e-14,0.023193731363270367,0.9768062686367296,9.110424227004904e-31,4.341180518753763e-18,3.853372571424498e-30,1.0066673452990126e-16,0.00000000000000486744864015108607103304604337768178939422614870494303234538101641461976592110851269018245451388564097927465197643699074,0.0000000000000379345726502153391820413831342276007038380681230564116143603687753485926911451307836848992419874815981887691013218712519,0.000000000000209860524980432343328213579207910527124033833571484216736759522972689566346893142172592355404491824347113515964592152743,-0.0000000000000000000000000000467309795751576887644971956942488998956585705121145956290585236475751901824545138856409792746519764369907400671618924838,0.0000000000000000000000000000239377395259934485884134471505651461077737814402560187092497728379663151007580125184018112308986781287480996872280802741
base,32,1/8,raw,u,2.4337243200755197e-15,1.896728632510768e-14,5.368199340514585e-14,5.1248269085070336e-14,1.049302624902162e-13,1.9139254836362663e-14,0.023193731363270367,0.9768062686367296,4.555212113502452e-31,4.341180518753763e-18,1.926686285712249e-30,1.0066673452990126e-16,0.00000000000000243372432007554303551652302168884089469711307435247151617269050820730988296055425634509122725694282048963732598821849537,0.0000000000000189672863251076695910206915671138003519190340615282058071801843876742963455725653918424496209937407990943845506609356259,0.000000000000104930262490216171664106789603955263562016916785742108368379761486344783173446571086296177702245912173556757982296076372,-0.0000000000000000000000000000233654897875788443822485978471244499478292852560572978145292618237875950912272569428204896373259882184953700335809462419,0.0000000000000000000000000000119688697629967242942067235752825730538868907201280093546248864189831575503790062592009056154493390643740993731710060077
base,32,1/8,raw,u^2,1.42160519775343e-15,1.1089572247491188e-14,3.370153239463684e-14,3.227992719688341e-14,6.598145959152025e-14,1.1244483510101528e-14,0.021545525160466903,0.9784544748395331,2.481033462865529e-31,3.760197907450329e-18,1.1516320680718853e-31,1.0241751584564218e-17,0.00000000000000142160519775344287161289248291232732471125159481345835291243821082486585075300286745938093074050910742514018241767456480,0.0000000000000110895722474911831477294254213223912916676620250495783687457695275019514928056996818265641190993068983719262738411496911,0.0000000000000659814595915202434804400124193668311309946355086463798815404136482981942734010822545052691818428337945401071372283628220,-0.0000000000000000000000000000129071162620431017267138332558353164305583745670515609793394271666858187559307405091074251401824176745647999256242990026,0.00000000000000000000000000000532573529444734286781100310432513532712225956873526464816234566750567343588090069310162807372615885030889947081538709545
base,32,1/8,raw,window,2.994977820907436e-16,2.3401095579663507e-15,6.546642373774335e-15,6.247144591683591e-15,1.2793786965457925e-14,2.3410785789394483e-15,0.023409627102542872,0.9765903728974571,1.0171032379555779e-31,7.949977912729555e-18,2.4362622388318533e-32,1.0406580371751233e-17,0.000000000000000299497782090758339351671181772554257709597684550211161031098248900196443233837508613241569200239656609211010954594338754,0.00000000000000234010955796634722203766898229564871737022928374624989440528272817170332475117039613988227135577598467393974073241575872,0.0000000000000127937869654579225618313424637137576609697844009000453960750460505193465214754948973475548531629608491199430196445474722,-0.0000000000000000000000000000147520068306121012104744858047076224066288143723742953063202241558069530853192002396566092110109545943387540081262393283,0.00000000000000000000000000000343968932826122334061924507442603584891220796587012449194387981104917261772864422401532606025926758424127984816550679557
base,2,-1/8,normalized,S,-0.0913899548855635,0.7815880994782396,2.3931397337312625,2.484529688616826,4.877669422348088,2.68446162279494,0.01873639785157248,0.9812636021484276,5.977191395191995e-17,1.2254195349537654e-17,6.909763809873188e-17,2.5739849477449615e-17,-0.0913899548855636201419956646004142626434785160372688558251572825654848994049483671268302402717188388222836114994372753028,0.781588099478239636724756540270345389788042473185884569078217018846108955240924071077343966860073511367581189471413802811,4.87766942234809047495009131642352878145190873919056627105906440800241631068398235801810578043529429734043370473023063238,0.000000000000000113260854726324338504603527191574378230825157282565484899404948367126830240271718838822283611499437275302801775217599628,-0.0000000000000000415388876471024100779937614673265095690782170188461089552409240710773439668600735113675811894714138028109578290679077726
base,2,-1/8,normalized,1,-0.182779909771127,1.5631761989564792,4.786279467462525,4.969059377233652,9.755338844696176,5.36892324558988,0.01873639785157248,0.9812636021484276,1.195438279038399e-16,1.2254195349537654e-17,1.3819527619746376e-16,2.5739849477449615e-17,-0.182779909771127240283991329200828525286957032074537711650314565130969798809896734253660480543437677644567222998874550606,1.56317619895647927344951308054069077957608494637176913815643403769221791048184814215468793372014702273516237894282760562,9.75533884469618094990018263284705756290381747838113254211812881600483262136796471603621156087058859468086740946046126476,0.000000000000000226521709452648677009207054383148756461650314565130969798809896734253660480543437677644567222998874550605990809626684188,-0.0000000000000000830777752942048201559875229346530191381564340376922179104818481421546879337201470227351623789428276056199793621783908861
base,2,-1/8,normalized,u,-0.0913899548855635,0.7815880994782396,2.3931397337312625,2.484529688616826,4.877669422348088,2.68446162279494,0.01873639785157248,0.9812636021484276,5.977191395191995e-17,1.2254195349537654e-17,6.909763809873188e-17,2.5739849477449615e-17,-0.0913899548855636201419956646004142626434785160372688558251572825654848994049483671268302402717188388222836114994372753028,0.781588099478239636724756540270345389788042473185884569078217018846108955240924071077343966860073511367581189471413802811,4.87766942234809047495009131642352878145190873919056627105906440800241631068398235801810578043529429734043370473023063238,0.000000000000000113260854726324338504603527191574378230825157282565484899404948367126830240271718838822283611499437275302801775217599628,-0.0000000000000000415388876471024100779937614673265095690782170188461089552409240710773439668600735113675811894714138028109578290679077726
base,2,-1/8,normalized,u^2,-0.056318573337093544,0.4815841922430758,1.6794025585672936,1.735721131904387,3.4151236904716806,1.8718931328064734,0.01649093223013398,0.983509067769866,3.7239312558734346e-17,1.090423537590553e-17,8.062614415479107e-18,4.307198030793067e-18,-0.0563185733370936355014901770151627103135892819020987179820504521862585992390925908346874453153898060836084891551618287924,0.481584192243075902641357910723373194056963811834536158456401914533915733123636455008508561627750565056261806298987164342,3.41512369047168231604307844499640203287935000956565861920538739145791936316800830891720768685863799385989582647154295587,0.0000000000000000912060837882596533132986137341115713742320504521862585992390925908346874453153898060836084891551618287924017595839045367,-0.0000000000000000988892519984424057349743603572446924084564019145339157331236364550085085616277505650562618062989871643420199358272660210
base,2,-1/8,normalized,window,-0.011467922538314768,0.0980688161757524,0.23999858286284229,0.25146650540115706,0.4914650882639994,0.2724781557728501,0.023334154983058665,0.9766658450169413,2.3485303678607523e-17,4.7786311254711066e-17,2.638775502995015e-18,9.684356147781679e-18,-0.0114679225383147357010366561816031170977376305629253113987792911362149731894730270120153542664294666764238704257232894486,0.0980688161757524596083340672651855474783965163187266391140464830018809282131813807042392753624793517336745245063302257346,0.491465088263999657803034827824764507471580996188986209360987579104212320495920181421677587336575777398313338234624102522,-0.0000000000000000322457510194304827601214774048756122862574707088637850268105269729879846457335705333235761295742767105513996516761651672,-0.0000000000000000577658537569862699801548310332254649203640464830018809282131813807042392753624793517336745245063302257346032459042667933
base,2,0,normalized,S,1.9244588561617704e-16,0.6832631877855044,2.280463023894528,2.280463023894528,4.560926047789056,2.391281457880149,4.219447620938004e-17,1.0,3.442244805704829e-17,7.547249768220828e-18,9.981622902954746e-18,4.174173169813047e-18,0.0,0.683263187785504533351376534074220905259438651002622433417675976212524064461530259417426141686895959383809966924277289694,4.56092604778905719936422910186922241936654389920371952107972061834926717642289705634993018234283837550720625588817186690,0.000000000000000192445885616177037036322872154414653778076171875000000000000000000000000000000000000000000000000000000000000000000000000,-0.000000000000000100015517358360953727916070120729184933417675976212524064461530259417426141686895959383809966924277289694009651585157389
base,2,0,normalized,1,3.8489177123235407e-16,1.3665263755710089,4.560926047789056,4.560926047789056,9.121852095578111,4.782562915760298,4.219447620938004e-17,1.0,6.884489611409658e-17,7.547249768220828e-18,1.9963245805909493e-17,4.174173169813047e-18,0.0,1.36652637557100906670275306814844181051887730200524486683535195242504812892306051883485228337379191876761993384855457939,9.12185209557811439872845820373844483873308779840743904215944123669853435284579411269986036468567675101441251177634373380,0.000000000000000384891771232354074072645744308829307556152343750000000000000000000000000000000000000000000000000000000000000000000000000,-0.000000000000000200031034716721907455832140241458369866835351952425048128923060518834852283373791918767619933848554579389955599127739437
base,2,0,normalized,u,1.9244588561617704e-16,0.6832631877855044,2.280463023894528,2.280463023894528,4.560926047789056,2.391281457880149,4.219447620938004e-17,1.0,3.442244805704829e-17,7.547249768220828e-18,9.981622902954746e-18,4.174173169813047e-18,0.0,0.683263187785504533351376534074220905259438651002622433417675976212524064461530259417426141686895959383809966924277289694,4.56092604778905719936422910186922241936654389920371952107972061834926717642289705634993018234283837550720625588817186690,0.000000000000000192445885616177037036322872154414653778076171875000000000000000000000000000000000000000000000000000000000000000000000000,-0.000000000000000100015517358360953727916070120729184933417675976212524064461530259417426141686895959383809966924277289694009651585157389
base,2,0,normalized,u^2,1.3155745874485887e-16,0.42113708629841645,1.5971998361090234,1.5971998361090232,3.1943996722180463,1.6653632972397185,4.1183781694264745e-17,1.0,1.6944257255225393e-17,5.304363571844493e-18,7.90877551243047e-18,4.748979111968535e-18,0.0,0.421137086298416536480833485591950880821009491444133713321786968121379291247084200285855918515450997183497091382115778759,3.19439967221804813266147603372078060884766659719847465424436866592421904749983653751507789896904645673958632203961728750,0.000000000000000131557458744858871149695063101990904555855458734486829186494105670135468244552612304687500000000000000000000000000000000,-0.0000000000000000844459905805419236966326435551648368383217869681213792912470842002858559185154509971834970913821157787590066617197924824
base,2,0,normalized,window,8.56924655294087e-18,0.08574631319427355,0.22963033123432308,0.22963033123432305,0.45926066246864616,0.24352473826918558,1.8658786291163995e-17,1.0,1.934107073936483e-18,4.211349309867193e-18,4.9189616469813906e-18,2.01990224153084e-17,0.0,0.0857463131942736150491903628082108051035129669669203983553988972345519887260867207384316951599772216746352739662784330092,0.459260662468646519526638387377700344036092704674396357188558446051255771537972266282052667953266352418762998759568945494,0.00000000000000000856924655294087004372073677951937497873726148271515679066823167886468581855297088623046875000000000000000000000000000000,-0.0000000000000000687949033077731181700232946518424086796053988972345519887260867207384316951599772216746352739662784330091949063420537468
base,2,1/8,normalized,S,0.08001894468502269,0.599194294135557,2.179048868234888,2.099029923549865,4.278078791784752,2.140663442130835,0.01870441115733634,0.9812955888426637,1.7566396943904467e-17,4.106141517925625e-18,4.16286831096448e-17,1.944662682154615e-17,0.0800189446850225854304899461967666376030876954660364120688811958993058849828555417277874803712926638669371267383054050752,0.599194294135557044601573757647401147899366477402475397146718541737816577773422760311799463294300317218622183463841884112,4.27807879178475414644137619744271335758167731619612867839227887515912321391169251670252566549752182053217745505035828186,0.000000000000000100550378626900046996434883801115994837931118804100694115017144458272212519628707336133062873261694594924801121003304574,-0.0000000000000000183641806830948725877377759012306003971467185417378165777734227603117994632943003172186221834638418841119981605933171587
base,2,1/8,normalized,1,0.16003788937004537,1.198388588271114,4.358097736469776,4.19805984709973,8.556157583569505,4.28132688426167,0.01870441115733634,0.9812955888426637,3.5132793887808934e-17,4.106141517925625e-18,8.32573662192896e-17,1.944662682154615e-17,0.160037889370045170860979892393533275206175390932072824137762391798611769965711083455574960742585327733874253476610810150,1.19838858827111408920314751529480229579873295480495079429343708347563315554684552062359892658860063443724436692768376822,8.55615758356950829288275239488542671516335463239225735678455775031824642782338503340505133099504364106435491010071656371,0.000000000000000201100757253800093992869767602231989675862237608201388230034288916544425039257414672266125746523389189849989501198094079,-0.0000000000000000367283613661897451754755518024612007942934370834756331555468455206235989265886006344372443669276837682199300996760425332
base,2,1/8,normalized,u,0.08001894468502269,0.599194294135557,2.179048868234888,2.099029923549865,4.278078791784752,2.140663442130835,0.01870441115733634,0.9812955888426637,1.7566396943904467e-17,4.106141517925625e-18,4.16286831096448e-17,1.944662682154615e-17,0.0800189446850225854304899461967666376030876954660364120688811958993058849828555417277874803712926638669371267383054050752,0.599194294135557044601573757647401147899366477402475397146718541737816577773422760311799463294300317218622183463841884112,4.27807879178475414644137619744271335758167731619612867839227887515912321391169251670252566549752182053217745505035828186,0.000000000000000100550378626900046996434883801115994837931118804100694115017144458272212519628707336133062873261694594924801121003304574,-0.0000000000000000183641806830948725877377759012306003971467185417378165777734227603117994632943003172186221834638418841119981605933171587
base,2,1/8,normalized,u^2,0.04933376795860006,0.36953764783372833,1.5234207121582262,1.474086944199626,2.997507656357852,1.4894965542429077,0.01645826253486321,0.9835417374651367,8.155241716403508e-18,2.7206741904748313e-18,6.135900280956798e-20,4.11944577077293e-20,0.0493337679585999784072681874279955332257066327288701770620559761096682858652219112716745740383872799556932311685064743512,0.369537647833728390341464879923686989347063282924973798604960387259625618745749396628487685440503659779200238538332444545,2.99750765635785353824536125195697730344751715029472570230722104286309951158848284083592762718282039794150443534839230037,0.0000000000000000826248468487134810606859411639019891979379440238903317141347780887283254259616127200443067688314935256487993387481404511,-0.0000000000000000570949813360068487457433569230616925486049603872596256187457493966284876854405036597792002385383324445450019046820877138
base,2,1/8,normalized,window,0.010043154598251374,0.0752145329548979,0.22023036081440078,0.2101872062161494,0.4304175670305502,0.21856942277352698,0.02333351463217237,0.9766664853678276,1.1702081824515838e-17,2.718774213898488e-17,1.2134164364438194e-17,5.551629413877867e-17,0.0100431545982513721015020215208632892360421749855609228556047821741269211383597902244354331221253460748981565190313758903,0.0752145329548979391994263758088971865764393903684047299633982918487497886563266065280398198601950215094663208069634419190,0.430417567030550482190464153600596486522608666518654934826414190909410789436321082422114094456450642725778294304337395595,0.00000000000000000200293194238660455240034731895669981933189521782587307886164020977556456687787465392510184348096862410970023264812360748,-0.0000000000000000417229058350595631548604502775144008237133982918487497886563266065280398198601950215094663208069634419189987312928494590
base,8,-1/8,normalized,S,-7.875132830682664e-05,0.00064812274711879,0.001860398586710107,0.0019391499150169338,0.003799548501727041,0.0008108054482369555,0.020726496390566177,0.9792735036094338,5.493535928912906e-20,1.445839137575394e-17,3.631564422418116e-20,4.4789590774392546e-17,-0.0000787513283068266555798996985097677825435226398127203473791680635085886465702038751304745416366923537555500113719476954865,0.000648122747118790018953880016301001145375520014034801425719207900835567898745427683114295846615688170064248356937441243539,0.00379954850172704167353428560865310933443067604136894158085589372911300434277274736990693172709258878219615317413846224667,0.0000000000000000000198690446983044684348171272861378317365393243135085886465702038751304745416366923537555500113719476954865005340902850673,-0.00000000000000000000822115491205328106273580344842582315423483290083556789874542768311429584661568817006424835693744124353902653036658292428
base,8,-1/8,normalized,1,-0.00015750265661365327,0.00129624549423758,0.003720797173420214,0.0038782998300338676,0.007599097003454082,0.001621610896473911,0.020726496390566177,0.9792735036094338,1.0987071857825812e-19,1.445839137575394e-17,7.263128844836231e-20,4.4789590774392546e-17,-0.000157502656613653311159799397019535565087045279625440694758336127017177293140407750260949083273384707511100022743895390973,0.00129624549423758003790776003260200229075104002806960285143841580167113579749085536622859169323137634012849671387488248708,0.00759909700345408334706857121730621866886135208273788316171178745822600868554549473981386345418517756439230634827692449335,0.0000000000000000000397380893966089368696342545722756634730786486270171772931404077502609490832733847075111000227438953909730010681805701346,-0.0000000000000000000164423098241065621254716068968516463084696658016711357974908553662285916932313763401284967138748824870799439747540883672
base,8,-1/8,normalized,u,-7.875132830682664e-05,0.00064812274711879,0.001860398586710107,0.0019391499150169338,0.003799548501727041,0.0008108054482369555,0.020726496390566177,0.9792735036094338,5.493535928912906e-20,1.445839137575394e-17,3.631564422418116e-20,4.4789590774392546e-17,-0.0000787513283068266555798996985097677825435226398127203473791680635085886465702038751304745416366923537555500113719476954865,0.000648122747118790018953880016301001145375520014034801425719207900835567898745427683114295846615688170064248356937441243539,0.00379954850172704167353428560865310933443067604136894158085589372911300434277274736990693172709258878219615317413846224667,0.0000000000000000000198690446983044684348171272861378317365393243135085886465702038751304745416366923537555500113719476954865005340902850673,-0.00000000000000000000822115491205328106273580344842582315423483290083556789874542768311429584661568817006424835693744124353902653036658292428
base,8,-1/8,normalized,u^2,-4.7225008750513114e-05,0.00038838884234967226,0.0012460101970756484,0.0012932352058261617,0.00253924540290181,0.0005164335709511234,0.018598048340087617,0.9814019516599124,3.001109971056526e-20,1.1818904811748026e-17,2.164200985524073e-20,4.190666732873759e-17,-0.0000472250087505131460836423602881568484545175705175157549600546254699928207805088791744405681439530364417245075593404884788,0.000388388842349672275060479730216866626662717167304814790715615375762170936066943486757546120583136208044354697657216543157,0.00253924540290181092227656260316982346626944005110610408810423992621544008464027616209525019048790180600690394340753742092,0.0000000000000000000322279937987982707426081367556075807574014608754699928207805088791744405681439530364417245075593404884788020065373638168,-0.0000000000000000000197427745473414237114158952273595938434499903757621709360669434867575461205831362080443546976572165431569950094754573971
base,8,-1/8,normalized,window,-9.676361794072696e-06,7.95378629210779e-05,0.00020214774656659735,0.00021182410836067004,0.0004139718549272674,9.203548051391705e-05,0.02337444364610918,0.9766255563538908,1.2304125086598838e-21,2.9722129512308524e-18,3.705162043571309e-21,4.025797467326785e-17,-0.00000967636179407261488756505627099660454586470231715389190008094451533804464509212998631199045745087285113902897128382534960,0.0000795378629210779306051867775353029676832050829038480594251619075490605494564177671596877708946395398164952970646719548363,0.000413971854927267684492861272826827666141883505516783916741581814438438368502206873462558070346381788291191739415776238848,-0.0000000000000000000812009537763645644354328463486179356962652022586096619553549078700136880095425491271488609710287161746503997931109590843,-0.0000000000000000000272314273895959017457268458603725293948743806575490605494564177671596877708946395398164952970646719548362960515135621940
base,8,0,normalized,S,2.525216974001883e-20,0.0006122566433728507,0.0018503853226358065,0.0018503853226358063,0.003700770645271613,0.0007700325028074959,6.823489527048354e-18,1.0,6.367516935344883e-21,1.720592153820856e-18,3.11631809906056e-20,4.046995532914048e-17,0.0,0.000612256643372850683821229815445775089487389101931041038117895109723853445757142458479123606080715682064695514364158593809,0.00370077064527161366347305424198821047001037851322601358875636920313290813938772611596253877192920476395088149991982989622,0.0000000000000000000252521697400188288584743645515118259936571121215820312500000000000000000000000000000000000000000000000000000000000000000,0.0000000000000000000123813063760467519062292274094138686298508548902761465542428575415208763939192843179353044856358414061910134601437719893
base,8,0,normalized,1,5.050433948003766e-20,0.0012245132867457014,0.003700770645271613,0.0037007706452716125,0.007401541290543226,0.0015400650056149917,6.823489527048354e-18,1.0,1.2735033870689767e-20,1.720592153820856e-18,6.23263619812112e-20,4.046995532914048e-17,0.0,0.00122451328674570136764245963089155017897477820386208207623579021944770689151428491695824721216143136412939102872831718762,0.00740154129054322732694610848397642094002075702645202717751273840626581627877545223192507754385840952790176299983965979244,0.0000000000000000000505043394800376577169487291030236519873142242431640625000000000000000000000000000000000000000000000000000000000000000000,0.0000000000000000000247626127520935038124584548188277372597017097805522931084857150830417527878385686358706089712716828123799469148645292080
base,8,0,normalized,u,2.525216974001883e-20,0.0006122566433728507,0.0018503853226358065,0.0018503853226358063,0.003700770645271613,0.0007700325028074959,6.823489527048354e-18,1.0,6.367516935344883e-21,1.720592153820856e-18,3.11631809906056e-20,4.046995532914048e-17,0.0,0.000612256643372850683821229815445775089487389101931041038117895109723853445757142458479123606080715682064695514364158593809,0.00370077064527161366347305424198821047001037851322601358875636920313290813938772611596253877192920476395088149991982989622,0.0000000000000000000252521697400188288584743645515118259936571121215820312500000000000000000000000000000000000000000000000000000000000000000,0.0000000000000000000123813063760467519062292274094138686298508548902761465542428575415208763939192843179353044856358414061910134601437719893
