angle_index,time,R_normal,dlog_Doppler,R_hydrogen_analytic,R_hydrogen_direct,residual
13,4.85,-0.8263916839394876,0.0430492961170047,-0.7833423878224829,-0.7833423878259951,-3.5121905384016827e-12
14,0.15,-0.7650983913660728,0.13748252133872108,-0.6276158700273518,-0.6276158700271177,2.34035013590983e-13
14,0.48571428571428565,-0.7660270798729547,0.09529595751530917,-0.6707311223576455,-0.6707311223613324,-3.68682862017522e-12
14,0.8214285714285714,-0.7679107446223495,0.047577835592702344,-0.7203329090296472,-0.720332909015057,1.459021792271642e-11
14,1.157142857142857,-0.77069643593911,-0.004197551984330694,-0.7748939879234407,-0.7748939879162474,7.193245998848852e-12
14,1.4928571428571427,-0.7743058482487807,-0.05724794256089971,-0.8315537908096804,-0.8315537908101799,-4.994893387788579e-13
14,1.8285714285714283,-0.7786375212414358,-0.106821816929772,-0.8854593381712078,-0.8854593381605693,1.0638490088865638e-11
14,2.164285714285714,-0.7835696919133991,-0.14629350959753162,-0.9298632015109307,-0.929863201530138,-1.9207302415225058e-11
14,2.4999999999999996,-0.7889637173161657,-0.16828768998334687,-0.9572514072995125,-0.9572514073056628,-6.15030248951598e-12
14,2.8357142857142854,-0.7946679717993087,-0.16666247704097037,-0.9613304488402791,-0.9613304488694424,-2.916333841085361e-11
14,3.1714285714285713,-0.8005221091961673,-0.13877216819223215,-0.9392942773883994,-0.9392942774077983,-1.9398815886972898e-11
14,3.5071428571428567,-0.8063615701425921,-0.08722251872352649,-0.8935840888661186,-0.8935840888642705,1.8480772467910356e-12
14,3.8428571428571425,-0.8120222078283571,-0.020200860085320405,-0.8322230679136775,-0.8322230679147501,-1.0725864640903637e-12
14,4.178571428571429,-0.8173449021517116,0.05031381234225041,-0.7670310898094612,-0.767031089821124,-1.1662781851384807e-11
