b,source_row_1based,source_line_1based,energy_eV_lexeme,energy_eV,raw_A2s_s_inv_lexeme,raw_A2s_s_inv,normalization_id,normalization_factor,normalized_A2s_s_inv,normalized_A2s_binary64_hex,companion_energy_eV_from_decimal_tokens,companion_energy_eV_binary64,tracked_definition,companion_definition,tracked_domain_lower_eV,tracked_domain_upper_eV,companion_domain_lower_eV,companion_domain_upper_eV,original_bin_integral_lower_eV,original_bin_integral_upper_eV,original_bin_integral_status,rate_quantity,event_to_tracked_relation,extra_multiplicity_applied,source_correspondence,physical_pair_correspondence,B_status,mu_status
34,35,35,9.1325545,9.1325544999999995,0.062457626,0.062457626000000002,NORM_READ_TWOG_287_290,0.99951599327008589,0.062427396088681544,0x1.ff67bd1269112p-5,1.066160053953742,1.0661600539537428,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
35,36,36,9.1833033,9.1833033000000004,0.059623409,0.059623409000000002,NORM_READ_TWOG_287_290,0.99951599327008589,0.059594550868783583,0x1.e832d4e00a1bap-5,1.015411253953742,1.0154112539537419,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
36,37,37,9.2331818,9.2331818000000005,0.056831042,0.056831041999999998,NORM_READ_TWOG_287_290,0.99951599327008589,0.056803535393203965,0x1.d155a5d9f3a05p-5,0.965532753953742,0.96553275395374172,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
37,38,38,9.2822173,9.2822172999999992,0.054079078,0.054079078000000003,NORM_READ_TWOG_287_290,0.99951599327008589,0.054052903362300453,0x1.bacd27863cdb8p-5,0.916497253953742,0.91649725395374304,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
38,39,39,9.3304368,9.3304367999999993,0.051366073,0.051366072999999998,NORM_READ_TWOG_287_290,0.99951599327008589,0.051341211474978742,0x1.a49653071b103p-5,0.868277753953742,0.86827775395374296,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
39,40,40,9.3778676,9.3778676000000001,0.048690703,0.048690703000000002,NORM_READ_TWOG_287_290,0.99951599327008589,0.048667136372063755,0x1.8eae61e3749eep-5,0.820846953953742,0.82084695395374219,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
40,41,41,9.4071039,9.4071038999999992,0.011759100,0.0117591,NORM_READ_TWOG_287_290,0.99951599327008589,0.011753408516462267,0x1.8122bc98ed057p-7,0.791610653953742,0.79161065395374308,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
41,42,42,9.4187169,9.4187168999999997,0.011594717,0.011594716999999999,NORM_READ_TWOG_287_290,0.99951599327008589,0.011589105078940549,0x1.7bc075a6e8117p-7,0.779997653953742,0.77999765395374254,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
42,43,43,9.4302754,9.4302753999999993,0.011430875,0.011430875,NORM_READ_TWOG_287_290,0.99951599327008589,0.011425342379571194,0x1.7662b7eed4895p-7,0.768439153953742,0.76843915395374296,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
43,44,44,9.4417796,9.4417796000000003,0.011267578,0.011267578,NORM_READ_TWOG_287_290,0.99951599327008589,0.011262124416418167,0x1.71098c06a7e83p-7,0.756934953953742,0.756934953953742,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
44,45,45,9.4532565,9.4532565000000002,0.011104819,0.011104819,NORM_READ_TWOG_287_290,0.99951599327008589,0.011099444192869522,0x1.6bb4e2e7f4966p-7,0.745458053953742,0.74545805395374209,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
45,46,46,9.4646791,9.4646790999999997,0.010942592,0.010942591999999999,NORM_READ_TWOG_287_290,0.99951599327008589,0.010937295711829295,0x1.6664afb1ca5abp-7,0.734035453953742,0.73403545395374259,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
46,47,47,9.4760472,9.4760472,0.010780894,0.010780893999999999,NORM_READ_TWOG_287_290,0.99951599327008589,0.010775675974749509,0x1.6118ebf3b118cp-7,0.722667353953742,0.72266735395374226,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
47,48,48,9.4873610,9.4873609999999999,0.010619717,0.010619717000000001,NORM_READ_TWOG_287_290,0.99951599327008589,0.010614576985502217,0x1.5bd18681bdd9dp-7,0.711353553953742,0.71135355395374233,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
48,49,49,9.4986476,9.4986476,0.010459051,0.010459051,NORM_READ_TWOG_287_290,0.99951599327008589,0.010453988748927485,0x1.568e69e50ae97p-7,0.700066953953742,0.7000669539537423,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
49,50,50,9.5098798,9.5098798000000002,0.010298903,0.010298903,NORM_READ_TWOG_287_290,0.99951599327008589,0.010293918261637267,0x1.514fa52405df8p-7,0.688834753953742,0.68883475395374205,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
50,51,51,9.5210576,9.5210576000000007,0.010139258,0.010139258,NORM_READ_TWOG_287_290,0.99951599327008589,0.010134350530891664,0x1.4c15180c562d8p-7,0.677656953953742,0.67765695395374159,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
51,52,52,9.5322082,9.5322081999999995,0.0099801174,0.0099801174000000003,NORM_READ_TWOG_287_290,0.99951599327008589,0.0099752869560130672,0x1.46dec59f44f1cp-7,0.666506353953742,0.6665063539537428,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
52,53,53,9.5433044,9.5433044000000002,0.0098214725,0.0098214724999999992,NORM_READ_TWOG_287_290,0.99951599327008589,0.0098167188412123327,0x1.41ac9b3042a65p-7,0.655410153953742,0.65541015395374203,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
53,54,54,9.5543462,9.5543461999999995,0.0096633150,0.0096633150000000004,NORM_READ_TWOG_287_290,0.99951599327008589,0.0096586378905067199,0x1.3c7e86ee8b84fp-7,0.644368353953742,0.64436835395374281,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
54,55,55,9.5653608,9.5653608000000006,0.0095056451,0.0095056450999999997,NORM_READ_TWOG_287_290,0.99951599327008589,0.009501044303799425,0x1.37548948056d5p-7,0.633353753953742,0.63335375395374172,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
55,56,56,9.5763210,9.5763210000000001,0.0093484585,0.0093484585000000002,NORM_READ_TWOG_287_290,0.99951599327008589,0.0093439337831716773,0x1.322e9901e2147p-7,0.622393553953742,0.62239355395374218,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
56,57,57,9.5872268,9.5872267999999998,0.0091917470,0.0091917470000000001,NORM_READ_TWOG_287_290,0.99951599327008589,0.0091872981325923329,0x1.2d0ca48250a3ep-7,0.611487753953742,0.61148775395374244,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
57,58,58,9.5981055,9.5981055000000008,0.0090355065,0.0090355065000000002,NORM_READ_TWOG_287_290,0.99951599327008589,0.0090311332540458176,0x1.27eea2fc68b05p-7,0.600609053953742,0.60060905395374142,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
58,59,59,9.6089297,9.6089296999999991,0.0088797328,0.0088797327999999998,NORM_READ_TWOG_287_290,0.99951599327008589,0.0088754349495649611,0x1.22d48b6c4edebp-7,0.589784853953742,0.58978485395374314,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
59,60,60,9.6196995,9.6196994999999994,0.0087244218,0.0087244217999999998,NORM_READ_TWOG_287_290,0.99951599327008589,0.0087201991211341909,0x1.1dbe55051ac3cp-7,0.579015053953742,0.57901505395374286,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
60,61,61,9.6304422,9.6304421999999992,0.0085695652,0.0085695652000000004,NORM_READ_TWOG_287_290,0.99951599327008589,0.0085654174727707623,0x1.18abedf608992p-7,0.568272353953742,0.56827235395374309,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
61,62,62,9.6411304,9.6411303999999998,0.0084151590,0.0084151590000000002,NORM_READ_TWOG_287_290,0.99951599327008589,0.0084110860064107035,0x1.139d4da922e38p-7,0.557584153953742,0.5575841539537425,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
62,63,63,9.6517915,9.6517914999999999,0.0082611989,0.0082611989000000007,NORM_READ_TWOG_287_290,0.99951599327008589,0.0082572004241352418,0x1.0e926ae39b57dp-7,0.546923053953742,0.54692305395374241,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
63,64,64,9.6623982,9.6623982000000002,0.0081076809,0.0081076809000000007,NORM_READ_TWOG_287_290,0.99951599327008589,0.0081037567278804054,0x1.098b3d0f7c7acp-7,0.536316353953742,0.53631635395374211,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
64,65,65,9.6729776,9.6729775999999994,0.0079546008,0.0079546007999999994,NORM_READ_TWOG_287_290,0.99951599327008589,0.007950750719679019,0x1.0487bb28eaf11p-7,0.525736953953742,0.52573695395374287,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
65,66,66,9.6835027,9.6835027,0.0078019544,0.0078019544,NORM_READ_TWOG_287_290,0.99951599327008589,0.0077981782015639168,0x1.ff0fb85816bfbp-8,0.515211853953742,0.51521185395374225,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
66,67,67,9.6939734,9.6939734000000009,0.0076497295,0.0076497294999999998,NORM_READ_TWOG_287_290,0.99951599327008589,0.0076460269794399773,0x1.f5170bd22eea4p-8,0.504741153953742,0.50474115395374142,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
67,68,68,9.7044169,9.7044169,0.0074979301,0.0074979301000000003,NORM_READ_TWOG_287_290,0.99951599327008589,0.0074943010513711748,0x1.eb2581ec0958ap-8,0.494297653953742,0.49429765395374226,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
68,69,69,9.7148059,9.7148059,0.0073465479,0.0073465479,NORM_READ_TWOG_287_290,0.99951599327008589,0.007342992121374764,0x1.e13af7041e7e0p-8,0.483908653953742,0.48390865395374227,HIGH_ENERGY_Et_EQUALS_Eb,LOW_ENERGY_Ec_EQUALS_E21_MINUS_Eb,5.0993572769768711,10.198714553953742,0,5.0993572769768711,,,UNRESOLVED_ORIGINAL_INTEGRATION_REGION,SPONTANEOUS_EVENT_COEFFICIENT_s^-1_NOT_REALIZED_RATE,ONE_HIGH_ENERGY_TRACKED_PHOTON_PER_EVENT,NONE,DIRECT_ROW_COLUMN_READER_NORMALIZATION,CONDITIONAL_DERIVATION_NOT_NATIVE_PAIRED_STORAGE,UNRESOLVED,UNRESOLVED
