x_Doppler,nu_Hz,Voigt_H,phi_Hz^-1,sigma_Voigt_m2,sigma_Voigt_cm2,Lee_first_order_factor,sigma_Lee1_m2,rate_at_250cm^-3_s^-1
-22.525,2464763931205163.5,9.6075059989168e-07,9.365938811330949e-18,1.0345520226746491e-23,1.0345520226746491e-19,1.0009473941891551,1.0355321512493097e-23,7.753772345162619e-07
-22.5,2464765378058201.5,9.628931609396724e-07,9.386825705054773e-18,1.0368591675946256e-23,1.0368591675946256e-19,1.0009463426972691,1.0378403916959753e-23,7.771063961325669e-07
-22.475,2464766824911239.5,9.650429043418604e-07,9.407782616418892e-18,1.0391740465915429e-23,1.0391740465915428e-19,1.0009452912053833,1.0401563686786485e-23,7.78841354293713e-07
-22.45,2464768271764277.0,9.671998622690767e-07,9.428809859042733e-18,1.0414966943074821e-23,1.0414966943074821e-19,1.0009442397134976,1.0424801168477236e-23,7.805821349632866e-07
-22.425,2464769718617315.0,9.693640670726616e-07,9.44990774830541e-18,1.0438271455788978e-23,1.0438271455788979e-19,1.0009431882216118,1.0448116710480065e-23,7.82328764250554e-07
-22.4,2464771165470352.5,9.715355512856807e-07,9.471076601357598e-18,1.0461654354379293e-23,1.0461654354379292e-19,1.0009421367297258,1.0471510663200248e-23,7.840812684114428e-07
-22.375,2464772612323390.5,9.737143476241518e-07,9.492316737133493e-18,1.0485115991137215e-23,1.0485115991137214e-19,1.00094108523784,1.0494983379013514e-23,7.858396738495329e-07
-22.35,2464774059176428.5,9.759004889882826e-07,9.513628476362879e-18,1.0508656720337582e-23,1.0508656720337582e-19,1.0009400337459542,1.0518535212279348e-23,7.876040071170556e-07
-22.325,2464775506029466.0,9.780940084637186e-07,9.535012141583295e-18,1.0532276898252064e-23,1.0532276898252064e-19,1.0009389822540682,1.0542166519354455e-23,7.893742949159006e-07
-22.3,2464776952882504.0,9.802949393227985e-07,9.556468057152264e-18,1.0555976883162663e-23,1.0555976883162663e-19,1.0009379307621824,1.0565877658606267e-23,7.911505640986284e-07
-22.275,2464778399735542.0,9.825033150258218e-07,9.577996549259662e-18,1.0579757035375378e-23,1.0579757035375378e-19,1.0009368792702966,1.0589668990426596e-23,7.929328416694944e-07
-22.25,2464779846588579.5,9.847191692223257e-07,9.599597945940159e-18,1.0603617717233955e-23,1.0603617717233955e-19,1.0009358277784106,1.0613540877245389e-23,7.94721154785479e-07
-22.225,2464781293441617.5,9.86942535752373e-07,9.621272577085779e-18,1.0627559293133747e-23,1.0627559293133747e-19,1.0009347762865248,1.0637493683544605e-23,7.965155307573271e-07
-22.2,2464782740294655.0,9.89173448647848e-07,9.643020774458525e-18,1.0651582129535669e-23,1.0651582129535669e-19,1.000933724794639,1.066152777587215e-23,7.983159970505931e-07
-22.175,2464784187147693.0,9.91411942133765e-07,9.664842871703143e-18,1.0675686594980297e-23,1.0675686594980296e-19,1.000932673302753,1.0685643522855993e-23,8.001225812866984e-07
-22.15,2464785634000731.0,9.936580506295862e-07,9.686739204359968e-18,1.0699873060102052e-23,1.0699873060102052e-19,1.0009316218108673,1.0709841295218353e-23,8.01935311243994e-07
-22.125,2464787080853768.5,9.959118087505505e-07,9.708710109877873e-18,1.072414189764351e-23,1.0724141897643509e-19,1.0009305703189815,1.0734121465790003e-23,8.03754214858833e-07
-22.1,2464788527706806.5,9.981732513090115e-07,9.730755927627322e-18,1.0748493482469813e-23,1.0748493482469813e-19,1.0009295188270955,1.0758484409524681e-23,8.055793202266513e-07
-22.075,2464789974559844.5,1.0004424133157904e-06,9.752876998913548e-18,1.0772928191583231e-23,1.0772928191583231e-19,1.0009284673352097,1.0782930503513675e-23,8.074106556030579e-07
-22.05,2464791421412882.0,1.0027193299815325e-06,9.775073666989785e-18,1.0797446404137778e-23,1.0797446404137778e-19,1.000927415843324,1.0807460127000417e-23,8.092482494049314e-07
-22.025,2464792868265920.0,1.005004036718083e-06,9.797346277070671e-18,1.0822048501454011e-23,1.0822048501454011e-19,1.000926364351438,1.083207366139529e-23,8.110921302115287e-07
-22.0,2464794315118957.5,1.0072965691398657e-06,9.819695176345709e-18,1.0846734867033904e-23,1.0846734867033905e-19,1.000925312859552,1.0856771490290523e-23,8.129423267655993e-07
-21.975,2464795761971995.5,1.0095969630652808e-06,9.842120713992861e-18,1.0871505886575864e-23,1.0871505886575863e-19,1.0009242613676663,1.0881553999475183e-23,8.147988679745119e-07
-21.95,2464797208825033.5,1.0119052545181068e-06,9.864623241192244e-18,1.0896361947989855e-23,1.0896361947989856e-19,1.0009232098757803,1.0906421576950315e-23,8.166617829113867e-07
-21.924999999999997,2464798655678071.0,1.0142214797289176e-06,9.887203111139931e-18,1.0921303441412649e-23,1.092130344141265e-19,1.0009221583838945,1.0931374612944205e-23,8.185311008162393e-07
-21.9,2464800102531109.0,1.0165456751365111e-06,9.909860679061879e-18,1.0946330759223205e-23,1.0946330759223205e-19,1.0009211068920087,1.0956413499927733e-23,8.204068510971326e-07
-21.875,2464801549384147.0,1.0188778773893461e-06,9.932596302227935e-18,1.097144429605814e-23,1.097144429605814e-19,1.000920055400123,1.0981538632629877e-23,8.222890633313373e-07
-21.85,2464802996237184.5,1.021218123346998e-06,9.955410339966037e-18,1.0996644448827422e-23,1.0996644448827422e-19,1.000919003908237,1.1006750408053388e-23,8.241777672665071e-07
-21.825,2464804443090222.5,1.0235664500816153e-06,9.978303153676399e-18,1.1021931616730031e-23,1.1021931616730032e-19,1.0009179524163512,1.1032049225490467e-23,8.260729928218525e-07
-21.799999999999997,2464805889943260.5,1.0259228948793983e-06,1.0001275106845933e-17,1.1047306201269894e-23,1.1047306201269893e-19,1.0009169009244654,1.1057435486538691e-23,8.27974770089336e-07
-21.775,2464807336796298.0,1.0282874952420825e-06,1.0024326565062715e-17,1.1072768606271857e-23,1.1072768606271857e-19,1.0009158494325794,1.1082909595116994e-23,8.298831293348685e-07
-21.75,2464808783649336.0,1.0306602888884407e-06,1.0047457896030618e-17,1.1098319237897861e-23,1.109831923789786e-19,1.0009147979406936,1.110847195748185e-23,8.317981009995217e-07
-21.725,2464810230502373.5,1.033041313755791e-06,1.007066946958402e-17,1.1123958504663177e-23,1.1123958504663176e-19,1.0009137464488078,1.1134122982243498e-23,8.337197157007445e-07
-21.7,2464811677355411.5,1.0354306080015201e-06,1.009396165770265e-17,1.1149686817452808e-23,1.114968681745281e-19,1.0009126949569218,1.1159863080382355e-23,8.356480042335936e-07
-21.674999999999997,2464813124208449.5,1.037828210004619e-06,1.0117334834526564e-17,1.1175504589538034e-23,1.1175504589538033e-19,1.000911643465036,1.1185692665265566e-23,8.375829975719721e-07
-21.65,2464814571061487.0,1.0402341583672305e-06,1.0140789376371223e-17,1.1201412236593067e-23,1.1201412236593068e-19,1.0009105919731502,1.1211612152663656e-23,8.395247268698783e-07
-21.625,2464816017914525.0,1.0426484919162112e-06,1.0164325661742729e-17,1.1227410176711874e-23,1.1227410176711873e-19,1.0009095404812642,1.1237621960767352e-23,8.414732234626667e-07
-21.6,2464817464767563.0,1.0450712497047024e-06,1.0187944071353134e-17,1.1253498830425095e-23,1.1253498830425094e-19,1.0009084889893785,1.126372251020452e-23,8.434285188683161e-07
-21.575,2464818911620600.5,1.0475024710137184e-06,1.0211644988135925e-17,1.1279678620717143e-23,1.1279678620717142e-19,1.0009074374974927,1.1289914224057249e-23,8.453906447887105e-07
-21.549999999999997,2464820358473638.5,1.0499421953537444e-06,1.0235428797261596e-17,1.1305949973043409e-23,1.130594997304341e-19,1.0009063860056067,1.1316197527879064e-23,8.473596331109293e-07
-21.525,2464821805326676.0,1.0523904624663486e-06,1.0259295886153375e-17,1.1332313315347623e-23,1.1332313315347623e-19,1.0009053345137209,1.1342572849712306e-23,8.493355159085482e-07
-21.5,2464823252179714.0,1.0548473123258093e-06,1.0283246644503076e-17,1.1358769078079383e-23,1.1358769078079384e-19,1.000904283021835,1.1369040620105635e-23,8.51318325442953e-07
-21.475,2464824699032752.0,1.0573127851407516e-06,1.0307281464287059e-17,1.1385317694211764e-23,1.1385317694211763e-19,1.000903231529949,1.1395601272131662e-23,8.533080941646593e-07
-21.45,2464826145885789.5,1.0597869213558037e-06,1.0331400739782373e-17,1.1411959599259165e-23,1.1411959599259166e-19,1.0009021800380633,1.1422255241404801e-23,8.5530485471465e-07
-21.424999999999997,2464827592738827.5,1.0622697616532565e-06,1.0355604867582939e-17,1.1438695231295173e-23,1.1438695231295172e-19,1.0009011285461775,1.1449002966099117e-23,8.573086399257146e-07
-21.4,2464829039591865.5,1.064761346954749e-06,1.037989424661598e-17,1.146552503097072e-23,1.146552503097072e-19,1.0009000770542915,1.1475844886966503e-23,8.593194828238095e-07
-21.375,2464830486444903.0,1.0672617184229604e-06,1.0404269278158511e-17,1.1492449441532293e-23,1.1492449441532294e-19,1.0008990255624057,1.1502781447354886e-23,8.613374166294233e-07
-21.35,2464831933297941.0,1.0697709174633166e-06,1.0428730365853983e-17,1.1519468908840317e-23,1.1519468908840318e-19,1.00089797407052,1.1529813093226617e-23,8.633624747589541e-07
-21.325,2464833380150978.5,1.0722889857257144e-06,1.0453277915729081e-17,1.1546583881387722e-23,1.1546583881387723e-19,1.0008969225786342,1.1556940273177032e-23,8.653946908261014e-07
-21.299999999999997,2464834827004016.5,1.0748159651062538e-06,1.0477912336210625e-17,1.1573794810318589e-23,1.157379481031859e-19,1.0008958710867482,1.1584163438453109e-23,8.674340986432634e-07
-21.275,2464836273857054.5,1.077351897748992e-06,1.0502634038142656e-17,1.160110214944705e-23,1.160110214944705e-19,1.0008948195948624,1.1611483042972376e-23,8.694807322229537e-07
-21.25,2464837720710092.0,1.0798968260477076e-06,1.0527443434803646e-17,1.1628506355276276e-23,1.1628506355276276e-19,1.0008937681029766,1.1638899543341882e-23,8.71534625779224e-07
-21.225,2464839167563130.0,1.0824507926476802e-06,1.0552340941923831e-17,1.1656007887017635e-23,1.1656007887017634e-19,1.0008927166110906,1.1666413398877379e-23,8.735958137291008e-07
-21.2,2464840614416168.0,1.0850138404474835e-06,1.0577326977702712e-17,1.1683607206610016e-23,1.1683607206610017e-19,1.0008916651192048,1.169402507162264e-23,8.756643306940327e-07
-21.174999999999997,2464842061269205.5,1.0875860126007976e-06,1.0602401962826702e-17,1.1711304778739334e-23,1.1711304778739335e-19,1.000890613627319,1.1721735026368965e-23,8.777402115013527e-07
-21.15,2464843508122243.5,1.090167352518231e-06,1.0627566320486904e-17,1.173910107085815e-23,1.173910107085815e-19,1.000889562135433,1.1749543730674806e-23,8.798234911857493e-07
-21.125,2464844954975281.0,1.0927579038691634e-06,1.0652820476397062e-17,1.1766996553205511e-23,1.1766996553205512e-19,1.0008885106435472,1.1777451654885619e-23,8.81914204990752e-07
-21.1,2464846401828319.0,1.0953577105835992e-06,1.0678164858811644e-17,1.1794991698826924e-23,1.1794991698826923e-19,1.0008874591516614,1.1805459272153818e-23,8.840123883702298e-07
-21.075,2464847848681357.0,1.0979668168540381e-06,1.0703599898544063e-17,1.1823086983594479e-23,1.182308698359448e-19,1.0008864076597754,1.1833567058458928e-23,8.861180769898986e-07
-21.049999999999997,2464849295534394.5,1.1005852671373628e-06,1.0729126028985092e-17,1.1851282886227192e-23,1.1851282886227192e-19,1.0008853561678897,1.1861775492627919e-23,8.882313067288461e-07
-21.025,2464850742387432.5,1.1032131061567405e-06,1.0754743686121392e-17,1.1879579888311469e-23,1.187957988831147e-19,1.0008843046760039,1.1890085056355664e-23,8.903521136810652e-07
-21.0,2464852189240470.5,1.105850378903543e-06,1.0780453308554235e-17,1.1907978474321792e-23,1.1907978474321791e-19,1.0008832531841179,1.1918496234225644e-23,8.92480534157005e-07
-20.975,2464853636093508.0,1.10849713063928e-06,1.080625533751835e-17,1.1936479131641527e-23,1.1936479131641526e-19,1.000882201692232,1.1947009513730754e-23,8.946166046851298e-07
-20.95,2464855082946546.0,1.1111534068975502e-06,1.0832150216900945e-17,1.1965082350583945e-23,1.1965082350583944e-19,1.0008811502003463,1.1975625385294322e-23,8.967603620134946e-07
-20.924999999999997,2464856529799583.5,1.1138192534860092e-06,1.0858138393260884e-17,1.1993788624413402e-23,1.1993788624413403e-19,1.0008800987084603,1.2004344342291293e-23,8.989118431113331e-07
-20.9,2464857976652621.5,1.1164947164883538e-06,1.088422031584804e-17,1.2022598449366713e-23,1.2022598449366713e-19,1.0008790472165745,1.2033166881069621e-23,9.010710851706588e-07
-20.875,2464859423505659.5,1.119179842266321e-06,1.0910396436622782e-17,1.2051512324674677e-23,1.2051512324674678e-19,1.0008779957246887,1.2062093500971774e-23,9.032381256078788e-07
-20.85,2464860870358697.0,1.1218746774617093e-06,1.0936667210275666e-17,1.2080530752583835e-23,1.2080530752583835e-19,1.0008769442328027,1.209112470435651e-23,9.054130020654245e-07
-20.825,2464862317211735.0,1.1245792689984108e-06,1.0963033094247266e-17,1.2109654238378365e-23,1.2109654238378366e-19,1.000875892740917,1.2120260996620775e-23,9.07595752413392e-07
-20.799999999999997,2464863764064773.0,1.127293664084464e-06,1.0989494548748173e-17,1.2138883290402182e-23,1.2138883290402182e-19,1.0008748412490311,1.21495028862218e-23,9.097864147511994e-07
-20.775,2464865210917810.5,1.1300179102141246e-06,1.1016052036779179e-17,1.2168218420081222e-23,1.2168218420081222e-19,1.0008737897571454,1.2178850884699396e-23,9.119850274092565e-07
-20.75,2464866657770848.5,1.1327520551699519e-06,1.104270602415163e-17,1.2197660141945936e-23,1.2197660141945936e-19,1.0008727382652594,1.2208305506698441e-23,9.141916289506503e-07
-20.725,2464868104623886.0,1.135496147024914e-06,1.1069456979507938e-17,1.2227208973653939e-23,1.2227208973653939e-19,1.0008716867733736,1.2237867269991548e-23,9.164062581728429e-07
-20.7,2464869551476924.0,1.138250234144513e-06,1.1096305374342295e-17,1.2256865436012895e-23,1.2256865436012895e-19,1.0008706352814878,1.2267536695501937e-23,9.186289541093869e-07
-20.674999999999997,2464870998329962.0,1.1410143651889217e-06,1.112325168302152e-17,1.228663005300354e-23,1.2286630053003538e-19,1.0008695837896018,1.2297314307326465e-23,9.208597560316503e-07
-20.65,2464872445182999.5,1.143788589115148e-06,1.1150296382806142e-17,1.2316503351802972e-23,1.2316503351802973e-19,1.000868532297716,1.232720063275894e-23,9.230987034505629e-07
-20.625,2464873892036037.5,1.1465729551792104e-06,1.1177439953871615e-17,1.2346485862808089e-23,1.2346485862808089e-19,1.0008674808058302,1.2357196202313529e-23,9.253458361183719e-07
-20.6,2464875338889075.5,1.1493675129383353e-06,1.1204682879329735e-17,1.237657811965924e-23,1.237657811965924e-19,1.0008664293139442,1.2387301549748433e-23,9.276011940304154e-07
-20.575,2464876785742113.0,1.152172312253175e-06,1.123202564525027e-17,1.2406780659264118e-23,1.2406780659264118e-19,1.0008653778220584,1.2417517212089789e-23,9.298648174269126e-07
-20.549999999999997,2464878232595151.0,1.1549874032900375e-06,1.1259468740682689e-17,1.2437094021821765e-23,1.2437094021821765e-19,1.0008643263301726,1.2447843729655659e-23,9.321367467947631e-07
-20.525,2464879679448189.0,1.157812836523145e-06,1.1287012657678181e-17,1.2467518750846895e-23,1.2467518750846894e-19,1.0008632748382866,1.2478281646080367e-23,9.344170228693701e-07
-20.5,2464881126301226.5,1.1606486627369054e-06,1.1314657891311804e-17,1.2498055393194351e-23,1.249805539319435e-19,1.0008622233464008,1.2508831508338974e-23,9.367056866364728e-07
-20.475,2464882573154264.5,1.1634949330282059e-06,1.1342404939704835e-17,1.2528704499083805e-23,1.2528704499083805e-19,1.000861171854515,1.2539493866771953e-23,9.390027793339982e-07
-20.45,2464884020007302.0,1.1663516988087266e-06,1.1370254304047338e-17,1.2559466622124671e-23,1.255946662212467e-19,1.000860120362629,1.2570269275110121e-23,9.413083424539281e-07
-20.424999999999997,2464885466860340.0,1.169219011807272e-06,1.1398206488620876e-17,1.2590342319341211e-23,1.259034231934121e-19,1.0008590688707433,1.2601158290499759e-23,9.436224177441807e-07
-20.4,2464886913713378.0,1.1720969240721234e-06,1.1426262000821458e-17,1.2621332151197865e-23,1.2621332151197864e-19,1.0008580173788575,1.2632161473527926e-23,9.459450472105089e-07
-20.375,2464888360566415.5,1.1749854879734166e-06,1.1454421351182708e-17,1.2652436681624854e-23,1.2652436681624854e-19,1.0008569658869715,1.2663279388248073e-23,9.482762731184195e-07
-20.35,2464889807419453.5,1.1778847562055312e-06,1.1482685053399167e-17,1.2683656478043912e-23,1.2683656478043913e-19,1.0008559143950857,1.2694512602205792e-23,9.506161379951019e-07
-20.325,2464891254272491.5,1.1807947817895099e-06,1.1511053624349863e-17,1.271499211139433e-23,1.271499211139433e-19,1.0008548629032,1.272586168646484e-23,9.52964684631379e-07
-20.299999999999997,2464892701125529.0,1.183715618075491e-06,1.1539527584122044e-17,1.2746444156159164e-23,1.2746444156159164e-19,1.000853811411314,1.2757327215633368e-23,9.553219560836729e-07
-20.275,2464894147978567.0,1.1866473187451674e-06,1.1568107456035133e-17,1.2778013190391693e-23,1.2778013190391692e-19,1.0008527599194281,1.2788909767890382e-23,9.576879956759868e-07
-20.25,2464895594831604.5,1.189589937814266e-06,1.1596793766664905e-17,1.2809699795742136e-23,1.2809699795742135e-19,1.0008517084275423,1.2820609925012456e-23,9.600628470019083e-07
-20.225,2464897041684642.5,1.1925435296350463e-06,1.1625587045867847e-17,1.2841504557484548e-23,1.2841504557484547e-19,1.0008506569356566,1.2852428272400638e-23,9.624465539266236e-07
-20.2,2464898488537680.5,1.1955081488988258e-06,1.1654487826805775e-17,1.287342806454402e-23,1.287342806454402e-19,1.0008496054437706,1.2884365399107645e-23,9.648391605889586e-07
-20.174999999999997,2464899935390718.0,1.1984838506385207e-06,1.1683496645970599e-17,1.2905470909524027e-23,1.2905470909524027e-19,1.0008485539518848,1.2916421897865237e-23,9.67240711403426e-07
-20.15,2464901382243756.0,1.2014706902312146e-06,1.1712614043209367e-17,1.2937633688734101e-23,1.29376336887341e-19,1.000847502459999,1.2948598365111869e-23,9.696512510623009e-07
-20.125,2464902829096794.0,1.2044687234007497e-06,1.174184056174953e-17,1.2969917002217725e-23,1.2969917002217724e-19,1.000846450968113,1.2980895401020597e-23,9.720708245377107e-07
-20.1,2464904275949831.5,1.2074780062203348e-06,1.1771176748224357e-17,1.3002321453780419e-23,1.300232145378042e-19,1.0008453994762272,1.3013313609527183e-23,9.744994770837413e-07
-20.075,2464905722802869.5,1.210498595115185e-06,1.1800623152698673e-17,1.3034847651018162e-23,1.303484765101816e-19,1.0008443479843414,1.3045853598358496e-23,9.769372542385653e-07
-20.049999999999997,2464907169655907.0,1.2135305468651753e-06,1.1830180328694731e-17,1.3067496205345978e-23,1.3067496205345978e-19,1.0008432964924554,1.307851597906112e-23,9.793842018265859e-07
-20.025,2464908616508945.0,1.216573918607526e-06,1.1859848833218386e-17,1.3100267732026833e-23,1.3100267732026834e-19,1.0008422450005696,1.3111301367030256e-23,9.818403659606023e-07
-20.0,2464910063361983.0,1.2196287678395081e-06,1.188962922678547e-17,1.3133162850200785e-23,1.3133162850200785e-19,1.0008411935086838,1.3144210381538862e-23,9.843057930439949e-07
-19.975,2464911510215020.5,1.2226951524211718e-06,1.191952207344839e-17,1.3166182182914353e-23,1.3166182182914353e-19,1.0008401420167978,1.3177243645767035e-23,9.86780529772925e-07
-19.95,2464912957068058.5,1.2257731305781005e-06,1.194952794082298e-17,1.3199326357150186e-23,1.3199326357150186e-19,1.000839090524912,1.3210401786831692e-23,9.8926462313856e-07
-19.924999999999997,2464914403921096.5,1.228862760904189e-06,1.197964740011558e-17,1.3232596003856963e-23,1.3232596003856963e-19,1.0008380390330263,1.3243685435816462e-23,9.91758120429314e-07
-19.9,2464915850774134.0,1.231964102364445e-06,1.2009881026150344e-17,1.3265991757979566e-23,1.3265991757979565e-19,1.0008369875411403,1.3277095227801864e-23,9.942610692331088e-07
-19.875,2464917297627172.0,1.2350772142978212e-06,1.204022939739686e-17,1.3299514258489583e-23,1.3299514258489584e-19,1.0008359360492545,1.3310631801895827e-23,9.967735174396598e-07
-19.85,2464918744480209.5,1.2382021564200644e-06,1.2070693095997912e-17,1.3333164148415984e-23,1.3333164148415983e-19,1.0008348845573687,1.334429580126436e-23,9.992955132427762e-07
-19.825,2464920191333247.5,1.241338988826596e-06,1.210127270779757e-17,1.3366942074876134e-23,1.3366942074876134e-19,1.0008338330654827,1.3378087873162556e-23,1.001827105142684e-06
-19.799999999999997,2464921638186285.5,1.2444877719954133e-06,1.2131968822369464e-17,1.340084868910704e-23,1.340084868910704e-19,1.000832781573597,1.341200866896589e-23,1.0043683419483693e-06
-19.775,2464923085039323.0,1.2476485667900248e-06,1.216278203304541e-17,1.3434884646496954e-23,1.3434884646496954e-19,1.0008317300817111,1.3446058844201763e-23,1.0069192727799457e-06
-19.75,2464924531892361.0,1.250821434462402e-06,1.2193712936944181e-17,1.3469050606617168e-23,1.3469050606617168e-19,1.000830678589825,1.3480239058581356e-23,1.009479947071038e-06
-19.725,2464925978745399.0,1.254006436655966e-06,1.2224762135000615e-17,1.3503347233254156e-23,1.3503347233254156e-19,1.0008296270979393,1.3514549976031747e-23,1.0120504145711907e-06
-19.7,2464927425598436.5,1.257203635408595e-06,1.2255930231994948e-17,1.3537775194441983e-23,1.3537775194441983e-19,1.0008285756060535,1.3548992264728334e-23,1.0146307253482976e-06
-19.674999999999997,2464928872451474.5,1.2604130931556611e-06,1.2287217836582405e-17,1.3572335162494984e-23,1.3572335162494985e-19,1.0008275241141675,1.3583566597127513e-23,1.0172209297910502e-06
-19.65,2464930319304512.0,1.2636348727330949e-06,1.2318625561323085e-17,1.3607027814040786e-23,1.3607027814040787e-19,1.0008264726222817,1.3618273649999718e-23,1.0198210786114136e-06
-19.625,2464931766157550.0,1.26686903738048e-06,1.235015402271212e-17,1.36418538300536e-23,1.36418538300536e-19,1.000825421130396,1.36531141044627e-23,1.0224312228471207e-06
-19.6,2464933213010588.0,1.270115650744169e-06,1.2381803841210063e-17,1.367681389588781e-23,1.3676813895887812e-19,1.0008243696385102,1.3688088646015135e-23,1.0250514138641908e-06
-19.575,2464934659863625.5,1.2733747768804335e-06,1.2413575641273581e-17,1.3711908701311868e-23,1.371190870131187e-19,1.0008233181466242,1.3723197964570512e-23,1.0276817033594682e-06
-19.549999999999997,2464936106716663.5,1.2766464802586398e-06,1.2445470051386424e-17,1.374713894054249e-23,1.374713894054249e-19,1.0008222666547384,1.3758442754491353e-23,1.0303221433631873e-06
-19.525,2464937553569701.5,1.279930825764454e-06,1.2477487704090666e-17,1.3782505312279187e-23,1.3782505312279188e-19,1.0008212151628526,1.379382371462373e-23,1.0329727862415588e-06
-19.5,2464939000422739.0,1.2832278787030784e-06,1.2509629236018262e-17,1.3818008519739102e-23,1.3818008519739102e-19,1.0008201636709666,1.38293415483321e-23,1.0356336846993819e-06
-19.475,2464940447275777.0,1.286537704802512e-06,1.254189528792282e-17,1.385364927069212e-23,1.3853649270692122e-19,1.0008191121790808,1.386499696353446e-23,1.0383048917826747e-06
-19.45,2464941894128815.0,1.2898603702168467e-06,1.257428650471175e-17,1.3889428277496373e-23,1.3889428277496372e-19,1.000818060687195,1.390079067273781e-23,1.040986460881336e-06
-19.424999999999997,2464943340981852.5,1.2931959415295906e-06,1.2606803535478644e-17,1.3925346257133997e-23,1.3925346257133997e-19,1.000817009195309,1.3936723393073937e-23,1.0436784457318254e-06
-19.4,2464944787834890.5,1.2965444857570184e-06,1.2639447033535956e-17,1.3961403931247255e-23,1.3961403931247255e-19,1.0008159577034232,1.397279584633556e-23,1.0463809004198694e-06
-19.375,2464946234687928.0,1.299906070351561e-06,1.267221765644803e-17,1.3997602026174994e-23,1.3997602026174995e-19,1.0008149062115375,1.4009008759012755e-23,1.0490938793831953e-06
-19.35,2464947681540966.0,1.3032807632052175e-06,1.2705116066064371e-17,1.4033941272989408e-23,1.4033941272989408e-19,1.0008138547196515,1.4045362862329743e-23,1.051817437414286e-06
-19.325,2464949128394004.0,1.3066686326530027e-06,1.2738142928553254e-17,1.407042240753316e-23,1.407042240753316e-19,1.0008128032277657,1.4081858892282028e-23,1.054551629663161e-06
-19.299999999999997,2464950575247041.5,1.3100697474764251e-06,1.277129891443562e-17,1.4107046170456825e-23,1.4107046170456824e-19,1.0008117517358799,1.411849758967383e-23,1.0572965116401845e-06
-19.275,2464952022100079.5,1.3134841769069974e-06,1.2804584698619313e-17,1.4143813307256704e-23,1.4143813307256704e-19,1.0008107002439939,1.41552797001559e-23,1.060052139218899e-06
-19.25,2464953468953117.5,1.3169119906297801e-06,1.283800096043361e-17,1.4180724568312974e-23,1.4180724568312973e-19,1.000809648752108,1.4192205974263696e-23,1.0628185686388837e-06
-19.225,2464954915806155.0,1.3203532587869552e-06,1.2871548383664069e-17,1.421778070892816e-23,1.421778070892816e-19,1.0008085972602223,1.4229277167455843e-23,1.065595856508639e-06
-19.2,2464956362659193.0,1.3238080519814355e-06,1.2905227656587712e-17,1.4254982489366032e-23,1.4254982489366032e-19,1.0008075457683363,1.4266494040153027e-23,1.0683840598085005e-06
-19.174999999999997,2464957809512230.5,1.3272764412805042e-06,1.2939039472008504e-17,1.4292330674890758e-23,1.4292330674890758e-19,1.0008064942764505,1.4303857357777195e-23,1.0711832358935747e-06
-19.15,2464959256365268.5,1.3307584982194908e-06,1.297298452729319e-17,1.4329826035806516e-23,1.4329826035806515e-19,1.0008054427845647,1.4341367890791125e-23,1.0739934424967079e-06
-19.125,2464960703218306.5,1.3342542948054827e-06,1.3007063524407479e-17,1.4367469347497445e-23,1.4367469347497445e-19,1.0008043912926787,1.43790264147384e-23,1.0768147377314788e-06
-19.1,2464962150071344.0,1.3377639035210652e-06,1.3041277169952499e-17,1.440526139046793e-23,1.440526139046793e-19,1.000803339800793,1.441683371028372e-23,1.0796471800952195e-06
-19.075,2464963596924382.0,1.3412873973281032e-06,1.3075626175201668e-17,1.444320295038331e-23,1.444320295038331e-19,1.0008022883089072,1.4454790563253576e-23,1.082490828472066e-06
-19.049999999999997,2464965043777420.0,1.3448248496715498e-06,1.3110111256137819e-17,1.4481294818110903e-23,1.4481294818110902e-19,1.0008012368170214,1.4492897764677315e-23,1.0853457421360326e-06
-19.025,2464966490630457.5,1.3483763344832992e-06,1.3144733133490762e-17,1.4519537789761483e-23,1.4519537789761483e-19,1.0008001853251354,1.45311561108286e-23,1.0882119807541207e-06
-19.0,2464967937483495.5,1.3519419261860713e-06,1.3179492532775152e-17,1.4557932666731123e-23,1.4557932666731122e-19,1.0007991338332496,1.4569566403267276e-23,1.0910896043894545e-06
-18.975,2464969384336533.0,1.3555216996973315e-06,1.3214390184328706e-17,1.459648025574339e-23,1.459648025574339e-19,1.0007980823413638,1.4608129448881564e-23,1.0939786735044448e-06
-18.95,2464970831189571.0,1.3591157304332488e-06,1.3249426823350777e-17,1.4635181368891976e-23,1.4635181368891977e-19,1.0007970308494778,1.4646846059930687e-23,1.0968792489639825e-06
-18.924999999999997,2464972278042609.0,1.3627240943126895e-06,1.3284603189941304e-17,1.4674036823683702e-23,1.4674036823683701e-19,1.000795979357592,1.46857170540879e-23,1.0997913920386623e-06
-18.9,2464973724895646.5,1.3663468677612508e-06,1.3319920029140119e-17,1.4713047443081948e-23,1.4713047443081948e-19,1.0007949278657062,1.4724743254483912e-23,1.102715164408038e-06
-18.875,2464975171748684.5,1.3699841277153298e-06,1.3355378090966622e-17,1.4752214055550474e-23,1.4752214055550473e-19,1.0007938763738202,1.4763925489750715e-23,1.1056506281639063e-06
-18.85,2464976618601722.5,1.3736359516262338e-06,1.3390978130459845e-17,1.479153749509767e-23,1.4791537495097669e-19,1.0007928248819344,1.4803264594065848e-23,1.1085978458136232e-06
