i,j,mu,group,branch,log_low,log_high,relative_low_high,amp_reciprocity
2,5,-0.3333333333333333,1,GL8_12,139.36523670970274,139.36523670964544,5.729816621333602e-11,1.974408296618232e-15
2,5,0.0,1,GL8_12,137.7006664221076,137.70066642304937,-9.417817632423908e-10,2.936975675348441e-15
2,5,0.3333333333333333,1,GL8_12,134.5320102359329,134.53201019595298,3.997990996024412e-08,1.911870057845513e-12
2,5,0.5,1,GL8_12,131.49755554568083,131.49755509288974,4.5279118713626805e-07,3.823073133166199e-12
2,5,0.5773502691896258,1,GL8_12,129.32975291295992,129.32975841879443,-5.505819351233547e-06,2.9958011772233368e-12
2,6,-1.0,1,back_32_48,138.90650131828497,138.90650131828454,4.26325641456151e-13,3.422130383804566e-16
2,5,0.7071067811865475,1,GL8_12,123.27262550858454,123.27316058074533,-0.0005349290352068717,2.9908550217468016e-12
2,6,-0.816496580927726,1,GL8_12,138.35452257752354,138.3545225775187,4.831690603180354e-12,2.2244001407955974e-15
2,6,-0.7071067811865475,1,GL8_12,137.97166367580024,137.971663675804,-3.7516656448062915e-12,2.096743132261993e-15
2,6,-0.5773502691896258,1,GL8_12,137.45195188864437,137.45195188868206,-3.7687186704005553e-11,1.969008902405952e-15
2,5,0.816496580927726,1,GL8_12,111.83078675262207,111.8466594562497,-0.015747396132995403,3.3916391411659273e-12
2,6,-0.5,1,GL8_12,137.10140260933645,137.10140260942023,-8.378719939732087e-11,2.2404681858680943e-15
2,6,-0.3333333333333333,1,GL8_12,136.21471021547188,136.21471021577028,-2.9839952726529054e-10,2.5791926419348264e-15
2,6,0.0,1,GL8_12,133.6048209816116,133.60482097593757,5.674024821654844e-09,4.2557000273907196e-15
2,6,0.3333333333333333,1,GL8_12,128.54693023860128,128.54693076657043,-5.279690099130783e-07,3.938632383091566e-12
2,6,0.5,1,GL8_12,123.62633085858012,123.62637137535472,-4.0515953810389165e-05,3.930732821016169e-12
2,7,-1.0,1,back_32_48,136.87999817856962,136.87999817856945,1.7053025658243858e-13,3.37164739655784e-16
2,7,-0.816496580927726,1,GL8_12,136.16086223618157,136.1608622362108,-2.921751729402849e-11,1.829708876523109e-15
2,6,0.5773502691896258,1,GL8_12,120.07948382600944,120.07972330076359,-0.00023944608236281024,3.4616726391056626e-12
2,6,0.7071067811865475,1,GL8_12,110.07551980643885,110.08018285723163,-0.0046521956506852605,3.243501897301595e-12
2,6,0.816496580927726,1,GL8_12,90.94947907370141,91.00821786607938,-0.057046956486483995,4.201865311286025e-12
2,7,-0.5773502691896258,1,GL8_12,134.98077457580746,134.98077457590284,-9.538325684388687e-11,2.0497150965387184e-15
