event_id,beta_norm,nu_in_rest_over_nu_alpha,nu_out_rest_over_nu_alpha,mu_rest,response_forward_m2,response_reverse_m2,response_relative,thermal_log_residual,conductance_log_residual,maxwell_boltzmann_log_residual,rest_frequency_in_relative,rest_frequency_out_relative
23,2.9554526992515986e-05,1.0001226906683527,1.0001226728062673,-0.6437669979739474,2.0299609368821453e-22,2.029960936882145e-22,5.790723996037832e-17,1.4210854715202004e-14,0.0,1.7053025658242404e-13,0.0,2.0272707938323918e-16
24,2.0040822314775004e-05,0.9999653165252043,0.9999653030823545,-0.23747411767967708,1.897476373636334e-21,1.897476373636334e-21,0.0,7.105427357601002e-15,2.842170943040401e-14,0.0,0.0,0.0
25,2.798392670023047e-05,0.9999609026890373,0.9999608891776697,-0.24379247866250514,1.497538739537703e-21,1.4975387395377025e-21,1.2559214073462094e-16,7.105427357601002e-15,0.0,-6.394884621840902e-14,0.0,2.027598785885607e-16
26,9.789631425659203e-06,0.9998106737471708,0.9998106601855105,-0.24879737778574404,6.402137178019059e-23,6.402137178046478e-23,2.1414396837171565e-12,1.4210854715202004e-14,-4.249045559845399e-12,2.1316282072803006e-14,4.055806840370758e-16,2.0279034476923237e-16
27,4.339014637250774e-05,1.000170337217573,1.0001703273196594,0.08922652749503852,7.504669479120819e-23,7.50466947908508e-23,2.3811661754004974e-12,1.4210854715202004e-14,4.789058039023075e-12,1.7408297026122455e-12,4.0543483632402043e-16,4.0543484033629587e-16
28,4.052287208035431e-05,1.0000194287639934,1.0000194226328636,0.4356632932480068,6.810145400411239e-21,6.81014540012696e-21,2.087163896748124e-11,2.1316282072803006e-14,4.175149115326349e-11,-3.268496584496461e-13,4.0549601867949985e-16,4.0549602116560027e-16
29,4.400287966636022e-05,0.9999654513116822,0.9999654411381315,0.06347965525972234,1.8175193003754377e-21,1.8175193003754377e-21,0.0,0.0,2.842170943040401e-14,-1.5631940186722204e-13,0.0,0.0
30,2.0899553022618823e-05,1.000061835136007,1.0000618208904628,-0.3111125979323141,6.197365519055196e-22,6.197365519055196e-22,0.0,0.0,1.4210854715202004e-14,-9.237055564881302e-14,0.0,0.0
31,1.2811770719707722e-05,0.9998830684250549,0.999883055268943,-0.2112778679343056,1.650949879639249e-22,1.650949879644973e-22,1.7335329989347926e-12,0.0,-3.467448550509289e-12,-7.105427357601002e-15,2.0277565936018305e-16,0.0
32,3.6860561454830466e-05,0.9999421977621299,0.999942182723505,-0.3844363394762795,7.422999445479035e-22,7.422999445531109e-22,3.507575322363743e-12,0.0,-7.02016222930979e-12,7.034373084024992e-13,2.0276366867678175e-16,0.0
33,1.6748695239100153e-05,1.0000155708485507,1.0000155516663252,-0.7656317334512419,1.4135280780842704e-20,1.41352807808427e-20,1.0644519853413386e-16,1.4210854715202004e-14,0.0,-7.105427357601002e-15,0.0,2.0274879540135957e-16
