physics_orbit_id,frequency_i,frequency_j,x_i,x_j,mu,mu_label,edge_multiplicity,Q_SI,DeltaE_SI,pole_mean_amp2,full_mean_amp2,full_over_pole,integrated_amp_reciprocity,pointwise_amp_reciprocity,forward_reverse_log_edge_residual,quad_change_pole_96_128_to_128_192,quad_change_full_96_128_to_128_192,pole_location_t,pole_width_t,quadrature_points,log_edge_pole_no_angular,log_edge_full_no_angular
683,3,7,-2.5,-0.5,0.816496580927726,sqrt(2/3),48,3.3018860961725826e-27,7.669559780228981e-23,14291134437.137062,14291137289.942823,1.000000199620665,3.1606403292086368e-18,5.245670421856348e-16,2.842170943040401e-14,2.842778231330175e-14,2.842777663853007e-14,-1.5742220986019975,0.0009039403908567225,512,142.2511067818728,142.25110698149345
968,4,16,-2.0,4.0,0.816496580927726,sqrt(2/3),48,3.302079898155527e-27,2.3008679340686944e-22,56752162388.50383,56752158650.318016,0.9999999341313942,1.2996994240171087e-17,1.9183293124872992e-15,2.842170943040401e-14,2.8231045023353133e-14,2.8231046882892833e-14,1.046899826465748,0.0009038873812008057,512,56.441446268763755,56.44144620289515
98,0,7,-4.0,-0.5,0.5,1/2,48,5.450261813352886e-27,1.3421729615384153e-22,240048311.83393434,240049949.29697946,1.000006821389547,7.759406551369744e-18,4.298145655285246e-16,2.842170943040401e-14,2.780990278099527e-14,2.7933863584931074e-14,-2.598411742474669,0.0009947618013994952,512,136.31249476869036,136.31250159005663
1686,10,15,1.0,3.5,0.3333333333333333,1/3,24,6.294084902857018e-27,9.586949725302793e-23,120505543.02047816,120503926.78668731,0.9999865878884047,5.22275007316397e-18,2.622544650031242e-16,2.842170943040401e-14,2.782246512964113e-14,2.782283829265321e-14,2.755584698921244,0.001054992800203054,512,143.03973723647366,143.03972382427213
1221,6,13,-1.0,2.5,0.0,0,192,7.70837685713838e-27,1.3421729615417284e-22,74300309179.66924,74300304159.5733,0.99999993243506,1.5542869273001516e-18,2.989079642145141e-16,0.0,2.751910129244098e-14,2.7519103151767532e-14,1.0607655526928623,0.0012182436380464327,512,147.82475347800118,147.82475341043624
159,0,12,-4.0,2.0,-0.5,-1/2,48,9.440407302183953e-27,2.3008679340686944e-22,6057438876.297731,6057442901.636993,1.000000664528251,9.109602865641015e-18,4.0345635588021895e-16,0.0,2.6764551339253803e-14,2.6764533553465132e-14,-1.9999158155880137,0.00172292743901426,512,139.24099319662872,139.24099386115674
1479,8,14,0.0,3.0,0.0,0,192,7.708512529216923e-27,1.1504339670343472e-22,2596865036.9648113,2596862409.2685957,0.9999989881275391,4.079455087366798e-18,2.0802239538706554e-16,0.0,2.5890463443268913e-14,2.5890489641142382e-14,2.121423645550028,0.001218222195511197,512,146.09536772205578,146.09536671018282
1332,7,12,-0.5,2.0,-0.816496580927726,-sqrt(2/3),48,1.0389155123274552e-26,9.586949725302793e-23,1357651796.5413578,1357646815.7965267,0.9999963313532647,1.7149573876271252e-18,1.923141052599805e-16,0.0,2.5639204866450266e-14,2.5639298927980573e-14,2.4772313544080564,0.0028438852654325696,512,147.92844035957697,147.9284366909235
681,3,7,-2.5,-0.5,0.5773502691896258,1/sqrt(3),48,5.0110681005593666e-27,7.669559780228981e-23,10558362580.436329,10558365403.638248,1.0000002673901278,1.4113132690703191e-18,1.3177969920604988e-16,2.842170943040401e-14,2.5471388690977176e-14,2.547138188018112e-14,-1.6891230922438807,0.0009700475250761172,512,147.69859311567805,147.69859338306813
1724,11,12,1.5,2.0,0.3333333333333333,1/3,24,6.294011046193486e-27,1.9173899450406803e-23,2044513239.8073573,2044510995.8225718,0.9999989024356791,1.8220935500340077e-18,1.1959195028945846e-16,0.0,2.5305207448748988e-14,2.53052352228723e-14,2.1433990750170895,0.001055005177333051,512,150.37092803847608,150.37092694091115
1458,8,12,0.0,2.0,0.816496580927726,sqrt(2/3),48,3.3020798261482354e-27,7.669559780228981e-23,56497748266.19792,56497744529.77877,0.9999999338660519,4.648556649958595e-18,3.716540613761946e-16,2.842170943040401e-14,2.525227679201738e-14,2.5252278462050255e-14,1.049046801575077,0.0009038873575076714,512,143.624691179589,143.62469111345507
150,0,11,-4.0,1.5,0.5,1/2,48,5.4503897481045534e-27,2.1091289395646265e-22,23271340730.865486,23271344154.616737,1.0000001471230768,1.0245158706534718e-17,2.8906858646721e-16,0.0,2.524407105290154e-14,2.508014482372891e-14,-1.4441041623452984,0.000994738461627518,512,122.88524949843145,122.88524964555452
540,2,10,-3.0,1.0,0.7071067811865475,1/sqrt(2),48,4.17157218916128e-27,1.5339119560457963e-22,54215127126.45283,54215130946.325096,1.0000000704576835,4.878631208848394e-18,3.992522028896177e-16,0.0,2.504895401969618e-14,2.504895225480503e-14,-1.0830380666926216,0.0009324416134778054,512,126.93494555377453,126.93494562423221
157,0,12,-4.0,2.0,-0.7071067811865475,-1/sqrt(2),48,1.0071066095114209e-26,2.3008679340686944e-22,567766337.6795424,567770018.6025145,1.0000064831652173,4.10081803379621e-19,3.2445419349248914e-16,2.842170943040401e-14,2.498546411631355e-14,2.4985302132471818e-14,-2.6128013898823212,0.002251113182082804,512,138.26490575569338,138.26491223883758
352,1,11,-3.5,1.5,-0.5773502691896258,-1/sqrt(3),48,9.680753783272323e-27,1.9173899450605586e-22,3229997063.5266705,3230000967.3268666,1.0000012086079706,1.2146115079385012e-17,2.1223535633684458e-16,0.0,2.4949087615683748e-14,2.494905746205404e-14,-2.1749891749329855,0.0018739659286940845,512,142.66255546989865,142.6625566785059
813,4,4,-2.0,-2.0,0.816496580927726,sqrt(2/3),24,3.301847341175907e-27,0.0,2107168065.977502,2107170043.1198578,1.0000009382936215,0.0,0.0,0.0,2.4779071810306972e-14,2.4665902219825848e-14,-2.0986443983749443,0.000903950995311058,512,151.23701017805254,151.2370111163457
