weighted_orbit_id,physics_orbit_id,frequency_pair_id,frequency_i,frequency_j,mu_id,mu_label,class_1,class_2,quadrature_weight_product,edge_multiplicity
1574,1028,79,5,9,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
1575,1029,79,5,9,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1576,1030,79,5,9,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1577,1031,79,5,9,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1578,1032,79,5,9,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1579,1033,79,5,9,12,1,axis,axis,0.0022675736961451243,6
1580,1033,79,5,9,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1581,1033,79,5,9,12,1,cube_corner,cube_corner,0.0010331632653061223,8
1582,1034,80,5,10,0,-1,axis,axis,0.0022675736961451243,6
1583,1034,80,5,10,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1584,1034,80,5,10,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
1585,1035,80,5,10,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1586,1036,80,5,10,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1587,1037,80,5,10,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1588,1038,80,5,10,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1589,1039,80,5,10,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
1590,1040,80,5,10,6,0,axis,axis,0.0022675736961451243,24
1591,1040,80,5,10,6,0,axis,edge_midpoint,0.0018140589569160999,48
1592,1040,80,5,10,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
1593,1040,80,5,10,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
1594,1041,80,5,10,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
1595,1042,80,5,10,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1596,1043,80,5,10,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1597,1044,80,5,10,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1598,1045,80,5,10,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1599,1046,80,5,10,12,1,axis,axis,0.0022675736961451243,6
1600,1046,80,5,10,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1601,1046,80,5,10,12,1,cube_corner,cube_corner,0.0010331632653061223,8
1602,1047,81,5,11,0,-1,axis,axis,0.0022675736961451243,6
1603,1047,81,5,11,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1604,1047,81,5,11,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
1605,1048,81,5,11,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1606,1049,81,5,11,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1607,1050,81,5,11,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1608,1051,81,5,11,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1609,1052,81,5,11,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
1610,1053,81,5,11,6,0,axis,axis,0.0022675736961451243,24
1611,1053,81,5,11,6,0,axis,edge_midpoint,0.0018140589569160999,48
1612,1053,81,5,11,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
1613,1053,81,5,11,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
1614,1054,81,5,11,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
1615,1055,81,5,11,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1616,1056,81,5,11,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1617,1057,81,5,11,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1618,1058,81,5,11,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1619,1059,81,5,11,12,1,axis,axis,0.0022675736961451243,6
1620,1059,81,5,11,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1621,1059,81,5,11,12,1,cube_corner,cube_corner,0.0010331632653061223,8
1622,1060,82,5,12,0,-1,axis,axis,0.0022675736961451243,6
1623,1060,82,5,12,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1624,1060,82,5,12,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
1625,1061,82,5,12,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1626,1062,82,5,12,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1627,1063,82,5,12,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1628,1064,82,5,12,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1629,1065,82,5,12,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
1630,1066,82,5,12,6,0,axis,axis,0.0022675736961451243,24
1631,1066,82,5,12,6,0,axis,edge_midpoint,0.0018140589569160999,48
1632,1066,82,5,12,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
1633,1066,82,5,12,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
1634,1067,82,5,12,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
1635,1068,82,5,12,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1636,1069,82,5,12,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1637,1070,82,5,12,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1638,1071,82,5,12,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1639,1072,82,5,12,12,1,axis,axis,0.0022675736961451243,6
1640,1072,82,5,12,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1641,1072,82,5,12,12,1,cube_corner,cube_corner,0.0010331632653061223,8
1642,1073,83,5,13,0,-1,axis,axis,0.0022675736961451243,6
1643,1073,83,5,13,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1644,1073,83,5,13,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
1645,1074,83,5,13,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1646,1075,83,5,13,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1647,1076,83,5,13,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1648,1077,83,5,13,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1649,1078,83,5,13,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
1650,1079,83,5,13,6,0,axis,axis,0.0022675736961451243,24
1651,1079,83,5,13,6,0,axis,edge_midpoint,0.0018140589569160999,48
1652,1079,83,5,13,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
1653,1079,83,5,13,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
1654,1080,83,5,13,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
1655,1081,83,5,13,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1656,1082,83,5,13,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1657,1083,83,5,13,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1658,1084,83,5,13,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1659,1085,83,5,13,12,1,axis,axis,0.0022675736961451243,6
1660,1085,83,5,13,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1661,1085,83,5,13,12,1,cube_corner,cube_corner,0.0010331632653061223,8
1662,1086,84,5,14,0,-1,axis,axis,0.0022675736961451243,6
1663,1086,84,5,14,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1664,1086,84,5,14,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
1665,1087,84,5,14,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1666,1088,84,5,14,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1667,1089,84,5,14,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1668,1090,84,5,14,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1669,1091,84,5,14,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
1670,1092,84,5,14,6,0,axis,axis,0.0022675736961451243,24
1671,1092,84,5,14,6,0,axis,edge_midpoint,0.0018140589569160999,48
1672,1092,84,5,14,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
1673,1092,84,5,14,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
1674,1093,84,5,14,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
1675,1094,84,5,14,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1676,1095,84,5,14,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1677,1096,84,5,14,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1678,1097,84,5,14,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1679,1098,84,5,14,12,1,axis,axis,0.0022675736961451243,6
1680,1098,84,5,14,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1681,1098,84,5,14,12,1,cube_corner,cube_corner,0.0010331632653061223,8
1682,1099,85,5,15,0,-1,axis,axis,0.0022675736961451243,6
1683,1099,85,5,15,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1684,1099,85,5,15,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
1685,1100,85,5,15,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1686,1101,85,5,15,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1687,1102,85,5,15,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1688,1103,85,5,15,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1689,1104,85,5,15,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
1690,1105,85,5,15,6,0,axis,axis,0.0022675736961451243,24
1691,1105,85,5,15,6,0,axis,edge_midpoint,0.0018140589569160999,48
1692,1105,85,5,15,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
1693,1105,85,5,15,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
1694,1106,85,5,15,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
1695,1107,85,5,15,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1696,1108,85,5,15,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1697,1109,85,5,15,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1698,1110,85,5,15,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1699,1111,85,5,15,12,1,axis,axis,0.0022675736961451243,6
1700,1111,85,5,15,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1701,1111,85,5,15,12,1,cube_corner,cube_corner,0.0010331632653061223,8
1702,1112,86,5,16,0,-1,axis,axis,0.0022675736961451243,6
1703,1112,86,5,16,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1704,1112,86,5,16,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
1705,1113,86,5,16,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1706,1114,86,5,16,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1707,1115,86,5,16,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1708,1116,86,5,16,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1709,1117,86,5,16,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
1710,1118,86,5,16,6,0,axis,axis,0.0022675736961451243,24
1711,1118,86,5,16,6,0,axis,edge_midpoint,0.0018140589569160999,48
1712,1118,86,5,16,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
1713,1118,86,5,16,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
1714,1119,86,5,16,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
1715,1120,86,5,16,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1716,1121,86,5,16,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1717,1122,86,5,16,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1718,1123,86,5,16,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1719,1124,86,5,16,12,1,axis,axis,0.0022675736961451243,6
1720,1124,86,5,16,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1721,1124,86,5,16,12,1,cube_corner,cube_corner,0.0010331632653061223,8
1722,1125,87,6,6,0,-1,axis,axis,0.0022675736961451243,3
1723,1125,87,6,6,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,6
1724,1125,87,6,6,0,-1,cube_corner,cube_corner,0.0010331632653061223,4
1725,1126,87,6,6,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,24
1726,1127,87,6,6,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,24
1727,1128,87,6,6,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,24
1728,1129,87,6,6,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,24
1729,1130,87,6,6,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,12
1730,1131,87,6,6,6,0,axis,axis,0.0022675736961451243,12
1731,1131,87,6,6,6,0,axis,edge_midpoint,0.0018140589569160999,24
1732,1131,87,6,6,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,12
1733,1131,87,6,6,6,0,edge_midpoint,cube_corner,0.0012244897959183673,48
1734,1132,87,6,6,7,1/3,cube_corner,cube_corner,0.0010331632653061223,12
1735,1133,87,6,6,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,24
1736,1134,87,6,6,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,24
1737,1135,87,6,6,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,24
1738,1136,87,6,6,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,24
1739,1137,88,6,7,0,-1,axis,axis,0.0022675736961451243,6
1740,1137,88,6,7,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1741,1137,88,6,7,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
1742,1138,88,6,7,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1743,1139,88,6,7,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1744,1140,88,6,7,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1745,1141,88,6,7,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1746,1142,88,6,7,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
1747,1143,88,6,7,6,0,axis,axis,0.0022675736961451243,24
1748,1143,88,6,7,6,0,axis,edge_midpoint,0.0018140589569160999,48
1749,1143,88,6,7,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
1750,1143,88,6,7,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
1751,1144,88,6,7,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
1752,1145,88,6,7,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1753,1146,88,6,7,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1754,1147,88,6,7,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1755,1148,88,6,7,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1756,1149,88,6,7,12,1,axis,axis,0.0022675736961451243,6
1757,1149,88,6,7,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1758,1149,88,6,7,12,1,cube_corner,cube_corner,0.0010331632653061223,8
1759,1150,89,6,8,0,-1,axis,axis,0.0022675736961451243,6
1760,1150,89,6,8,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1761,1150,89,6,8,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
1762,1151,89,6,8,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1763,1152,89,6,8,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1764,1153,89,6,8,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1765,1154,89,6,8,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1766,1155,89,6,8,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
1767,1156,89,6,8,6,0,axis,axis,0.0022675736961451243,24
1768,1156,89,6,8,6,0,axis,edge_midpoint,0.0018140589569160999,48
1769,1156,89,6,8,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
1770,1156,89,6,8,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
1771,1157,89,6,8,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
1772,1158,89,6,8,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1773,1159,89,6,8,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1774,1160,89,6,8,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1775,1161,89,6,8,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1776,1162,89,6,8,12,1,axis,axis,0.0022675736961451243,6
1777,1162,89,6,8,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1778,1162,89,6,8,12,1,cube_corner,cube_corner,0.0010331632653061223,8
1779,1163,90,6,9,0,-1,axis,axis,0.0022675736961451243,6
1780,1163,90,6,9,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1781,1163,90,6,9,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
1782,1164,90,6,9,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1783,1165,90,6,9,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1784,1166,90,6,9,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1785,1167,90,6,9,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1786,1168,90,6,9,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
1787,1169,90,6,9,6,0,axis,axis,0.0022675736961451243,24
1788,1169,90,6,9,6,0,axis,edge_midpoint,0.0018140589569160999,48
1789,1169,90,6,9,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
1790,1169,90,6,9,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
1791,1170,90,6,9,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
1792,1171,90,6,9,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1793,1172,90,6,9,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1794,1173,90,6,9,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1795,1174,90,6,9,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1796,1175,90,6,9,12,1,axis,axis,0.0022675736961451243,6
1797,1175,90,6,9,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1798,1175,90,6,9,12,1,cube_corner,cube_corner,0.0010331632653061223,8
1799,1176,91,6,10,0,-1,axis,axis,0.0022675736961451243,6
1800,1176,91,6,10,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1801,1176,91,6,10,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
1802,1177,91,6,10,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1803,1178,91,6,10,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1804,1179,91,6,10,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1805,1180,91,6,10,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1806,1181,91,6,10,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
1807,1182,91,6,10,6,0,axis,axis,0.0022675736961451243,24
1808,1182,91,6,10,6,0,axis,edge_midpoint,0.0018140589569160999,48
1809,1182,91,6,10,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
1810,1182,91,6,10,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
1811,1183,91,6,10,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
1812,1184,91,6,10,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1813,1185,91,6,10,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1814,1186,91,6,10,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1815,1187,91,6,10,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1816,1188,91,6,10,12,1,axis,axis,0.0022675736961451243,6
1817,1188,91,6,10,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1818,1188,91,6,10,12,1,cube_corner,cube_corner,0.0010331632653061223,8
1819,1189,92,6,11,0,-1,axis,axis,0.0022675736961451243,6
1820,1189,92,6,11,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1821,1189,92,6,11,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
1822,1190,92,6,11,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1823,1191,92,6,11,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1824,1192,92,6,11,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1825,1193,92,6,11,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1826,1194,92,6,11,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
1827,1195,92,6,11,6,0,axis,axis,0.0022675736961451243,24
1828,1195,92,6,11,6,0,axis,edge_midpoint,0.0018140589569160999,48
1829,1195,92,6,11,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
1830,1195,92,6,11,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
1831,1196,92,6,11,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
1832,1197,92,6,11,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1833,1198,92,6,11,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1834,1199,92,6,11,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1835,1200,92,6,11,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1836,1201,92,6,11,12,1,axis,axis,0.0022675736961451243,6
1837,1201,92,6,11,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1838,1201,92,6,11,12,1,cube_corner,cube_corner,0.0010331632653061223,8
1839,1202,93,6,12,0,-1,axis,axis,0.0022675736961451243,6
1840,1202,93,6,12,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1841,1202,93,6,12,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
1842,1203,93,6,12,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1843,1204,93,6,12,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1844,1205,93,6,12,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1845,1206,93,6,12,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1846,1207,93,6,12,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
1847,1208,93,6,12,6,0,axis,axis,0.0022675736961451243,24
1848,1208,93,6,12,6,0,axis,edge_midpoint,0.0018140589569160999,48
1849,1208,93,6,12,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
1850,1208,93,6,12,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
1851,1209,93,6,12,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
1852,1210,93,6,12,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1853,1211,93,6,12,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1854,1212,93,6,12,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1855,1213,93,6,12,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1856,1214,93,6,12,12,1,axis,axis,0.0022675736961451243,6
1857,1214,93,6,12,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1858,1214,93,6,12,12,1,cube_corner,cube_corner,0.0010331632653061223,8
1859,1215,94,6,13,0,-1,axis,axis,0.0022675736961451243,6
1860,1215,94,6,13,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1861,1215,94,6,13,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
1862,1216,94,6,13,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1863,1217,94,6,13,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1864,1218,94,6,13,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1865,1219,94,6,13,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1866,1220,94,6,13,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
1867,1221,94,6,13,6,0,axis,axis,0.0022675736961451243,24
1868,1221,94,6,13,6,0,axis,edge_midpoint,0.0018140589569160999,48
1869,1221,94,6,13,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
1870,1221,94,6,13,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
1871,1222,94,6,13,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
1872,1223,94,6,13,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1873,1224,94,6,13,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1874,1225,94,6,13,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1875,1226,94,6,13,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1876,1227,94,6,13,12,1,axis,axis,0.0022675736961451243,6
1877,1227,94,6,13,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1878,1227,94,6,13,12,1,cube_corner,cube_corner,0.0010331632653061223,8
1879,1228,95,6,14,0,-1,axis,axis,0.0022675736961451243,6
1880,1228,95,6,14,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1881,1228,95,6,14,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
1882,1229,95,6,14,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1883,1230,95,6,14,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1884,1231,95,6,14,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1885,1232,95,6,14,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1886,1233,95,6,14,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
1887,1234,95,6,14,6,0,axis,axis,0.0022675736961451243,24
1888,1234,95,6,14,6,0,axis,edge_midpoint,0.0018140589569160999,48
1889,1234,95,6,14,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
1890,1234,95,6,14,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
1891,1235,95,6,14,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
1892,1236,95,6,14,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
1893,1237,95,6,14,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
1894,1238,95,6,14,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
1895,1239,95,6,14,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
1896,1240,95,6,14,12,1,axis,axis,0.0022675736961451243,6
1897,1240,95,6,14,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
1898,1240,95,6,14,12,1,cube_corner,cube_corner,0.0010331632653061223,8
1899,1241,96,6,15,0,-1,axis,axis,0.0022675736961451243,6
