weighted_orbit_id,physics_orbit_id,frequency_pair_id,frequency_i,frequency_j,mu_id,mu_label,class_1,class_2,quadrature_weight_product,edge_multiplicity
0,0,0,0,0,0,-1,axis,axis,0.0022675736961451243,3
1,0,0,0,0,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,6
2,0,0,0,0,0,-1,cube_corner,cube_corner,0.0010331632653061223,4
3,1,0,0,0,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,24
4,2,0,0,0,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,24
5,3,0,0,0,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,24
6,4,0,0,0,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,24
7,5,0,0,0,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,12
8,6,0,0,0,6,0,axis,axis,0.0022675736961451243,12
9,6,0,0,0,6,0,axis,edge_midpoint,0.0018140589569160999,24
10,6,0,0,0,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,12
11,6,0,0,0,6,0,edge_midpoint,cube_corner,0.0012244897959183673,48
12,7,0,0,0,7,1/3,cube_corner,cube_corner,0.0010331632653061223,12
13,8,0,0,0,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,24
14,9,0,0,0,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,24
15,10,0,0,0,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,24
16,11,0,0,0,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,24
17,12,1,0,1,0,-1,axis,axis,0.0022675736961451243,6
18,12,1,0,1,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
19,12,1,0,1,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
20,13,1,0,1,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
21,14,1,0,1,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
22,15,1,0,1,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
23,16,1,0,1,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
24,17,1,0,1,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
25,18,1,0,1,6,0,axis,axis,0.0022675736961451243,24
26,18,1,0,1,6,0,axis,edge_midpoint,0.0018140589569160999,48
27,18,1,0,1,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
28,18,1,0,1,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
29,19,1,0,1,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
30,20,1,0,1,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
31,21,1,0,1,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
32,22,1,0,1,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
33,23,1,0,1,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
34,24,1,0,1,12,1,axis,axis,0.0022675736961451243,6
35,24,1,0,1,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
36,24,1,0,1,12,1,cube_corner,cube_corner,0.0010331632653061223,8
37,25,2,0,2,0,-1,axis,axis,0.0022675736961451243,6
38,25,2,0,2,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
39,25,2,0,2,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
40,26,2,0,2,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
41,27,2,0,2,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
42,28,2,0,2,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
43,29,2,0,2,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
44,30,2,0,2,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
45,31,2,0,2,6,0,axis,axis,0.0022675736961451243,24
46,31,2,0,2,6,0,axis,edge_midpoint,0.0018140589569160999,48
47,31,2,0,2,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
48,31,2,0,2,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
49,32,2,0,2,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
50,33,2,0,2,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
51,34,2,0,2,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
52,35,2,0,2,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
53,36,2,0,2,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
54,37,2,0,2,12,1,axis,axis,0.0022675736961451243,6
55,37,2,0,2,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
56,37,2,0,2,12,1,cube_corner,cube_corner,0.0010331632653061223,8
57,38,3,0,3,0,-1,axis,axis,0.0022675736961451243,6
58,38,3,0,3,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
59,38,3,0,3,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
60,39,3,0,3,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
61,40,3,0,3,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
62,41,3,0,3,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
63,42,3,0,3,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
64,43,3,0,3,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
65,44,3,0,3,6,0,axis,axis,0.0022675736961451243,24
66,44,3,0,3,6,0,axis,edge_midpoint,0.0018140589569160999,48
67,44,3,0,3,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
68,44,3,0,3,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
69,45,3,0,3,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
70,46,3,0,3,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
71,47,3,0,3,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
72,48,3,0,3,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
73,49,3,0,3,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
74,50,3,0,3,12,1,axis,axis,0.0022675736961451243,6
75,50,3,0,3,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
76,50,3,0,3,12,1,cube_corner,cube_corner,0.0010331632653061223,8
77,51,4,0,4,0,-1,axis,axis,0.0022675736961451243,6
78,51,4,0,4,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
79,51,4,0,4,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
80,52,4,0,4,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
81,53,4,0,4,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
82,54,4,0,4,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
83,55,4,0,4,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
84,56,4,0,4,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
85,57,4,0,4,6,0,axis,axis,0.0022675736961451243,24
86,57,4,0,4,6,0,axis,edge_midpoint,0.0018140589569160999,48
87,57,4,0,4,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
88,57,4,0,4,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
89,58,4,0,4,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
90,59,4,0,4,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
91,60,4,0,4,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
92,61,4,0,4,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
93,62,4,0,4,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
94,63,4,0,4,12,1,axis,axis,0.0022675736961451243,6
95,63,4,0,4,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
96,63,4,0,4,12,1,cube_corner,cube_corner,0.0010331632653061223,8
97,64,5,0,5,0,-1,axis,axis,0.0022675736961451243,6
98,64,5,0,5,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
99,64,5,0,5,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
100,65,5,0,5,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
101,66,5,0,5,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
102,67,5,0,5,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
103,68,5,0,5,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
104,69,5,0,5,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
105,70,5,0,5,6,0,axis,axis,0.0022675736961451243,24
106,70,5,0,5,6,0,axis,edge_midpoint,0.0018140589569160999,48
107,70,5,0,5,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
108,70,5,0,5,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
109,71,5,0,5,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
110,72,5,0,5,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
111,73,5,0,5,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
112,74,5,0,5,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
113,75,5,0,5,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
114,76,5,0,5,12,1,axis,axis,0.0022675736961451243,6
115,76,5,0,5,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
116,76,5,0,5,12,1,cube_corner,cube_corner,0.0010331632653061223,8
117,77,6,0,6,0,-1,axis,axis,0.0022675736961451243,6
118,77,6,0,6,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
119,77,6,0,6,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
120,78,6,0,6,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
121,79,6,0,6,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
122,80,6,0,6,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
123,81,6,0,6,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
124,82,6,0,6,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
125,83,6,0,6,6,0,axis,axis,0.0022675736961451243,24
126,83,6,0,6,6,0,axis,edge_midpoint,0.0018140589569160999,48
127,83,6,0,6,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
128,83,6,0,6,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
129,84,6,0,6,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
130,85,6,0,6,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
131,86,6,0,6,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
132,87,6,0,6,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
133,88,6,0,6,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
134,89,6,0,6,12,1,axis,axis,0.0022675736961451243,6
135,89,6,0,6,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
136,89,6,0,6,12,1,cube_corner,cube_corner,0.0010331632653061223,8
137,90,7,0,7,0,-1,axis,axis,0.0022675736961451243,6
138,90,7,0,7,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
139,90,7,0,7,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
140,91,7,0,7,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
141,92,7,0,7,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
142,93,7,0,7,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
143,94,7,0,7,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
144,95,7,0,7,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
145,96,7,0,7,6,0,axis,axis,0.0022675736961451243,24
146,96,7,0,7,6,0,axis,edge_midpoint,0.0018140589569160999,48
147,96,7,0,7,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
148,96,7,0,7,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
149,97,7,0,7,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
150,98,7,0,7,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
151,99,7,0,7,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
152,100,7,0,7,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
153,101,7,0,7,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
154,102,7,0,7,12,1,axis,axis,0.0022675736961451243,6
155,102,7,0,7,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
156,102,7,0,7,12,1,cube_corner,cube_corner,0.0010331632653061223,8
157,103,8,0,8,0,-1,axis,axis,0.0022675736961451243,6
158,103,8,0,8,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
159,103,8,0,8,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
160,104,8,0,8,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
161,105,8,0,8,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
162,106,8,0,8,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
163,107,8,0,8,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
164,108,8,0,8,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
165,109,8,0,8,6,0,axis,axis,0.0022675736961451243,24
166,109,8,0,8,6,0,axis,edge_midpoint,0.0018140589569160999,48
167,109,8,0,8,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
168,109,8,0,8,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
169,110,8,0,8,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
170,111,8,0,8,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
171,112,8,0,8,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
172,113,8,0,8,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
173,114,8,0,8,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
174,115,8,0,8,12,1,axis,axis,0.0022675736961451243,6
175,115,8,0,8,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
176,115,8,0,8,12,1,cube_corner,cube_corner,0.0010331632653061223,8
177,116,9,0,9,0,-1,axis,axis,0.0022675736961451243,6
178,116,9,0,9,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
179,116,9,0,9,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
180,117,9,0,9,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
181,118,9,0,9,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
182,119,9,0,9,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
183,120,9,0,9,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
184,121,9,0,9,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
185,122,9,0,9,6,0,axis,axis,0.0022675736961451243,24
186,122,9,0,9,6,0,axis,edge_midpoint,0.0018140589569160999,48
187,122,9,0,9,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
188,122,9,0,9,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
189,123,9,0,9,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
190,124,9,0,9,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
191,125,9,0,9,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
192,126,9,0,9,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
193,127,9,0,9,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
194,128,9,0,9,12,1,axis,axis,0.0022675736961451243,6
195,128,9,0,9,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
196,128,9,0,9,12,1,cube_corner,cube_corner,0.0010331632653061223,8
197,129,10,0,10,0,-1,axis,axis,0.0022675736961451243,6
198,129,10,0,10,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
199,129,10,0,10,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
200,130,10,0,10,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
201,131,10,0,10,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
202,132,10,0,10,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
203,133,10,0,10,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
204,134,10,0,10,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
205,135,10,0,10,6,0,axis,axis,0.0022675736961451243,24
206,135,10,0,10,6,0,axis,edge_midpoint,0.0018140589569160999,48
207,135,10,0,10,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
208,135,10,0,10,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
209,136,10,0,10,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
210,137,10,0,10,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
211,138,10,0,10,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
212,139,10,0,10,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
213,140,10,0,10,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
214,141,10,0,10,12,1,axis,axis,0.0022675736961451243,6
215,141,10,0,10,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
216,141,10,0,10,12,1,cube_corner,cube_corner,0.0010331632653061223,8
217,142,11,0,11,0,-1,axis,axis,0.0022675736961451243,6
218,142,11,0,11,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
219,142,11,0,11,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
220,143,11,0,11,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
221,144,11,0,11,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
222,145,11,0,11,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
223,146,11,0,11,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
224,147,11,0,11,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
225,148,11,0,11,6,0,axis,axis,0.0022675736961451243,24
226,148,11,0,11,6,0,axis,edge_midpoint,0.0018140589569160999,48
227,148,11,0,11,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
228,148,11,0,11,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
229,149,11,0,11,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
230,150,11,0,11,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
231,151,11,0,11,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
232,152,11,0,11,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
233,153,11,0,11,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
234,154,11,0,11,12,1,axis,axis,0.0022675736961451243,6
235,154,11,0,11,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
236,154,11,0,11,12,1,cube_corner,cube_corner,0.0010331632653061223,8
237,155,12,0,12,0,-1,axis,axis,0.0022675736961451243,6
238,155,12,0,12,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
239,155,12,0,12,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
240,156,12,0,12,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
241,157,12,0,12,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
242,158,12,0,12,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
243,159,12,0,12,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
244,160,12,0,12,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
245,161,12,0,12,6,0,axis,axis,0.0022675736961451243,24
246,161,12,0,12,6,0,axis,edge_midpoint,0.0018140589569160999,48
247,161,12,0,12,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
248,161,12,0,12,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
249,162,12,0,12,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
250,163,12,0,12,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
251,164,12,0,12,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
252,165,12,0,12,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
253,166,12,0,12,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
254,167,12,0,12,12,1,axis,axis,0.0022675736961451243,6
255,167,12,0,12,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
256,167,12,0,12,12,1,cube_corner,cube_corner,0.0010331632653061223,8
257,168,13,0,13,0,-1,axis,axis,0.0022675736961451243,6
258,168,13,0,13,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
259,168,13,0,13,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
260,169,13,0,13,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
261,170,13,0,13,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
262,171,13,0,13,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
263,172,13,0,13,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
264,173,13,0,13,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
265,174,13,0,13,6,0,axis,axis,0.0022675736961451243,24
266,174,13,0,13,6,0,axis,edge_midpoint,0.0018140589569160999,48
267,174,13,0,13,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
268,174,13,0,13,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
269,175,13,0,13,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
270,176,13,0,13,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
271,177,13,0,13,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
272,178,13,0,13,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
273,179,13,0,13,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
274,180,13,0,13,12,1,axis,axis,0.0022675736961451243,6
275,180,13,0,13,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
276,180,13,0,13,12,1,cube_corner,cube_corner,0.0010331632653061223,8
277,181,14,0,14,0,-1,axis,axis,0.0022675736961451243,6
278,181,14,0,14,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
279,181,14,0,14,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
280,182,14,0,14,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
281,183,14,0,14,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
282,184,14,0,14,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
283,185,14,0,14,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
284,186,14,0,14,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
285,187,14,0,14,6,0,axis,axis,0.0022675736961451243,24
286,187,14,0,14,6,0,axis,edge_midpoint,0.0018140589569160999,48
287,187,14,0,14,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
288,187,14,0,14,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
289,188,14,0,14,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
290,189,14,0,14,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
291,190,14,0,14,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
292,191,14,0,14,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
293,192,14,0,14,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
294,193,14,0,14,12,1,axis,axis,0.0022675736961451243,6
295,193,14,0,14,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
296,193,14,0,14,12,1,cube_corner,cube_corner,0.0010331632653061223,8
297,194,15,0,15,0,-1,axis,axis,0.0022675736961451243,6
298,194,15,0,15,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
299,194,15,0,15,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
300,195,15,0,15,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
301,196,15,0,15,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
302,197,15,0,15,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
303,198,15,0,15,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
304,199,15,0,15,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
305,200,15,0,15,6,0,axis,axis,0.0022675736961451243,24
306,200,15,0,15,6,0,axis,edge_midpoint,0.0018140589569160999,48
307,200,15,0,15,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
308,200,15,0,15,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
309,201,15,0,15,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
310,202,15,0,15,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
311,203,15,0,15,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
312,204,15,0,15,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
313,205,15,0,15,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
314,206,15,0,15,12,1,axis,axis,0.0022675736961451243,6
315,206,15,0,15,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
316,206,15,0,15,12,1,cube_corner,cube_corner,0.0010331632653061223,8
317,207,16,0,16,0,-1,axis,axis,0.0022675736961451243,6
318,207,16,0,16,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,12
319,207,16,0,16,0,-1,cube_corner,cube_corner,0.0010331632653061223,8
320,208,16,0,16,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
321,209,16,0,16,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
322,210,16,0,16,3,-1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
323,211,16,0,16,4,-1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
324,212,16,0,16,5,-1/3,cube_corner,cube_corner,0.0010331632653061223,24
325,213,16,0,16,6,0,axis,axis,0.0022675736961451243,24
326,213,16,0,16,6,0,axis,edge_midpoint,0.0018140589569160999,48
327,213,16,0,16,6,0,edge_midpoint,edge_midpoint,0.00145124716553288,24
328,213,16,0,16,6,0,edge_midpoint,cube_corner,0.0012244897959183673,96
329,214,16,0,16,7,1/3,cube_corner,cube_corner,0.0010331632653061223,24
330,215,16,0,16,8,1/2,edge_midpoint,edge_midpoint,0.00145124716553288,48
331,216,16,0,16,9,1/sqrt(3),axis,cube_corner,0.0015306122448979589,48
332,217,16,0,16,10,1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,48
333,218,16,0,16,11,sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,48
334,219,16,0,16,12,1,axis,axis,0.0022675736961451243,6
335,219,16,0,16,12,1,edge_midpoint,edge_midpoint,0.00145124716553288,12
336,219,16,0,16,12,1,cube_corner,cube_corner,0.0010331632653061223,8
337,220,17,1,1,0,-1,axis,axis,0.0022675736961451243,3
338,220,17,1,1,0,-1,edge_midpoint,edge_midpoint,0.00145124716553288,6
339,220,17,1,1,0,-1,cube_corner,cube_corner,0.0010331632653061223,4
340,221,17,1,1,1,-sqrt(2/3),edge_midpoint,cube_corner,0.0012244897959183673,24
341,222,17,1,1,2,-1/sqrt(2),axis,edge_midpoint,0.0018140589569160999,24
