physics_orbit_id,frequency_pair_id,frequency_i,frequency_j,x_i,x_j,mu_id,mu_label,mu,edge_multiplicity,Q_SI_kg_m_per_s,DeltaE_SI_J,p_parallel_over_sigma_p,required_parallel_speed_over_c,log_dynamic_structure_factor,same_ray_frequency_change,log_dynamic_structure_factor_relative,recommended_active
339,26,1,10,-3.5,1.0,3,-1/sqrt(3),-0.5773502691896258,48,9.680696983668971e-27,1.7256509505531774e-22,3.582537191185734,5.9450451027615194e-05,44.051276337034324,False,-7.492985072066965,True
340,26,1,10,-3.5,1.0,4,-1/2,-0.5,48,9.440351910173492e-27,1.7256509505531774e-22,3.673775437957085,6.096450507145622e-05,43.745390358939346,False,-7.798871050161942,True
341,26,1,10,-3.5,1.0,5,-1/3,-0.3333333333333333,24,8.900449138696212e-27,1.7256509505531774e-22,3.8966941009797322,6.466373116512394e-05,42.96048240249844,False,-8.583779006602846,True
342,26,1,10,-3.5,1.0,6,0,0.0,192,7.708015064575434e-27,1.7256509505531774e-22,4.499669075291326,7.466980570620203e-05,40.572925002765814,False,-10.971336406335475,True
343,26,1,10,-3.5,1.0,7,1/3,0.3333333333333333,24,6.293567954739625e-27,1.7256509505531774e-22,5.511135595977975,9.14545975018321e-05,35.712860670364506,False,-15.831400738736782,True
344,26,1,10,-3.5,1.0,8,1/2,0.5,48,5.4503897368470204e-27,1.7256509505531774e-22,6.363820338964951,0.00010560448342057782,30.79390483051198,False,-20.750356578589308,True
345,26,1,10,-3.5,1.0,9,1/sqrt(3),0.5773502691896258,48,5.011097522681645e-27,1.7256509505531774e-22,6.921752549877375,0.00011486309535158191,27.17171246291466,False,-24.37254894618663,True
346,26,1,10,-3.5,1.0,10,1/sqrt(2),0.7071067811865475,48,4.1715477208979915e-27,1.7256509505531774e-22,8.314909083832754,0.00013798184607927602,16.741552942048195,False,-34.802708467053094,True
347,26,1,10,-3.5,1.0,11,sqrt(2/3),0.816496580927726,48,3.3019055057382825e-27,1.7256509505531774e-22,10.504973655495975,0.00017432489560443285,-3.633038877849337,False,-55.177300286950626,True
348,26,1,10,-3.5,1.0,12,1,1.0,26,5.7561520314070125e-31,1.7256509505531774e-22,60260.891161412306,0.9999999909802072,-1815687441.5850224,True,-1815687493.129284,False
349,27,1,11,-3.5,1.5,0,-1,-1.0,26,1.0900843385345254e-26,1.9173899450605586e-22,3.53496220890207,5.8660967484679926e-05,44.10187753106335,False,-7.442383878037937,True
350,27,1,11,-3.5,1.5,1,-sqrt(2/3),-0.816496580927726,48,1.0388728456624318e-26,1.9173899450605586e-22,3.7092820683040544,6.155372022148778e-05,43.518588454008075,False,-8.025672955093214,True
351,27,1,11,-3.5,1.5,2,-1/sqrt(2),-0.7071067811865475,48,1.0071066093805611e-26,1.9173899450605586e-22,3.8263192928005347,6.3495895672019e-05,43.10867036663233,False,-8.435591042468957,True
352,27,1,11,-3.5,1.5,3,-1/sqrt(3),-0.5773502691896258,48,9.680753783272323e-27,1.9173899450605586e-22,3.9806381140121307,6.60567409706111e-05,42.54581693549784,False,-8.998444473603449,True
353,27,1,11,-3.5,1.5,4,-1/2,-0.5,48,9.440407299800802e-27,1.9173899450605586e-22,4.082011745275597,6.7738986758805e-05,42.16228753161444,False,-9.38197387748685,True
354,27,1,11,-3.5,1.5,5,-1/3,-0.3333333333333333,24,8.900501361022752e-27,1.9173899450605586e-22,4.329694092882323,7.184915407626552e-05,41.179463524469696,False,-10.364797884631592,True
355,27,1,11,-3.5,1.5,6,0,0.0,192,7.708060291697201e-27,1.9173899450605586e-22,4.999654398798655,8.296681740585189e-05,38.19815797509166,False,-13.346103434009628,True
356,27,1,11,-3.5,1.5,7,1/3,0.3333333333333333,24,6.293604884588037e-27,1.9173899450605586e-22,6.123490054967069,0.00010161631999985421,32.15059735449762,False,-19.39366405460367,True
357,27,1,11,-3.5,1.5,8,1/2,0.5,48,5.450421720816292e-27,1.9173899450605586e-22,7.070906359780544,0.00011733822981579546,26.044145241250146,False,-25.500116167851143,True
358,27,1,11,-3.5,1.5,9,1/sqrt(3),0.5773502691896258,48,5.011126929996575e-27,1.9173899450605586e-22,7.690824467929354,0.00012762546736919955,21.552645277110475,False,-29.991616131990813,True
359,27,1,11,-3.5,1.5,10,1/sqrt(2),0.7071067811865475,48,4.171572204226757e-27,1.9173899450605586e-22,9.238761480463069,0.00015331272437350447,8.633046762700054,False,-42.911214646401234,True
360,27,1,11,-3.5,1.5,11,sqrt(2/3),0.816496580927726,48,3.301924889424715e-27,1.9173899450605586e-22,11.672146460380715,0.0001936935569677496,-16.57531049324352,False,-68.1195719023448,True
361,27,1,11,-3.5,1.5,12,1,1.0,26,6.395724356185668e-31,1.9173899450605586e-22,60260.89232183271,1.0000000102368158,-1815687511.6183507,True,-1815687563.1626122,False
362,28,1,12,-3.5,2.0,0,-1,-1.0,26,1.0900907342589471e-26,2.1091289395646265e-22,3.8885010727915623,6.452777187284721e-05,42.78963027652978,False,-8.754631132571511,True
363,28,1,12,-3.5,2.0,1,-sqrt(2/3),-0.816496580927726,48,1.0388789409575782e-26,2.1091289395646265e-22,4.0802487178104565,6.770973018102696e-05,42.07375451832973,False,-9.47050689077156,True
364,28,1,12,-3.5,2.0,2,-1/sqrt(2),-0.7071067811865475,48,1.0071125183219036e-26,2.1091289395646265e-22,4.208987001809513,6.984607898630816e-05,41.571238373932495,False,-9.973023035168794,True
365,28,1,12,-3.5,2.0,3,-1/sqrt(3),-0.5773502691896258,48,9.680810582964958e-27,2.1091289395646265e-22,4.378734365286836,7.266295339149341e-05,40.88189364472616,False,-10.662367764375126,True
366,28,1,12,-3.5,2.0,4,-1/2,-0.5,48,9.440462689536423e-27,2.1091289395646265e-22,4.49024326208026,7.451338894992142e-05,40.41254933228344,False,-11.131712076817848,True
367,28,1,12,-3.5,2.0,5,-1/3,-0.3333333333333333,24,8.900553583502472e-27,2.1091289395646265e-22,4.762689003603151,7.903449266768297e-05,39.210979853571935,False,-12.333281555529354,True
368,28,1,12,-3.5,2.0,6,0,0.0,192,7.70810551908428e-27,2.1091289395646265e-22,5.499633854804519,9.126373173718709e-05,35.5734378928217,False,-15.970823516279587,True
369,28,1,12,-3.5,2.0,7,1/3,0.3333333333333333,24,6.293641814869699e-27,2.1091289395646265e-22,6.73583732713152,0.00011177792323603932,28.213404464460016,False,-23.330856944641273,True
370,28,1,12,-3.5,2.0,8,1/2,0.5,48,5.45045370534837e-27,2.1091289395646265e-22,7.7779840812357275,0.00012907183848718964,20.794479563414253,False,-30.749781845687036,True
371,28,1,12,-3.5,2.0,9,1/sqrt(3),0.5773502691896258,48,5.011156337955217e-27,2.1091289395646265e-22,8.459887358485489,0.0001403876895799426,15.342182847714845,False,-36.20207856138644,True
372,28,1,12,-3.5,2.0,10,1/sqrt(2),0.7071067811865475,48,4.171596688392397e-27,2.1091289395646265e-22,10.162603030758225,0.00016864342267811024,-0.32885244051642104,False,-51.87311384961771,True
373,28,1,12,-3.5,2.0,11,sqrt(2/3),0.816496580927726,48,3.301944274236185e-27,2.1091289395646265e-22,12.839305557361456,0.00021306199085510956,-30.879698465344525,False,-82.42395987444581,True
374,28,1,12,-3.5,2.0,12,1,1.0,26,7.035296835584263e-31,2.1091289395646265e-22,60260.891946773874,1.000000004012898,-1815687489.1122808,True,-1815687540.6565423,False
375,29,1,13,-3.5,2.5,0,-1,-1.0,26,1.0900971299833689e-26,2.3008679340720074e-22,4.242035788181297,7.039450741869172e-05,41.35241089184341,False,-10.191850517257876,True
376,29,1,13,-3.5,2.5,1,-sqrt(2/3),-0.816496580927726,48,1.0388850362563368e-26,2.3008679340720074e-22,4.451211014273214,7.386566790393767e-05,40.49132370396161,False,-11.052937705139676,True
377,29,1,13,-3.5,2.5,2,-1/sqrt(2),-0.7071067811865475,48,1.0071184272691934e-26,2.3008679340720074e-22,4.591650220440136,7.619618778496653e-05,39.88739242399985,False,-11.65686898510144,True
378,29,1,13,-3.5,2.5,3,-1/sqrt(3),-0.5773502691896258,48,9.680867382746874e-27,2.3008679340720074e-22,4.7768259450948225,7.926908829167222e-05,39.05951204349506,False,-12.484749365606227,True
379,29,1,13,-3.5,2.5,4,-1/2,-0.5,48,9.440518079380356e-27,2.3008679340720074e-22,4.898469988455453,8.128771164620569e-05,38.496181627449225,False,-13.048079781652064,True
380,29,1,13,-3.5,2.5,5,-1/3,-0.3333333333333333,24,8.900605806135364e-27,2.3008679340720074e-22,5.195678833224263,8.621974694073788e-05,37.05503798975641,False,-14.489223419344881,True
381,29,1,13,-3.5,2.5,6,0,0.0,192,7.708150746736662e-27,2.3008679340720074e-22,5.999607443377859,9.956054870135169e-05,32.698773556432876,False,-18.845487852668413,True
382,29,1,13,-3.5,2.5,7,1/3,0.3333333333333333,24,6.293678745584602e-27,2.3008679340720074e-22,7.34817741249256,0.00012193940721073974,23.90129520259309,False,-27.6429662065082,True
383,29,1,13,-3.5,2.5,8,1/2,0.5,48,5.450485690443245e-27,2.3008679340720074e-22,8.485053503282018,0.00014080530943395584,15.044925402294218,False,-36.49933600680707,True
384,29,1,13,-3.5,2.5,9,1/sqrt(3),0.5773502691896258,48,5.0111857465575595e-27,2.3008679340720074e-22,9.22894122143494,0.00015314976198197182,8.540346003886839,False,-43.00391540521445,True
385,29,1,13,-3.5,2.5,10,1/sqrt(2),0.7071067811865475,48,4.1716211733948946e-27,2.3008679340720074e-22,11.08643373438517,0.00018397394098756655,-10.14411460302368,False,-61.68837601212497,True
386,29,1,13,-3.5,2.5,11,sqrt(2/3),0.816496580927726,48,3.30196366017267e-27,2.3008679340720074e-22,14.006450945527037,0.00023243019725139243,-46.546154783475664,False,-98.09041619257695,True
387,29,1,13,-3.5,2.5,12,1,1.0,26,7.67486928762034e-31,2.3008679340720074e-22,60260.891849153704,1.0000000023929392,-1815687483.3166137,True,-1815687534.8608751,False
388,30,1,14,-3.5,3.0,0,-1,-1.0,26,1.0901035257077905e-26,2.4926069285760756e-22,4.595566355132072,7.626117412322237e-05,39.79022377664088,False,-11.75403763246041,True
389,30,1,14,-3.5,3.0,1,-sqrt(2/3),-0.816496580927726,48,1.0388911315587077e-26,2.4926069285760756e-22,4.822168957752257,8.00215333912144e-05,38.77130085505995,False,-12.77296055404134,True
390,30,1,14,-3.5,3.0,2,-1/sqrt(2),-0.7071067811865475,48,1.0071243362224304e-26,2.4926069285760756e-22,4.974308948751433,8.254622206897374e-05,38.05713767144866,False,-13.487123737652631,True
391,30,1,14,-3.5,3.0,3,-1/sqrt(3),-0.5773502691896258,48,9.680924182618068e-27,2.4926069285760756e-22,5.174912853493542,8.587514567210091e-05,37.07867771052191,False,-14.46558369857938,True
392,30,1,14,-3.5,3.0,4,-1/2,-0.5,48,9.440573469332595e-27,2.4926069285760756e-22,5.306691924457336,8.806195484858981e-05,36.41319028355778,False,-15.131071125543507,True
393,30,1,14,-3.5,3.0,5,-1/3,-0.3333333333333333,24,8.900658028921428e-27,2.4926069285760756e-22,5.628663581797779,9.340491689629511e-05,34.71164453292324,False,-16.83261687617805,True
394,30,1,14,-3.5,3.0,6,0,0.0,192,7.708195974654346e-27,2.4926069285760756e-22,6.499575164553054,0.00010785726829891617,29.57417376638565,False,-21.97008764271564,True
395,30,1,14,-3.5,3.0,7,1/3,0.3333333333333333,24,6.29371567673274e-27,2.4926069285760756e-22,7.9605103110290845,0.00013210077192360534,19.21428277136826,False,-32.32997863773303,True
396,30,1,14,-3.5,3.0,8,1/2,0.5,48,5.450517676100908e-27,2.4926069285760756e-22,9.192114625822084,0.00015253864265447884,8.795500363559498,False,-42.74876104554179,True
397,30,1,14,-3.5,3.0,9,1/sqrt(3),0.5773502691896258,48,5.011215155803591e-27,2.4926069285760756e-22,9.997986056613733,0.00016591168457256604,1.1471555754132652,False,-50.39710583368802,True
398,30,1,14,-3.5,3.0,10,1/sqrt(2),0.7071067811865475,48,4.171645659234236e-27,2.4926069285760756e-22,12.010253590947036,0.00019930427929528745,-20.812709658599758,False,-72.35697106770104,True
399,30,1,14,-3.5,3.0,11,sqrt(2/3),0.816496580927726,48,3.301983047234148e-27,2.4926069285760756e-22,15.173582623885709,0.00025179817614014063,-63.57463143204731,False,-115.11889284114861,True
400,30,1,14,-3.5,3.0,12,1,1.0,26,8.314441718608325e-31,2.4926069285760756e-22,60260.89191902238,1.0000000035523757,-1815687487.6070054,True,-1815687539.1512668,False
401,31,1,15,-3.5,3.5,0,-1,-1.0,26,1.090109921432212e-26,2.6843459230834567e-22,4.949092773729126,8.212777198785366e-05,38.10307333030026,False,-13.441188078801027,True
402,31,1,15,-3.5,3.5,1,-sqrt(2/3),-0.816496580927726,48,1.0388972268646908e-26,2.6843459230834567e-22,5.193122548333153,8.617732664427718e-05,36.913690815502,False,-14.630570593599288,True
403,31,1,15,-3.5,3.5,2,-1/sqrt(2),-0.7071067811865475,48,1.0071302451816144e-26,2.6843459230834567e-22,5.356963186828888,8.889618183974832e-05,36.080479270600634,False,-15.463782138500655,True
404,31,1,15,-3.5,3.5,3,-1/sqrt(3),-0.5773502691896258,48,9.680980982578544e-27,2.6843459230834567e-22,5.5729950905679635,9.248112553418951e-05,34.93939622421379,False,-16.6048651848875,True
405,31,1,15,-3.5,3.5,4,-1/2,-0.5,48,9.440628859393144e-27,2.6843459230834567e-22,5.714909070170288,9.483611855847395e-05,34.16358116673331,False,-17.38068024236798,True
406,31,1,15,-3.5,3.5,5,-1/3,-0.3333333333333333,24,8.90071025186066e-27,2.6843459230834567e-22,6.061643249405749,0.00010059000253571622,32.180806082623434,False,-19.363455326477855,True
407,31,1,15,-3.5,3.5,6,0,0.0,192,7.708241202837327e-27,2.6843459230834567e-22,6.999537018399044,0.00011615389053102456,26.1996473227265,False,-25.34461408637479,True
408,31,1,15,-3.5,3.5,7,1/3,0.3333333333333333,24,6.2937526083141045e-27,2.6843459230834567e-22,8.572836022762338,0.0001422620173749886,14.152380372790695,False,-37.39188103631059,True
409,31,1,15,-3.5,3.5,8,1/2,0.5,48,5.450549662321348e-27,2.6843459230834567e-22,9.899167448807471,0.00016427183814795465,2.0462220524642873,False,-49.498039356637,True
410,31,1,15,-3.5,3.5,9,1/sqrt(3),0.5773502691896258,48,5.011244565693299e-27,2.6843459230834567e-22,10.767021863911063,0.00017867345734988655,-6.837367608231638,False,-58.381629017332926,True
411,31,1,15,-3.5,3.5,10,1/sqrt(2),0.7071067811865475,48,4.1716701459104064e-27,2.6843459230834567e-22,12.934062600110831,0.00021463443759574727,-32.33460754073546,False,-83.87886894983674,True
412,31,1,15,-3.5,3.5,11,sqrt(2/3),0.816496580927726,48,3.302002435420604e-27,2.6843459230834567e-22,16.340700591526435,0.00027116592750623596,-81.96508039272271,False,-133.509341801824,True
413,31,1,15,-3.5,3.5,12,1,1.0,26,8.954014194484588e-31,2.6843459230834567e-22,60260.89167688364,0.9999999995342018,-1815687473.089617,True,-1815687524.6338785,False
414,32,1,16,-3.5,4.0,0,-1,-1.0,26,1.0901163171566337e-26,2.876084917587525e-22,5.302615044033252,8.799430101359438e-05,36.29096395215709,False,-15.253297456944196,True
415,32,1,16,-3.5,4.0,1,-sqrt(2/3),-0.816496580927726,48,1.0389033221742856e-26,2.876084917587525e-22,5.564071786075832,9.233304766412047e-05,34.918498429123936,False,-16.625762979977353,True
416,32,1,16,-3.5,4.0,2,-1/sqrt(2),-0.7071067811865475,48,1.0071361541467458e-26,2.876084917587525e-22,5.73961293473153,9.524606709826981e-05,33.95742237573802,False,-17.58683903336327,True
417,32,1,16,-3.5,4.0,3,-1/sqrt(3),-0.5773502691896258,48,9.681037782628295e-27,2.876084917587525e-22,5.971072656375539,9.90870278788914e-05,32.64167316294135,False,-18.902588246159937,True
418,32,1,16,-3.5,4.0,4,-1/2,-0.5,48,9.440684249561996e-27,2.876084917587525e-22,6.123121425650465,0.00010161020277679004,31.747360143066157,False,-19.796901266035132,True
419,32,1,16,-3.5,4.0,5,-1/3,-0.3333333333333333,24,8.900762474953059e-27,2.876084917587525e-22,6.49461783610029,0.00010777500385986613,29.462529238382825,False,-22.081732170718464,True
420,32,1,16,-3.5,4.0,6,0,0.0,192,7.708286431285596e-27,2.876084917587525e-22,7.499493004950215,0.0001244504153982475,22.575203025519897,False,-28.96905838358139,True
421,32,1,16,-3.5,4.0,7,1/3,0.3333333333333333,24,6.2937895403286866e-27,2.876084917587525e-22,9.185154547671235,0.00015242314356453962,8.715601209047342,False,-42.828660200053946,True
422,32,1,16,-3.5,4.0,8,1/2,0.5,48,5.450581649104556e-27,2.876084917587525e-22,10.606211972140864,0.00017600489591276827,-5.202891925288533,False,-56.74715333438982,True
423,32,1,16,-3.5,4.0,9,1/sqrt(3),0.5773502691896258,48,5.011273976226674e-27,2.876084917587525e-22,11.536048643162983,0.00019143508031121278,-15.413202716864255,False,-66.95746412596554,True
424,32,1,16,-3.5,4.0,10,1/sqrt(2),0.7071067811865475,48,4.1716946334233896e-27,2.876084917587525e-22,13.85786076147976,0.00022996441588236125,-44.70977818115979,False,-96.25403959026107,True
425,32,1,16,-3.5,4.0,11,sqrt(2/3),0.816496580927726,48,3.302021824732014e-27,2.876084917587525e-22,17.50780484745763,0.0002905334513332235,-101.71745364206556,False,-153.26171505116685,True
426,32,1,16,-3.5,4.0,12,1,1.0,26,9.59358664894048e-31,2.876084917587525e-22,60260.89160150948,0.9999999982834045,-1815687468.6164958,True,-1815687520.1607573,False
427,33,2,2,-3.0,-3.0,0,-1,-1.0,13,1.0900331727391522e-26,0.0,-0.0006546215995772694,1.0863125006221303e-08,50.349903164548024,False,-1.1943582445532641,True
428,33,2,2,-3.0,-3.0,1,-sqrt(2/3),-0.816496580927726,24,1.0388240834240812e-26,0.0,-0.0006238678786826218,1.0352782061991026e-08,50.398021929263884,False,-1.146239479837405,True
429,33,2,2,-3.0,-3.0,2,-1/sqrt(2),-0.7071067811865475,24,1.0070593380520426e-26,0.0,-0.0006047914973892384,1.0036218852359404e-08,50.42907678783656,False,-1.1151846212647314,True
430,33,2,2,-3.0,-3.0,3,-1/sqrt(3),-0.5773502691896258,24,9.68029938876698e-27,0.0,-0.0005813523137408175,9.647257073247625e-09,50.46860360290329,False,-1.0756578061979951,True
431,33,2,2,-3.0,-3.0,4,-1/2,-0.5,24,9.439964185598571e-27,0.0,-0.0005669189350999199,9.407742219873636e-09,50.49374425434009,False,-1.0505171547611951,True
432,33,2,2,-3.0,-3.0,5,-1/3,-0.3333333333333333,12,8.900083586393191e-27,0.0,-0.0005344962978562794,8.869704425770176e-09,50.55263579002367,False,-0.9916256190776167,True
433,33,2,2,-3.0,-3.0,6,0,0.0,96,7.707698481621418e-27,0.0,-0.00046288737217227194,7.681389356776237e-09,50.696476861960356,False,-0.8477845471409324,True
434,33,2,2,-3.0,-3.0,7,1/3,0.3333333333333333,12,6.293309457065713e-27,0.0,-0.00037794595673327987,6.2718281465824236e-09,50.89920945172522,False,-0.6450519573760687,True
435,33,2,2,-3.0,-3.0,8,1/2,0.5,24,5.450165863695761e-27,0.0,-0.0003273107997886347,5.431562503110651e-09,51.043050505806505,False,-0.5012109032947833,True
436,33,2,2,-3.0,-3.0,9,1/sqrt(3),0.5773502691896258,24,5.01089168821437e-27,0.0,-0.00030093010142107887,4.993787727112979e-09,51.1270826750715,False,-0.41717873402978967,True
437,33,2,2,-3.0,-3.0,10,1/sqrt(2),0.7071067811865475,24,4.171376359356276e-27,0.0,-0.0002505128406265549,4.1571379635918056e-09,51.31045052636413,False,-0.2338108827371599,True
438,33,2,2,-3.0,-3.0,11,sqrt(2/3),0.816496580927726,24,3.301769849185434e-27,0.0,-0.00019828844792662098,3.2904997306955373e-09,51.54423793899088,False,-2.347011040626512e-05,True
439,34,2,3,-3.0,-2.5,0,-1,-1.0,26,1.0900395684635738e-26,1.9173899450406803e-23,0.3529215821532068,5.856560899914445e-06,50.287620689796675,False,-1.2566407193046132,True
440,34,2,3,-3.0,-2.5,1,-sqrt(2/3),-0.816496580927726,48,1.0388301786831019e-26,1.9173899450406803e-23,0.3703819623816546,6.14630736290966e-06,50.32942485739757,False,-1.2148365517037192,True
441,34,2,3,-3.0,-2.5,2,-1/sqrt(2),-0.7071067811865475,48,1.0070652469339055e-26,1.9173899450406803e-23,0.3821033342613281,6.3408177916146175e-06,50.35606962425186,False,-1.1881917848494297,True
442,34,2,3,-3.0,-2.5,3,-1/sqrt(3),-0.5773502691896258,48,9.680356187566711e-27,1.9173899450406803e-23,0.39755694546652415,6.597262904986975e-06,50.3895721419983,False,-1.154689267102988,True
443,34,2,3,-3.0,-2.5,4,-1/2,-0.5,48,9.440019574250983e-27,1.9173899450406803e-23,0.407707715002777,6.765709956616292e-06,50.410625757155195,False,-1.1336356519460935,True
444,34,2,3,-3.0,-2.5,5,-1/3,-0.3333333333333333,24,8.90013580734102e-27,1.9173899450406803e-23,0.43250614745880933,7.177227804334998e-06,50.45909928162208,False,-1.085162127479208,True
445,34,2,3,-3.0,-2.5,6,0,0.0,192,7.707743706355187e-27,1.9173899450406803e-23,0.49956937801476503,8.290109287807032e-06,50.57168631990917,False,-0.9725750891921194,True
446,34,2,3,-3.0,-2.5,7,1/3,0.3333333333333333,24,6.293346383014538e-27,1.9173899450406803e-23,0.6120340077044824,1.015640476581559e-05,50.71191084237766,False,-0.8323505667236262,True
447,34,2,3,-3.0,-2.5,8,1/2,0.5,48,5.4501978425993174e-27,1.9173899450406803e-23,0.7068251024306929,1.1729416582340357e-05,50.79324382916666,False,-0.7510175799346257,True
448,34,2,3,-3.0,-2.5,9,1/sqrt(3),0.5773502691896258,48,5.0109210897353835e-27,1.9173899450406803e-23,0.768843203198121,1.2758576606574296e-05,50.83151691729344,False,-0.7127444918078467,True
449,34,2,3,-3.0,-2.5,10,1/sqrt(2),0.7071067811865475,48,4.1714008351525214e-27,1.9173899450406803e-23,0.9236886418036466,1.5328160863038232e-05,50.8838443367023,False,-0.6604170723989853,True
450,34,2,3,-3.0,-2.5,11,sqrt(2/3),0.816496580927726,48,3.301789222745659e-27,1.9173899450406803e-23,1.1670841464975235,1.936719012077939e-05,50.86318938853541,False,-0.6810720205658782,True
451,34,2,3,-3.0,-2.5,12,1,1.0,26,6.395727452058361e-32,1.9173899450406803e-23,60260.863151761434,0.9999995261737619,-1815685751.5016677,True,-1815685803.0459292,False
452,35,2,4,-3.0,-2.0,0,-1,-1.0,26,1.0900459641879956e-26,3.8347798901144907e-23,0.7064936367733297,1.172391607200961e-05,50.10032501456396,False,-1.4439363945373316,True
453,35,2,4,-3.0,-2.0,1,-sqrt(2/3),-0.816496580927726,48,1.0388362739457357e-26,3.8347798901144907e-23,0.74138343897294,1.2302895260874527e-05,50.123185687222644,False,-1.421075721878644,True
454,35,2,4,-3.0,-2.0,2,-1/sqrt(2),-0.7071067811865475,48,1.007071155821717e-26,3.8347798901144907e-23,0.7648069690244299,1.2691597276207709e-05,50.136600385928766,False,-1.4076610231725226,True
455,35,2,4,-3.0,-2.0,3,-1/sqrt(3),-0.5773502691896258,48,9.68041298645574e-27,3.8347798901144907e-23,0.7956905711775402,1.3204095536345e-05,50.1520302944915,False,-1.3922311146097854,True
456,35,2,4,-3.0,-2.0,4,-1/2,-0.5,48,9.440074963011723e-27,3.8347798901144907e-23,0.8159775579208746,1.3540748150824433e-05,50.16082299265225,False,-1.3834384164490388,True
457,35,2,4,-3.0,-2.0,5,-1/3,-0.3333333333333333,24,8.900188028442049e-27,3.8347798901144907e-23,0.8655417095641563,1.4363240985579615e-05,50.1780429724866,False,-1.3662184366146874,True
458,35,2,4,-3.0,-2.0,6,0,0.0,192,7.707788931354302e-27,3.8347798901144907e-23,0.9995957755903627,1.6587802591513966e-05,50.19686937688663,False,-1.3473920322146569,True
459,35,2,4,-3.0,-2.0,7,1/3,0.3333333333333333,24,6.293383309396674e-27,3.8347798901144907e-23,1.2244387747305987,2.0318962101086165e-05,50.14957263162903,False,-1.3946887774722612,True
460,35,2,4,-3.0,-2.0,8,1/2,0.5,48,5.4502298220657635e-27,3.8347798901144907e-23,1.4139692171767193,2.346412701789642e-05,50.043384350756284,False,-1.5008770583450044,True
461,35,2,4,-3.0,-2.0,9,1/sqrt(3),0.5773502691896258,48,5.010950491900203e-27,3.8347798901144907e-23,1.5379783104777633,2.5521997218493723e-05,49.9443823434958,False,-1.599879065605485,True
462,35,2,4,-3.0,-2.0,10,1/sqrt(2),0.7071067811865475,48,4.171425311785759e-27,3.8347798901144907e-23,1.8476169536855664,3.066029893370636e-05,49.603594618719825,False,-1.9406667903814636,True
463,35,2,4,-3.0,-2.0,11,sqrt(2/3),0.816496580927726,48,3.301808597431083e-27,3.8347798901144907e-23,2.334352882467913,3.8737443413504026e-05,48.81962453317716,False,-2.7246368759241264,True
464,35,2,4,-3.0,-2.0,12,1,1.0,26,1.279144630446954e-31,3.8347798901144907e-23,60260.90366545786,1.0000001984787223,-1815688193.5859509,True,-1815688245.1302123,False
465,36,2,5,-3.0,-1.5,0,-1,-1.0,26,1.090052359912417e-26,5.752169835155171e-23,1.0600615423216062,1.7591202392288463e-05,49.78802053983748,False,-1.7562408692638058,True
466,36,2,5,-3.0,-1.5,1,-sqrt(2/3),-0.816496580927726,48,1.0388423692119822e-26,5.752169835155171e-23,1.1123805619551161,1.8459410912827325e-05,49.77930926432538,False,-1.7649521447759113,True
467,36,2,5,-3.0,-1.5,2,-1/sqrt(2),-0.7071067811865475,48,1.0070770647154764e-26,5.752169835155171e-23,1.1475061128509607,1.9042302235906727e-05,49.77067422896056,False,-1.77358718014073,True
468,36,2,5,-3.0,-1.5,3,-1/sqrt(3),-0.5773502691896258,48,9.68046978543406e-27,5.752169835155171e-23,1.1938195248767696,1.9810850637954387e-05,49.755983640637915,False,-1.7882777684633737,True
469,36,2,5,-3.0,-1.5,4,-1/2,-0.5,48,9.44013035188079e-27,5.752169835155171e-23,1.2242426098753612,2.031570684133664e-05,49.74434182884915,False,-1.799919580252137,True
470,36,2,5,-3.0,-1.5,5,-1/3,-0.3333333333333333,24,8.900240249696274e-27,5.752169835155171e-23,1.2985721900703073,2.1549169840173026e-05,49.709473464156744,False,-1.8347879449445443,True
471,36,2,5,-3.0,-1.5,6,0,0.0,192,7.707834156618763e-27,5.752169835155171e-23,1.499616305388987,2.4885398522334317e-05,49.57203483502291,False,-1.9722265740783769,True
472,36,2,5,-3.0,-1.5,7,1/3,0.3333333333333333,24,6.2934202362121164e-27,5.752169835155171e-23,1.8368363551004612,3.048140017731409e-05,49.212208022906964,False,-2.3320533861943247,True
473,36,2,5,-3.0,-1.5,8,1/2,0.5,48,5.45026180209509e-27,5.752169835155171e-23,2.121105033340835,3.519869974254785e-05,48.7934896754554,False,-2.750771733645891,True
474,36,2,5,-3.0,-1.5,9,1/sqrt(3),0.5773502691896258,48,5.0109798947088176e-27,5.752169835155171e-23,2.30710439157336,3.828526804530725e-05,48.465699780743634,False,-3.0785616283576545,True
475,36,2,5,-3.0,-1.5,10,1/sqrt(2),0.7071067811865475,48,4.17144978925598e-27,5.752169835155171e-23,2.771534422407922,4.5992257067449267e-05,47.46973142732292,False,-4.074529981778369,True
476,36,2,5,-3.0,-1.5,11,sqrt(2/3),0.816496580927726,48,3.3018279732416876e-27,5.752169835155171e-23,3.501607918470728,5.810746936197292e-05,45.413591347547445,False,-6.130670061553843,True
477,36,2,5,-3.0,-1.5,12,1,1.0,26,1.9187173756528864e-31,5.752169835155171e-23,60260.89016087819,0.9999999743768334,-1815687380.193333,True,-1815687431.7375944,False
478,37,2,6,-3.0,-1.0,0,-1,-1.0,26,1.0900587556368388e-26,7.669559780228981e-23,1.4136252988832865,2.3458419862165686e-05,49.35071166643266,False,-2.1935497426686297,True
