physics_orbit_id,frequency_i,frequency_j,x_i,x_j,width_i,width_j,mu_id,mu_label,mu,edge_multiplicity,Q_SI,DeltaE_SI,p_parallel_over_sigma,required_speed_over_c,active,background_lane,max_fractional_detuning
2257,6,21,-4.0,3.5,0.5,0.5,2,-1/sqrt(2),-0.7071067811865475,48,1.0071243363889762e-26,2.876084917587525e-22,5.739680298460582,9.524718496637874e-05,True,series_v0_8,9.386729528230952e-05
2258,6,21,-4.0,3.5,0.5,0.5,3,-1/sqrt(3),-0.5773502691896258,48,9.680924185118251e-27,2.876084917587525e-22,5.971142735539752,9.90881908083176e-05,True,series_v0_8,9.386729528230952e-05
2259,6,21,-4.0,3.5,0.5,0.5,4,-1/2,-0.5,48,9.440573472365643e-27,2.876084917587525e-22,6.1231932886404286,0.00010161139530793138,True,series_v0_8,9.386729528230952e-05
2260,6,21,-4.0,3.5,0.5,0.5,5,-1/3,-0.3333333333333333,24,8.900658033210806e-27,2.876084917587525e-22,6.494694057527385,0.00010777626871713819,True,series_v0_8,9.386729528230952e-05
2261,6,21,-4.0,3.5,0.5,0.5,6,0,0.0,192,7.708195982083764e-27,2.876084917587525e-22,7.499581016061961,0.00012445187589956526,True,series_v0_8,9.386729528230952e-05
2262,6,21,-4.0,3.5,0.5,0.5,7,1/3,0.3333333333333333,24,6.2937156888649285e-27,2.876084917587525e-22,9.185262336610135,0.00015242493226921776,True,series_v0_8,9.386729528230952e-05
2263,6,21,-4.0,3.5,0.5,0.5,8,1/2,0.5,48,5.450517691861083e-27,2.876084917587525e-22,10.606336434804875,0.00017600696130975278,True,series_v0_8,9.386729528230952e-05
2264,6,21,-4.0,3.5,0.5,0.5,9,1/sqrt(3),0.5773502691896258,48,5.0112151738293095e-27,2.876084917587525e-22,11.536184016058801,0.00019143732675815352,True,series_v0_8,9.386729528230952e-05
2265,6,21,-4.0,3.5,0.5,0.5,10,1/sqrt(2),0.7071067811865475,48,4.171645682669012e-27,2.876084917587525e-22,13.858023377703013,0.00022996711441898514,True,series_v0_8,9.386729528230952e-05
2266,6,21,-4.0,3.5,0.5,0.5,11,sqrt(2/3),0.816496580927726,48,3.3019830787382614e-27,2.876084917587525e-22,17.50801029147352,0.00029053686057610185,True,series_v0_8,9.386729528230952e-05
2267,6,21,-4.0,3.5,0.5,0.5,12,1,1.0,26,9.59358659160949e-31,2.876084917587525e-22,60260.891961626796,1.000000004259375,False,series_v0_8,9.386729528230952e-05
2268,6,22,-4.0,4.0,0.5,0.5,0,-1,-1.0,26,1.090109921432212e-26,3.0678239120915925e-22,5.656199551067899,9.386186282741308e-05,True,series_v0_8,9.387815917208648e-05
2269,6,22,-4.0,4.0,0.5,0.5,1,-sqrt(2/3),-0.816496580927726,48,1.038897226973069e-26,3.0678239120915925e-22,5.9350863277262995,9.848985237034709e-05,True,series_v0_8,9.387815917208648e-05
2270,6,22,-4.0,4.0,0.5,0.5,2,-1/sqrt(2),-0.7071067811865475,48,1.0071302453600554e-26,3.0678239120915925e-22,6.122330045866333,0.00010159707021665456,True,series_v0_8,9.387815917208648e-05
2271,6,22,-4.0,4.0,0.5,0.5,3,-1/sqrt(3),-0.5773502691896258,48,9.680980985257292e-27,3.0678239120915925e-22,6.3692203007709685,0.00010569409314345509,True,series_v0_8,9.387815917208648e-05
2272,6,22,-4.0,4.0,0.5,0.5,4,-1/2,-0.5,48,9.440628862642817e-27,3.0678239120915925e-22,6.531405643488225,0.00010838547951575343,True,series_v0_8,9.387815917208648e-05
2273,6,22,-4.0,4.0,0.5,0.5,5,-1/3,-0.3333333333333333,24,8.900710256456394e-27,3.0678239120915925e-22,6.927668643439391,0.00011496127002830232,True,series_v0_8,9.387815917208648e-05
2274,6,22,-4.0,4.0,0.5,0.5,6,0,0.0,192,7.70824121079737e-27,3.0678239120915925e-22,7.999537001322282,0.00013274840074536717,True,series_v0_8,9.387815917208648e-05
2275,6,22,-4.0,4.0,0.5,0.5,7,1/3,0.3333333333333333,24,6.2937526213128e-27,3.0678239120915925e-22,9.797580858989503,0.0001625860584167925,True,series_v0_8,9.387815917208648e-05
2276,6,22,-4.0,4.0,0.5,0.5,8,1/2,0.5,48,5.45054967920715e-27,3.0678239120915925e-22,11.313380954122108,0.0001877400190079202,True,series_v0_8,9.387815917208648e-05
2277,6,22,-4.0,4.0,0.5,0.5,9,1/sqrt(3),0.5773502691896258,48,5.011244585006457e-27,3.0678239120915925e-22,12.30521079007037,0.00020419894963251867,True,series_v0_8,9.387815917208648e-05
2278,6,22,-4.0,4.0,0.5,0.5,10,1/sqrt(2),0.7071067811865475,48,4.171670171018946e-27,3.0678239120915925e-22,14.781821529776833,0.0002452970925513514,True,series_v0_8,9.387815917208648e-05
2279,6,22,-4.0,4.0,0.5,0.5,11,sqrt(2/3),0.816496580927726,48,3.302002469174812e-27,3.0678239120915925e-22,18.675114528301926,0.000309904384086088,True,series_v0_8,9.387815917208648e-05
2280,6,22,-4.0,4.0,0.5,0.5,12,1,1.0,26,1.0233159032244519e-30,3.0678239120915925e-22,60260.891954554696,1.000000004142017,False,series_v0_8,9.387815917208648e-05
2281,6,23,-4.0,4.5,0.5,0.5,0,-1,-1.0,26,1.0901163171566338e-26,3.2595629065989737e-22,6.009717672774895,9.972832300921519e-05,True,series_v0_8,0.0001056122500755876
2282,6,23,-4.0,4.5,0.5,0.5,1,-sqrt(2/3),-0.816496580927726,48,1.0389033222898887e-26,3.2595629065989737e-22,6.3060312122457685,0.0001046455011505821,True,series_v0_8,0.0001056122500755876
2283,6,23,-4.0,4.5,0.5,0.5,2,-1/sqrt(2),-0.7071067811865475,48,1.0071361543370817e-26,3.2595629065989737e-22,6.5049753031496325,0.00010794688095554625,True,series_v0_8,0.0001056122500755876
2284,6,23,-4.0,4.5,0.5,0.5,3,-1/sqrt(3),-0.5773502691896258,48,9.681037785485612e-27,3.2595629065989737e-22,6.76729319478189,0.00011229991796197834,True,series_v0_8,0.0001056122500755876
2285,6,23,-4.0,4.5,0.5,0.5,4,-1/2,-0.5,48,9.440684253028295e-27,3.2595629065989737e-22,6.939613208145475,0.00011515948423270814,True,series_v0_8,0.0001056122500755876
2286,6,23,-4.0,4.5,0.5,0.5,5,-1/3,-0.3333333333333333,24,8.900762479855146e-27,3.2595629065989737e-22,7.360638148467862,0.00012214618702469126,True,series_v0_8,0.0001056122500755876
2287,6,23,-4.0,4.5,0.5,0.5,6,0,0.0,192,7.70828643977626e-27,3.2595629065989737e-22,8.499487119270693,0.00014104482822600002,True,series_v0_8,0.0001056122500755876
2288,6,23,-4.0,4.5,0.5,0.5,7,1/3,0.3333333333333333,24,6.293789554193883e-27,3.2595629065989737e-22,10.409892194397171,0.0001727470653000899,True,series_v0_8,0.0001056122500755876
2289,6,23,-4.0,4.5,0.5,0.5,8,1/2,0.5,48,5.450581667115973e-27,3.2595629065989737e-22,12.020417173471248,0.00019947293897218,True,series_v0_8,0.0001056122500755876
2290,6,23,-4.0,4.5,0.5,0.5,9,1/sqrt(3),0.5773502691896258,48,5.0112739968272555e-27,3.2595629065989737e-22,13.074228535576506,0.0002169604226832556,True,series_v0_8,0.0001056122500755876
2291,6,23,-4.0,4.5,0.5,0.5,10,1/sqrt(2),0.7071067811865475,48,4.171694660205676e-27,3.2595629065989737e-22,15.705608833103367,0.0002606268906540669,True,series_v0_8,0.0001056122500755876
2292,6,23,-4.0,4.5,0.5,0.5,11,sqrt(2/3),0.816496580927726,48,3.3020218607362926e-27,3.2595629065989737e-22,19.842205051236775,0.00032927168002072345,True,series_v0_8,0.0001056122500755876
2293,6,23,-4.0,4.5,0.5,0.5,12,1,1.0,26,1.0872731508711415e-30,3.2595629065989737e-22,60260.891749781316,1.000000000743903,False,series_v0_8,0.0001056122500755876
2294,6,24,-4.0,5.0,0.5,0.5,0,-1,-1.0,26,1.0901227128810555e-26,3.451301901106355e-22,6.363231646316767,0.00010559471435424761,True,series_v0_8,0.00011734634097908873
2295,6,24,-4.0,5.0,0.5,0.5,1,-sqrt(2/3),-0.816496580927726,48,1.0389094176103199e-26,3.451301901106355e-22,6.676971744049519,0.00011080107769963045,True,series_v0_8,0.00011734634097908873
2296,6,24,-4.0,5.0,0.5,0.5,2,-1/sqrt(2),-0.7071067811865475,48,1.0071420633200548e-26,3.451301901106355e-22,6.887616070376127,0.00011429661718414314,True,series_v0_8,0.00011734634097908873
2297,6,24,-4.0,5.0,0.5,0.5,3,-1/sqrt(3),-0.5773502691896258,48,9.681094585803203e-27,3.451301901106355e-22,7.1653614176368485,0.00011890566526495496,True,series_v0_8,0.00011734634097908873
2298,6,24,-4.0,5.0,0.5,0.5,4,-1/2,-0.5,48,9.440739643522073e-27,3.451301901106355e-22,7.347815982675397,0.00012193340945984464,True,series_v0_8,0.00011734634097908873
2299,6,24,-4.0,5.0,0.5,0.5,5,-1/3,-0.3333333333333333,24,8.900814703407059e-27,3.451301901106355e-22,7.793602572672397,0.00012933101970729406,True,series_v0_8,0.00011734634097908873
2300,6,24,-4.0,5.0,0.5,0.5,6,0,0.0,192,7.708331669020433e-27,3.451301901106355e-22,8.999431369950223,0.00014934115834217777,True,series_v0_8,0.00011734634097908873
2301,6,24,-4.0,5.0,0.5,0.5,7,1/3,0.3333333333333333,24,6.2938264875081654e-27,3.451301901106355e-22,11.022196342822664,0.00018290795291893617,True,series_v0_8,0.00011734634097908873
2302,6,24,-4.0,5.0,0.5,0.5,8,1/2,0.5,48,5.4506136555875414e-27,3.451301901106355e-22,12.727445092767239,0.00021120572120112064,True,series_v0_8,0.00011734634097908873
2303,6,24,-4.0,5.0,0.5,0.5,9,1/sqrt(3),0.5773502691896258,48,5.0113034092916926e-27,3.451301901106355e-22,13.843237252426606,0.00022972174590786516,True,series_v0_8,0.00011734634097908873
2304,6,24,-4.0,5.0,0.5,0.5,10,1/sqrt(2),0.7071067811865475,48,4.171719150229185e-27,3.451301901106355e-22,16.629385287301872,0.0002759565087208134,True,series_v0_8,0.00011734634097908873
2305,6,24,-4.0,5.0,0.5,0.5,11,sqrt(2/3),0.816496580927726,48,3.3020412534226815e-27,3.451301901106355e-22,21.009281859306846,0.0003486387483638915,True,series_v0_8,0.00011734634097908873
2306,6,24,-4.0,5.0,0.5,0.5,12,1,1.0,26,1.1512303967262378e-30,3.451301901106355e-22,60260.891661540634,0.9999999992795922,False,series_v0_8,0.00011734634097908873
2307,6,25,-4.0,5.625,0.5,0.75,0,-1,-1.0,26,1.0901307075365824e-26,3.69097564423644e-22,6.805118279990495,0.00011292760673554982,True,series_v0_8,0.0001320139546082117
2308,6,25,-4.0,5.625,0.5,0.75,1,-sqrt(2/3),-0.816496580927726,48,1.0389170367659381e-26,3.69097564423644e-22,7.140641287900534,0.00011849544681254059,True,series_v0_8,0.0001320139546082117
2309,6,25,-4.0,5.625,0.5,0.75,2,-1/sqrt(2),-0.7071067811865475,48,1.0071494495571334e-26,3.69097564423644e-22,7.365910715368666,0.00012223368269147659,True,series_v0_8,0.0001320139546082117
2310,6,25,-4.0,5.625,0.5,0.75,3,-1/sqrt(3),-0.5773502691896258,48,9.681165586325729e-27,3.69097564423644e-22,7.662940127492356,0.0001271627403890957,True,series_v0_8,0.0001320139546082117
2311,6,25,-4.0,5.625,0.5,0.75,4,-1/2,-0.5,48,9.440808881791586e-27,3.69097564423644e-22,7.858062714819472,0.0001304007042128384,True,series_v0_8,0.0001320139546082117
2312,6,25,-4.0,5.625,0.5,0.75,5,-1/3,-0.3333333333333333,24,8.900879983062323e-27,3.69097564423644e-22,8.334800958112258,0.00013831194199582665,True,series_v0_8,0.0001320139546082117
2313,6,25,-4.0,5.625,0.5,0.75,6,0,0.0,192,7.708388205948688e-27,3.69097564423644e-22,9.624353432520689,0.0001597114340697622,True,series_v0_8,0.0001320139546082117
2314,6,25,-4.0,5.625,0.5,0.75,7,1/3,0.3333333333333333,24,6.293872654760192e-27,3.69097564423644e-22,11.787566421647783,0.00019560889472664277,True,series_v0_8,0.0001320139546082117
2315,6,25,-4.0,5.625,0.5,0.75,8,1/2,0.5,48,5.450653641968343e-27,3.69097564423644e-22,13.61121831981127,0.00022587150529490945,True,series_v0_8,0.0001320139546082117
2316,6,25,-4.0,5.625,0.5,0.75,9,1/sqrt(3),0.5773502691896258,48,5.0113401757773395e-27,3.69097564423644e-22,14.804485451715895,0.00024567318924188867,True,series_v0_8,0.0001320139546082117
2317,6,25,-4.0,5.625,0.5,0.75,10,1/sqrt(2),0.7071067811865475,48,4.171749763935268e-27,3.69097564423644e-22,17.784090597888095,0.00029511827811911316,True,series_v0_8,0.0001320139546082117
2318,6,25,-4.0,5.625,0.5,0.75,11,sqrt(2/3),0.816496580927726,48,3.3020654958625384e-27,3.69097564423644e-22,22.46810858139188,0.00037284726371789067,True,series_v0_8,0.0001320139546082117
2319,6,25,-4.0,5.625,0.5,0.75,12,1,1.0,26,1.2311769481817112e-30,3.69097564423644e-22,60260.891851052365,1.0000000024244464,False,series_v0_8,0.0001320139546082117
2320,6,26,-4.0,6.5,0.5,1.0,0,-1,-1.0,26,1.0901419000543204e-26,4.026518884621872e-22,7.423748678669527,0.00012319347538063965,True,series_v0_8,0.00015254861368918662
2321,6,26,-4.0,6.5,0.5,1.0,1,-sqrt(2/3),-0.816496580927726,48,1.0389277035932844e-26,4.026518884621872e-22,7.789767223881064,0.00012926737397151385,True,series_v0_8,0.00015254861368918662
2322,6,26,-4.0,6.5,0.5,1.0,2,-1/sqrt(2),-0.7071067811865475,48,1.0071597903046534e-26,4.026518884621872e-22,8.035511432424059,0.00013334537881993524,True,series_v0_8,0.00015254861368918662
2323,6,26,-4.0,6.5,0.5,1.0,3,-1/sqrt(3),-0.5773502691896258,48,9.6812649872916e-27,4.026518884621872e-22,8.359538059964262,0.00013872244209219294,True,series_v0_8,0.00015254861368918662
2324,6,26,-4.0,6.5,0.5,1.0,4,-1/2,-0.5,48,9.440905815653184e-27,4.026518884621872e-22,8.572395566189734,0.00014225470821377072,True,series_v0_8,0.00015254861368918662
2325,6,26,-4.0,6.5,0.5,1.0,5,-1/3,-0.3333333333333333,24,8.900971374981723e-27,4.026518884621872e-22,9.092465360998272,0.00015088501188326972,True,series_v0_8,0.00015254861368918662
2326,6,26,-4.0,6.5,0.5,1.0,6,0,0.0,192,7.708467358344579e-27,4.026518884621872e-22,10.499228918874946,0.00017422956451226853,True,series_v0_8,0.00015254861368918662
2327,6,26,-4.0,6.5,0.5,1.0,7,1/3,0.3333333333333333,24,6.2939372900501376e-27,4.026518884621872e-22,12.859065666185996,0.00021338990018843454,True,series_v0_8,0.00015254861368918662
2328,6,26,-4.0,6.5,0.5,1.0,8,1/2,0.5,48,5.450709624378608e-27,4.026518884621872e-22,14.848479049583643,0.0002464032414635377,True,series_v0_8,0.00015254861368918662
2329,6,26,-4.0,6.5,0.5,1.0,9,1/sqrt(3),0.5773502691896258,48,5.011391650546729e-27,4.026518884621872e-22,16.150209229641153,0.000268004816601705,True,series_v0_8,0.00015254861368918662
2330,6,26,-4.0,6.5,0.5,1.0,10,1/sqrt(2),0.7071067811865475,48,4.171792625320239e-27,4.026518884621872e-22,19.400649551449956,0.0003219442826441837,True,series_v0_8,0.00015254861368918662
2331,6,26,-4.0,6.5,0.5,1.0,11,sqrt(2/3),0.816496580927726,48,3.302099438231102e-27,4.026518884621872e-22,24.51042998477856,0.0004067385876861155,True,series_v0_8,0.00015254861368918662
2332,6,26,-4.0,6.5,0.5,1.0,12,1,1.0,26,1.343102126101385e-30,4.026518884621872e-22,60260.89181460717,1.0000000018196562,False,series_v0_8,0.00015254861368918662
2333,6,27,-4.0,7.625,0.5,1.25,0,-1,-1.0,26,1.090156290434269e-26,4.457931622259338e-22,8.21911195445239,0.00013639213961012185,True,series_v0_8,0.0001789503182218107
2334,6,27,-4.0,7.625,0.5,1.25,1,-sqrt(2/3),-0.816496580927726,48,1.0389414181018392e-26,4.457931622259338e-22,8.62433812714022,0.0001431166695867422,True,series_v0_8,0.0001789503182218107
2335,6,27,-4.0,7.625,0.5,1.25,2,-1/sqrt(2),-0.7071067811865475,48,1.0071730855782236e-26,4.457931622259338e-22,8.896406436163884,0.00014763150999693315,True,series_v0_8,0.0001789503182218107
2336,6,27,-4.0,7.625,0.5,1.25,3,-1/sqrt(3),-0.5773502691896258,48,9.681392788935133e-27,4.457931622259338e-22,9.255142954273733,0.00015358456691262368,True,series_v0_8,0.0001789503182218107
2337,6,27,-4.0,7.625,0.5,1.25,4,-1/2,-0.5,48,9.441030445391124e-27,4.457931622259338e-22,9.49080196369397,0.00015749521281833084,True,series_v0_8,0.0001789503182218107
2338,6,27,-4.0,7.625,0.5,1.25,5,-1/3,-0.3333333333333333,24,8.90108887956726e-27,4.457931622259338e-22,10.066582445113966,0.00016705000806163905,True,series_v0_8,0.0001789503182218107
2339,6,27,-4.0,7.625,0.5,1.25,6,0,0.0,192,7.708569126904397e-27,4.457931622259338e-22,11.624042428158251,0.00019289529410005112,True,series_v0_8,0.0001789503182218107
2340,6,27,-4.0,7.625,0.5,1.25,7,1/3,0.3333333333333333,24,6.294020394515043e-27,4.457931622259338e-22,14.236675210600154,0.00023625065623497887,True,series_v0_8,0.0001789503182218107
2341,6,27,-4.0,7.625,0.5,1.25,8,1/2,0.5,48,5.450781604295399e-27,4.457931622259338e-22,16.439205493397402,0.0002728005681344109,True,series_v0_8,0.0001789503182218107
2342,6,27,-4.0,7.625,0.5,1.25,9,1/sqrt(3),0.5773502691896258,48,5.011457835289253e-27,4.457931622259338e-22,17.880384884015207,0.00029671623466112027,True,series_v0_8,0.0001789503182218107
2343,6,27,-4.0,7.625,0.5,1.25,10,1/sqrt(2),0.7071067811865475,48,4.171847736580432e-27,4.457931622259338e-22,21.47903366382508,0.00035643404961529374,True,series_v0_8,0.0001789503182218107
2344,6,27,-4.0,7.625,0.5,1.25,11,sqrt(2/3),0.816496580927726,48,3.302143083480973e-27,4.457931622259338e-22,27.136210054406984,0.0004503121226162766,True,series_v0_8,0.0001789503182218107
2345,6,27,-4.0,7.625,0.5,1.25,12,1,1.0,26,1.487005925213306e-30,4.457931622259338e-22,60260.89181917908,1.0000000018955248,False,series_v0_8,0.0001789503182218107
2346,6,28,-4.0,9.25,0.5,2.0,0,-1,-1.0,26,1.0901770765386395e-26,5.081083354404185e-22,9.367932949545258,0.00015545626167319515,True,series_v0_8,0.00021708611365793592
2347,6,28,-4.0,9.25,0.5,2.0,1,-sqrt(2/3),-0.816496580927726,48,1.0389612279798064e-26,5.081083354404185e-22,9.829790533734593,0.00016312056220247812,True,series_v0_8,0.00021708611365793592
2348,6,28,-4.0,9.25,0.5,2.0,2,-1/sqrt(2),-0.7071067811865475,48,1.0071922899154129e-26,5.081083354404185e-22,10.139881315937828,0.0001682663669429969,True,series_v0_8,0.00021708611365793592
2349,6,28,-4.0,9.25,0.5,2.0,3,-1/sqrt(3),-0.5773502691896258,48,9.681577392106915e-27,5.081083354404185e-22,10.548752724013255,0.0001750513878165234,True,series_v0_8,0.00021708611365793592
2350,6,28,-4.0,9.25,0.5,2.0,4,-1/2,-0.5,48,9.441210467091526e-27,5.081083354404185e-22,10.817346174686312,0.0001795085646533371,True,series_v0_8,0.00021708611365793592
2351,6,28,-4.0,9.25,0.5,2.0,5,-1/3,-0.3333333333333333,24,8.901258609781746e-27,5.081083354404185e-22,11.473595049590545,0.0001903986934970544,True,series_v0_8,0.00021708611365793592
2352,6,28,-4.0,9.25,0.5,2.0,6,0,0.0,192,7.708716128305916e-27,5.081083354404185e-22,13.24872061700809,0.00021985603336034155,True,series_v0_8,0.00021708611365793592
