target_z,snapshot_z,n_H_m3,dt_s,q_activity,converged,convergence_basis,newton_iterations,gmres_iterations,net_scaled_residual_relative,backward_error_relative,raw_residual_inf,equation_scale,number_relative_residual,minimum_occupation,explicit_trial_minimum,collision_entropy_production,total_free_energy_change,transported_energy_residual_J_per_H,atom_energy_change_J_per_H,restart_exact
1300.0,1299.9971824762927,412793660.3935455,100000.0,1.0,True,gross_backward_error,6,128,1.73712431307357e-10,1.3200190226745005e-17,1.278028685972503e-27,9.681895972855598e-11,2.5609198306764287e-14,5.2561436793919615e-18,5.2561436793904015e-18,-1.0256363871465551e-25,1.067151510876954,0.0,0.0,True
1100.0,1099.9986525171403,250186754.37302318,100000.0,1.0,True,gross_backward_error,4,85,1.7360417856396494e-10,1.3191964236269897e-17,1.277232254131966e-27,9.681895972855598e-11,1.3842809895548262e-16,7.154911099876927e-18,7.154911099876912e-18,-2.163963442910934e-27,0.02283712897369128,0.0,0.0,True
900.0,900.0168986313175,137120617.26437098,100000.0,1.0,True,gross_backward_error,3,72,1.7360347970652978e-10,1.3191911130968129e-17,1.2772271125318926e-27,9.681895972855598e-11,0.0,7.24456122449734e-18,7.244561224497318e-18,-4.657845748059254e-30,4.921875387253749e-05,0.0,0.0,True
