native_bin,Eb_eV,raw_COMKHW_M2,native_FP_target,required_scale
136,10.194417,2.654389649528887e-12,0.0005525128166864,208150606.97078234
137,10.195745,6.024622289351311e-12,0.0010184312663784,169044832.59946534
138,10.196889,1.0239082535195574e-11,0.0023637773801441,230858318.80140713
139,10.197848,1.367241563628921e-07,0.0101400097803139,74163.99596133086
140,10.199581,1.3688085126347964e-07,0.0101400097803139,74079.09643106739
141,10.200541,1.0238022991698996e-11,0.0023637773801441,230882210.5655217
142,10.201684,6.021128675070325e-12,0.0010184312663784,169142916.77490267
143,10.203012,2.6603185273852255e-12,0.0005525128166864,207686715.33083445
