ell,MB_kernel_norm,MJ_kernel_norm,relative_measure_change,MB_max_source_orientation_spread,MJ_max_source_orientation_spread
0,1.3967335021531773,1.396733501316753,6.524106363602821e-10,0.23614409176716092,0.23614409581321924
1,1.3298015959517957,1.3298015951589626,6.531036295287765e-10,0.7472945649505747,0.7472946843154062
2,1.320385554829847,1.3203855540408476,6.532365293489269e-10,18.346921619853894,18.34692161985369
3,1.3160509923897754,1.3160509916033667,6.531335639974778e-10,30.95949600247413,30.95947430801097
4,1.306550842194038,1.3065508414141447,6.532113014306661e-10,55.17200703240184,55.172032877461774
5,1.3140194523954791,1.3140194516100645,6.532055320653046e-10,20.81882434380461,20.818827628635194
6,1.3108638177334377,1.3108638169506888,6.531937678693994e-10,6.942737491035711,6.942737749914574
