physics_orbit_id,frequency_i,frequency_j,x_i,x_j,mu,q_dimensionless,delta_dimensionless,log_S_MJ_over_S_MB,S_MJ_over_S_MB,delta_even_residual,full_mean_amp2,amplitude_quad_change
522,2,9,-3.0,0.5,-0.3333333333333333,1.774013745574001e-08,8.923450945306406e-13,-9.234113917955256e-09,0.9999999907658861,0.0,2664421117.638056,1.789646370262331e-14
523,2,9,-3.0,0.5,0.0,1.5363409709777387e-08,8.923450945306406e-13,-1.6014606529779485e-08,0.9999999839853936,0.0,10135335798.915834,1.6184168504749622e-14
524,2,9,-3.0,0.5,0.3333333333333333,1.2544171510004744e-08,8.923450945306406e-13,-3.5387444086154574e-08,0.9999999646125566,0.0,19075479033.9224,2.2397660000580727e-14
525,2,9,-3.0,0.5,0.5,1.0863571206255378e-08,8.923450945306406e-13,-6.250941808616517e-08,0.9999999374905839,3.552713678800501e-15,23304057927.728542,4.910772120617735e-16
526,2,9,-3.0,0.5,0.5773502691896258,9.987985697456575e-09,8.923450945306406e-13,-8.727683820097809e-08,0.9999999127231656,1.7763568394002505e-15,25156825053.491016,7.581833672400631e-16
527,2,9,-3.0,0.5,0.7071067811865475,8.314617453739073e-09,8.923450945306406e-13,-1.8117743394441277e-07,0.9999998188225825,0.0,28086465678.13017,7.334267497535269e-15
528,2,9,-3.0,0.5,0.816496580927726,6.581269812525694e-09,8.923450945306406e-13,-4.6076756277102504e-07,0.9999995392325434,0.0,30367957101.307102,2.2610856091565845e-15
530,2,10,-3.0,1.0,-1.0,2.172726983540778e-08,1.0198229651766164e-12,-7.1260188860833296e-09,0.9999999928739811,3.552713678800501e-15,78689564.42494057,4.923526948857319e-15
531,2,10,-3.0,1.0,-0.816496580927726,2.07065360385946e-08,1.0198229651766164e-12,-8.528903805427035e-09,0.9999999914710962,-3.552713678800501e-15,103499684.92366622,5.758920408245749e-16
532,2,10,-3.0,1.0,-0.7071067811865475,2.0073379902076955e-08,1.0198229651766164e-12,-9.588674743099546e-09,0.9999999904113253,0.0,568673990.9796718,1.7399021565360344e-14
533,2,10,-3.0,1.0,-0.5773502691896258,1.9295419830281206e-08,1.0198229651766164e-12,-1.1142699207766782e-08,0.9999999888573009,0.0,3231989771.2820253,2.1392823873952722e-14
534,2,10,-3.0,1.0,-0.5,1.8816367639251615e-08,1.0198229651766164e-12,-1.2266891502576982e-08,0.9999999877331086,-3.552713678800501e-15,6064910251.322783,1.6667926374840333e-14
535,2,10,-3.0,1.0,-0.3333333333333333,1.7740241543275566e-08,1.0198229651766164e-12,-1.5388128105087162e-08,0.999999984611872,0.0,14086496781.310228,1.2457041444936776e-14
536,2,10,-3.0,1.0,0.0,1.5363499854210625e-08,1.0198229651766164e-12,-2.6955081722235263e-08,0.9999999730449186,3.552713678800501e-15,31054841510.00133,5.773359732865927e-15
537,2,10,-3.0,1.0,0.3333333333333333,1.2544245115864868e-08,1.0198229651766164e-12,-6.000351504553691e-08,0.9999999399964867,7.105427357601002e-15,44246004803.7688,1.896743903002098e-15
538,2,10,-3.0,1.0,0.5,1.0863634953604819e-08,1.0198229651766164e-12,-1.0627132596141564e-07,0.9999998937286797,0.0,49246510280.42484,8.210894697994055e-15
539,2,10,-3.0,1.0,0.5773502691896258,9.988044308764881e-09,1.0198229651766164e-12,-1.485224601083246e-07,0.9999998514775509,0.0,51252264488.536575,1.3397369163387495e-14
540,2,10,-3.0,1.0,0.7071067811865475,8.314666249919635e-09,1.0198229651766164e-12,-3.0870894818235683e-07,0.9999996912910994,7.105427357601002e-15,54215130946.325096,2.5048952254805033e-14
541,2,10,-3.0,1.0,0.816496580927726,6.581308443086595e-09,1.0198229651766164e-12,-7.856661987659663e-07,0.9999992143341099,-2.1316282072803006e-14,56346404984.282585,1.0967531241853518e-14
543,2,11,-3.0,1.5,-1.0,2.172739731327843e-08,1.1473008358247947e-12,-1.1103526986744328e-08,0.9999999888964731,0.0,139916121.23390177,4.899030997086463e-15
544,2,11,-3.0,1.5,-0.816496580927726,2.0706657528245184e-08,1.1473008358247947e-12,-1.3350618388585644e-08,0.9999999866493817,-3.552713678800501e-15,1370414083.7215753,1.72235819898726e-14
545,2,11,-3.0,1.5,-0.7071067811865475,2.007349767728021e-08,1.1473008358247947e-12,-1.5048133406025954e-08,0.9999999849518667,0.0,9330090099.527563,7.155043674424731e-15
546,2,11,-3.0,1.5,-0.5773502691896258,1.9295533041555314e-08,1.1473008358247947e-12,-1.7537310270654416e-08,0.9999999824626898,0.0,24813773944.833675,1.2452377425641778e-14
547,2,11,-3.0,1.5,-0.5,1.8816478040161205e-08,1.1473008358247947e-12,-1.933800675146813e-08,0.9999999806619935,0.0,34318421346.15323,3.334678970644952e-15
548,2,11,-3.0,1.5,-0.3333333333333333,1.7740345631116443e-08,1.1473008358247947e-12,-2.433750978525495e-08,0.9999999756624905,7.105427357601002e-15,51983054710.61318,2.1427975092334867e-14
549,2,11,-3.0,1.5,0.0,1.5363589999172687e-08,1.1473008358247947e-12,-4.286510346673822e-08,0.9999999571348974,-7.105427357601002e-15,74315201746.98386,2.258577999410628e-15
550,2,11,-3.0,1.5,0.3333333333333333,1.2544318722588553e-08,1.1473008358247947e-12,-9.580106841156066e-08,0.9999999041989361,-5.329070518200751e-15,85177750032.0089,5.732497627801968e-15
551,2,11,-3.0,1.5,0.5,1.0863698702076062e-08,1.1473008358247947e-12,-1.6991140938671379e-07,0.999999830088605,0.0,88163921872.815,1.2807397477779048e-14
552,2,11,-3.0,1.5,0.5773502691896258,9.98810292135625e-09,1.1473008358247947e-12,-2.3758795819617262e-07,0.99999976241207,7.105427357601002e-15,89177097531.2277,6.673157009052831e-15
553,2,11,-3.0,1.5,0.7071067811865475,8.314715047768268e-09,1.1473008358247947e-12,-4.941697504534659e-07,0.9999995058303717,0.0,90452296353.55183,7.085161642773868e-15
554,2,11,-3.0,1.5,0.816496580927726,6.581347075889939e-09,1.1473008358247947e-12,-1.2581450725690502e-06,0.9999987418557189,0.0,91163090579.4312,1.3055563817661282e-14
556,2,12,-3.0,2.0,-1.0,2.1727524791149077e-08,1.2747787064707706e-12,-1.665251048166283e-08,0.9999999833474896,-3.552713678800501e-15,314916834.3680657,4.9210477022288604e-15
557,2,12,-3.0,2.0,-0.816496580927726,2.070677901796777e-08,1.2747787064707706e-12,-2.0077347784308586e-08,0.9999999799226524,0.0,35582569650.67122,1.5437794730478043e-14
558,2,12,-3.0,2.0,-0.7071067811865475,2.0073615452602e-08,1.2747787064707706e-12,-2.2664572441044584e-08,0.9999999773354278,-3.552713678800501e-15,77074697206.1852,1.1482494225796044e-14
559,2,12,-3.0,2.0,-0.5773502691896258,1.929564625300737e-08,1.2747787064707706e-12,-2.6458383928229523e-08,0.9999999735416164,-3.552713678800501e-15,108013732279.85033,2.1190068253960083e-14
560,2,12,-3.0,2.0,-0.5,1.8816588441286676e-08,1.2747787064707706e-12,-2.9202865903243946e-08,0.9999999707971345,0.0,119149742063.26105,7.043518382036612e-15
561,2,12,-3.0,2.0,-0.3333333333333333,1.7740449719262626e-08,1.2747787064707706e-12,-3.682272620153526e-08,0.9999999631772745,-7.105427357601002e-15,132365887340.0787,1.1297180551383827e-14
562,2,12,-3.0,2.0,0.0,1.5363680144663558e-08,1.2747787064707706e-12,-6.506102856462803e-08,0.9999999349389735,-3.552713678800501e-15,138665899493.15536,9.4634359577336e-15
563,2,12,-3.0,2.0,0.3333333333333333,1.2544392330175784e-08,1.2747787064707706e-12,-1.4574189677318827e-07,0.9999998542581139,-3.552713678800501e-15,136024478391.49425,4.4870715162262e-16
564,2,12,-3.0,2.0,0.5,1.086376245166908e-08,1.2747787064707706e-12,-2.5869510622555936e-07,0.9999997413049272,3.552713678800501e-15,133673408140.83572,1.1414977200569042e-16
565,2,12,-3.0,2.0,0.5773502691896258,9.988161535230653e-09,1.2747787064707706e-12,-3.6184244578407743e-07,0.9999996381576197,3.552713678800501e-15,132485773711.27563,8.06211266654734e-16
566,2,12,-3.0,2.0,0.7071067811865475,8.314763847284942e-09,1.2747787064707706e-12,-7.529044090404113e-07,0.9999992470958744,1.4210854715202004e-14,130412821213.854,1.5210487432613521e-15
567,2,12,-3.0,2.0,0.816496580927726,6.581385710935681e-09,1.2747787064707706e-12,-1.917296081899167e-06,0.9999980827057561,0.0,128595351643.47723,1.77986088153529e-15
569,2,13,-3.0,2.5,-1.0,2.172765226901972e-08,1.4022565771189487e-12,-2.4140746290868265e-08,0.999999975859254,7.105427357601002e-15,1260927526.459447,5.105211442102038e-15
570,2,13,-3.0,2.5,-0.816496580927726,2.0706900507762347e-08,1.4022565771189487e-12,-2.9154943348430606e-08,0.9999999708450571,0.0,270390914591.6044,1.3543758970345624e-14
571,2,13,-3.0,2.5,-0.7071067811865475,2.0073733228042332e-08,1.4022565771189487e-12,-3.294281114563091e-08,0.9999999670571894,3.552713678800501e-15,275690199967.6115,1.1290909031643835e-14
572,2,13,-3.0,2.5,-0.5773502691896258,1.9295759464637388e-08,1.4022565771189487e-12,-3.849719831805487e-08,0.9999999615028025,0.0,261528814968.39764,1.2369051118290315e-14
573,2,13,-3.0,2.5,-0.5,1.881669884262804e-08,1.4022565771189487e-12,-4.251529972520984e-08,0.9999999574847012,0.0,251684368769.32755,1.2125337093528368e-14
574,2,13,-3.0,2.5,-0.3333333333333333,1.7740553807714118e-08,1.4022565771189487e-12,-5.3671271871280624e-08,0.9999999463287296,0.0,232004657543.33316,8.550011879630051e-15
575,2,13,-3.0,2.5,0.0,1.5363770290683232e-08,1.4022565771189487e-12,-9.501400377587288e-08,0.9999999049860008,0.0,201642685996.9916,5.902448387801961e-15
576,2,13,-3.0,2.5,0.3333333333333333,1.2544465938626548e-08,1.4022565771189487e-12,-2.1313609011031076e-07,0.9999997868639326,0.0,180164162355.5848,5.759178977016103e-15
577,2,13,-3.0,2.5,0.5,1.086382620238386e-08,1.4022565771189487e-12,-3.7850702128139346e-07,0.9999996214930503,-7.105427357601002e-15,171628210914.6929,7.823733815925052e-15
578,2,13,-3.0,2.5,0.5773502691896258,9.98822015038807e-09,1.4022565771189487e-12,-5.295214968725759e-07,0.9999994704786433,-7.105427357601002e-15,168043511070.52905,3.632104319956938e-15
579,2,13,-3.0,2.5,0.7071067811865475,8.314812648469631e-09,1.4022565771189487e-12,-1.1020618835289042e-06,0.9999988979387238,-7.105427357601002e-15,162479493024.8368,6.3860222415353765e-15
580,2,13,-3.0,2.5,0.816496580927726,6.581424348223791e-09,1.4022565771189487e-12,-2.806807700039826e-06,0.999997193196239,2.842170943040401e-14,158152279874.72937,4.0522282772820305e-15
582,2,14,-3.0,3.0,-1.0,2.172777974689037e-08,1.5297344477649244e-12,-3.397472880806163e-08,0.9999999660252717,0.0,97621324263024.72,4.961774526792226e-15
583,2,14,-3.0,3.0,-0.816496580927726,2.070702199762892e-08,1.5297344477649244e-12,-4.107614870463294e-08,0.9999999589238522,0.0,532386358416.9212,1.4789137685012012e-14
584,2,14,-3.0,3.0,-0.7071067811865475,2.0073851003601207e-08,1.5297344477649244e-12,-4.644076412319009e-08,0.999999953559237,0.0,421681457513.7655,1.1724128647721275e-14
585,2,14,-3.0,3.0,-0.5773502691896258,1.9295872676445347e-08,1.5297344477649244e-12,-5.430723959420902e-08,0.9999999456927618,0.0,351182996791.387,9.732728467005974e-15
586,2,14,-3.0,3.0,-0.5,1.8816809244185276e-08,1.5297344477649244e-12,-5.999792485056332e-08,0.9999999400020769,5.329070518200751e-15,322933215967.73926,9.072115704234875e-15
587,2,14,-3.0,3.0,-0.3333333333333333,1.7740657896470905e-08,1.5297344477649244e-12,-7.579773075860885e-08,0.9999999242022721,1.7763568394002505e-15,279741149015.1592,7.636454187275245e-15
588,2,14,-3.0,3.0,0.0,1.5363860437231697e-08,1.5297344477649244e-12,-1.3434993562100317e-07,0.9999998656500734,-7.105427357601002e-15,228478191035.33044,6.4113066694119865e-15
589,2,14,-3.0,3.0,0.3333333333333333,1.2544539547940827e-08,1.5297344477649244e-12,-3.01641932765051e-07,0.9999996983581128,-3.552713678800501e-15,197904282485.01016,5.551334204115637e-15
590,2,14,-3.0,3.0,0.5,1.0863889954220377e-08,1.5297344477649244e-12,-5.358507202402052e-07,0.9999994641494233,-1.4210854715202004e-14,186598575327.5021,5.069947185902044e-15
591,2,14,-3.0,3.0,0.5773502691896258,9.988278766828475e-09,1.5297344477649244e-12,-7.497270040346393e-07,0.999999250273277,7.105427357601002e-15,181970855424.37863,4.863469831809315e-15
592,2,14,-3.0,3.0,0.7071067811865475,8.314861451322304e-09,1.5297344477649244e-12,-1.5605950238750665e-06,0.9999984394061938,7.105427357601002e-15,174925637650.95297,4.710427930633936e-15
593,2,14,-3.0,3.0,0.816496580927726,6.581462987754221e-09,1.5297344477649244e-12,-3.9749642297692844e-06,0.9999960250436704,2.842170943040401e-14,169581708538.99692,4.318991012120701e-15
595,2,15,-3.0,3.5,-1.0,2.1727907224761018e-08,1.6572123184131031e-12,-4.65996166099103e-08,0.9999999534003845,-3.552713678800501e-15,1255861741.4031928,4.935959789422777e-15
596,2,15,-3.0,3.5,-0.816496580927726,2.0707143487567498e-08,1.6572123184131031e-12,-5.638061395529803e-08,0.9999999436193876,-7.105427357601002e-15,269845942481.26807,1.549368563663034e-14
597,2,15,-3.0,3.5,-0.7071067811865475,2.007396877927862e-08,1.6572123184131031e-12,-6.376946437569586e-08,0.9999999362305376,-1.7763568394002505e-15,275415928084.5489,1.4404704854368842e-14
598,2,15,-3.0,3.5,-0.5773502691896258,1.929598588843127e-08,1.6572123184131031e-12,-7.460420370364318e-08,0.9999999253957991,-1.7763568394002505e-15,261409776666.35287,8.055218582404439e-15
599,2,15,-3.0,3.5,-0.5,1.8816919645958386e-08,1.6572123184131031e-12,-8.244216154196238e-08,0.9999999175578419,3.552713678800501e-15,251618992628.0276,7.640947139142321e-15
600,2,15,-3.0,3.5,-0.3333333333333333,1.7740761985532985e-08,1.6572123184131031e-12,-1.0420370877284313e-07,0.9999998957962967,5.329070518200751e-15,232010177912.83316,6.5767757258618064e-15
601,2,15,-3.0,3.5,0.0,1.536395058430895e-08,1.6572123184131031e-12,-1.848494619594021e-07,0.9999998151505551,0.0,201718984908.73117,3.3283268753993214e-15
602,2,15,-3.0,3.5,0.3333333333333333,1.2544613158118606e-08,1.6572123184131031e-12,-4.152658554801292e-07,0.9999995847342308,7.105427357601002e-15,180292999573.63724,9.309661500137515e-15
603,2,15,-3.0,3.5,0.5,1.0863953707178618e-08,1.6572123184131031e-12,-7.378488255938009e-07,0.9999992621514466,7.105427357601002e-15,171794515770.06638,8.171440092004386e-15
604,2,15,-3.0,3.5,0.5773502691896258,9.98833738455185e-09,1.6572123184131031e-12,-1.0324271890738146e-06,0.9999989675733438,-7.105427357601002e-15,168235205770.86017,0.0
605,2,15,-3.0,3.5,0.7071067811865475,8.314910255842932e-09,1.6572123184131031e-12,-2.1492606663287006e-06,0.9999978507416434,-1.4210854715202004e-14,162741081617.11334,6.000712851949656e-15
606,2,15,-3.0,3.5,0.816496580927726,6.581501629526936e-09,1.6572123184131031e-12,-5.474645448089177e-06,0.9999945253695377,1.4210854715202004e-14,158546381923.67166,5.389540758560953e-15
608,2,16,-3.0,4.0,-1.0,2.1728034702631666e-08,1.784690189059079e-12,-6.249924133783225e-08,0.9999999375007607,-3.552713678800501e-15,314284650.12946707,5.1205981847112106e-15
609,2,16,-3.0,4.0,-0.816496580927726,2.0707264977578065e-08,1.784690189059079e-12,-7.565487436522744e-08,0.9999999243451285,1.7763568394002505e-15,35447341752.518715,1.2483443353860456e-14
610,2,16,-3.0,4.0,-0.7071067811865475,2.0074086555074566e-08,1.784690189059079e-12,-8.55930206711264e-08,0.999999914406983,-5.329070518200751e-15,76931716248.04051,1.309057079758897e-14
611,2,16,-3.0,4.0,-0.5773502691896258,1.9296099100595126e-08,1.784690189059079e-12,-1.0016595552997387e-07,0.9999998998340495,0.0,107925666822.77708,1.1027826669159096e-14
612,2,16,-3.0,4.0,-0.5,1.8817030047947374e-08,1.784690189059079e-12,-1.1070816796632243e-07,0.9999998892918381,-7.105427357601002e-15,119097634895.53168,5.252920027431811e-15
613,2,16,-3.0,4.0,-0.3333333333333333,1.7740866074900354e-08,1.784690189059079e-12,-1.39977878177433e-07,0.9999998600221316,-7.105427357601002e-15,132380890817.88266,7.261650114290078e-15
614,2,16,-3.0,4.0,0.0,1.5364040731914976e-08,1.784690189059079e-12,-2.484479573183762e-07,0.9999997515520735,3.552713678800501e-15,138778144202.5923,1.979117134784899e-15
615,2,16,-3.0,4.0,0.3333333333333333,1.254468676915987e-08,1.784690189059079e-12,-5.583624904659246e-07,0.9999994416376654,7.105427357601002e-15,136226243775.73468,4.816457618604418e-15
616,2,16,-3.0,4.0,0.5,1.0864017461258554e-08,1.784690189059079e-12,-9.922428070296974e-07,0.9999990077576852,7.105427357601002e-15,133940400330.71564,2.620211284802458e-15
617,2,16,-3.0,4.0,0.5773502691896258,9.988396003558172e-09,1.784690189059079e-12,-1.3884564218358264e-06,0.9999986115445421,0.0,132796654739.60358,1.1260534620071591e-14
618,2,16,-3.0,4.0,0.7071067811865475,8.314959062031482e-09,1.784690189059079e-12,-2.890619001050254e-06,0.9999971093851768,1.4210854715202004e-14,130843580315.24564,3.4985566030224437e-15
619,2,16,-3.0,4.0,0.816496580927726,6.581540273541894e-09,1.784690189059079e-12,-7.363325977394197e-06,0.9999926367011318,2.842170943040401e-14,129251853309.79454,1.0861032610382084e-14
621,3,3,-2.5,-2.5,-1.0,2.17265049681839e-08,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,12586508.892174613,4.883585309572024e-15
622,3,3,-2.5,-2.5,-0.816496580927726,2.0705807102059127e-08,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,12874008.69266422,4.919208661862934e-15
623,3,3,-2.5,-2.5,-0.7071067811865475,2.0072673253109888e-08,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,13056544.593950564,5.2784157420545135e-15
624,3,3,-2.5,-2.5,-0.5773502691896258,1.9294740566017917e-08,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,13285468.354925113,5.187462623099514e-15
625,3,3,-2.5,-2.5,-0.5,1.8815705237896075e-08,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,13429125.39946667,5.270672033011724e-15
626,3,3,-2.5,-2.5,-0.3333333333333333,1.7739617022031405e-08,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,13762060.998560883,4.8724697107015065e-15
627,3,3,-2.5,-2.5,0.0,1.5362958994486047e-08,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,15397189.955909498,4.113083962411354e-15
628,3,3,-2.5,-2.5,0.3333333333333333,1.2543803491930716e-08,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,32379928.16996859,2.2549676289144265e-14
629,3,3,-2.5,-2.5,0.5,1.0863252484091947e-08,0.0,-5.16330089794792e-10,0.9999999994836699,0.0,61079106.7932064,1.097842271979209e-14
630,3,3,-2.5,-2.5,0.5773502691896258,9.987692657595255e-09,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,82357115.37787543,2.1712020085420426e-15
631,3,3,-2.5,-2.5,0.7071067811865475,8.31437349452179e-09,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,132630844.2098128,1.06733114898683e-14
632,3,3,-2.5,-2.5,0.816496580927726,6.5810766888737375e-09,0.0,-5.163336425084708e-10,0.9999999994836664,0.0,191636170.0146285,2.7992721986541814e-15
633,3,4,-2.5,-2.0,-1.0,2.1726632446054546e-08,1.274778706481784e-13,-5.179465745186462e-10,0.9999999994820534,-3.552713678800501e-15,15539353.876927208,5.034385398987375e-15
634,3,4,-2.5,-2.0,-0.816496580927726,2.0705928591133673e-08,1.274778706481784e-13,-5.182876350318111e-10,0.9999999994817124,3.552713678800501e-15,15981757.11590133,5.128121142863456e-15
635,3,4,-2.5,-2.0,-0.7071067811865475,2.007279102736471e-08,1.274778706481784e-13,-5.185469831303635e-10,0.999999999481453,0.0,16267262.74907028,5.381625868117142e-15
636,3,4,-2.5,-2.0,-0.5773502691896258,1.9294853775868245e-08,1.274778706481784e-13,-5.189271234939952e-10,0.9999999994810729,0.0,16631169.112113012,5.151873346187029e-15
637,3,4,-2.5,-2.0,-0.5,1.881581563707843e-08,1.274778706481784e-13,-5.192042351609416e-10,0.9999999994807958,-3.552713678800501e-15,16863838.96377048,4.859889064538245e-15
638,3,4,-2.5,-2.0,-0.3333333333333333,1.773972110742961e-08,1.274778706481784e-13,-5.199645158882049e-10,0.9999999994800355,0.0,17483759.185163774,4.687572374921979e-15
639,3,4,-2.5,-2.0,0.0,1.536304913521728e-08,1.274778706481784e-13,-5.227889232628513e-10,0.9999999994772111,0.0,27990579.704864312,6.654542952918047e-16
640,3,4,-2.5,-2.0,0.3333333333333333,1.2543877091745484e-08,1.274778706481784e-13,-5.30860688741086e-10,0.9999999994691393,-3.552713678800501e-15,120491720.14047554,1.904511630489768e-14
641,3,4,-2.5,-2.0,0.5,1.0863316223588242e-08,1.274778706481784e-13,-5.421547655259928e-10,0.9999999994578452,3.552713678800501e-15,240426998.84395576,3.631905111148563e-14
642,3,4,-2.5,-2.0,0.5773502691896258,9.987751259921513e-09,1.274778706481784e-13,-5.524753987629083e-10,0.9999999994475246,-3.552713678800501e-15,319118705.2083549,2.1479574958461132e-14
643,3,4,-2.5,-2.0,0.7071067811865475,8.31442227902502e-09,1.274778706481784e-13,-5.915836709391442e-10,0.9999999994084163,0.0,487792636.74507934,1.3685569875324881e-14
644,3,4,-2.5,-2.0,0.816496580927726,6.581115303736428e-09,1.274778706481784e-13,-7.080416253302246e-10,0.9999999992919584,3.552713678800501e-15,667529539.2627513,5.018176484109747e-14
646,3,5,-2.5,-1.5,-1.0,2.1726759923925195e-08,2.5495574129415405e-13,-5.421583182396716e-10,0.9999999994578417,-3.552713678800501e-15,19667707.384984944,4.924699450936229e-15
647,3,5,-2.5,-1.5,-0.816496580927726,2.070605008028022e-08,2.5495574129415405e-13,-5.47636602732382e-10,0.9999999994523634,0.0,20386027.895497397,5.299385403041491e-15
648,3,5,-2.5,-1.5,-0.7071067811865475,2.007290880173809e-08,2.5495574129415405e-13,-5.517755141681846e-10,0.9999999994482245,0.0,20860871.94851608,5.178758535214553e-15
649,3,5,-2.5,-1.5,-0.5773502691896258,1.929496698589655e-08,2.5495574129415405e-13,-5.578471018452547e-10,0.9999999994421529,0.0,21484001.18421993,5.028552071331405e-15
650,3,5,-2.5,-1.5,-0.5,1.8815926036476707e-08,2.5495574129415405e-13,-5.622382559522521e-10,0.9999999994377617,3.552713678800501e-15,21926415.48004631,4.587290528632236e-15
651,3,5,-2.5,-1.5,-0.3333333333333333,1.773982519313316e-08,2.5495574129415405e-13,-5.744311692978954e-10,0.9999999994255688,3.552713678800501e-15,24631074.533167616,2.7223832757283688e-15
652,3,5,-2.5,-1.5,0.0,1.5363139276477385e-08,2.5495574129415405e-13,-6.19618134578559e-10,0.9999999993803819,0.0,102498735.53691112,2.471442588715511e-15
653,3,5,-2.5,-1.5,0.3333333333333333,1.2543950692423908e-08,2.5495574129415405e-13,-7.48727302379848e-10,0.9999999992512727,0.0,520133968.31208026,4.3546021591611535e-15
654,3,5,-2.5,-1.5,0.5,1.0863379964206457e-08,2.5495574129415405e-13,-9.294787162161811e-10,0.9999999990705213,0.0,932132383.9754964,7.673327840560144e-15
655,3,5,-2.5,-1.5,0.5773502691896258,9.987809863530972e-09,2.5495574129415405e-13,-1.0945342410195735e-09,0.9999999989054658,0.0,1173055598.6504743,1.4227203345100909e-15
656,3,5,-2.5,-1.5,0.7071067811865475,8.314471065196505e-09,2.5495574129415405e-13,-1.7203269919718878e-09,0.999999998279673,-3.552713678800501e-15,1645677526.7472444,1.8399205830893592e-14
657,3,5,-2.5,-1.5,0.816496580927726,6.581153920841808e-09,2.5495574129415405e-13,-3.583611629665029e-09,0.9999999964163884,3.552713678800501e-15,2106583170.5222616,2.3540995269999444e-14
659,3,6,-2.5,-1.0,-1.0,2.172688740179584e-08,3.824336119423324e-13,-6.470486368925776e-10,0.9999999993529514,0.0,25689622.45623405,4.930390486021673e-15
660,3,6,-2.5,-1.0,-0.816496580927726,2.0706171569498786e-08,3.824336119423324e-13,-6.747953307240095e-10,0.9999999993252047,0.0,26940223.217100248,5.254634685123811e-15
661,3,6,-2.5,-1.0,-0.7071067811865475,2.007302657623002e-08,3.824336119423324e-13,-6.957527887152537e-10,0.9999999993042472,3.552713678800501e-15,27799445.055432104,5.092225080726612e-15
662,3,6,-2.5,-1.0,-0.5773502691896258,1.9295080196102832e-08,3.824336119423324e-13,-7.264908674642356e-10,0.9999999992735091,0.0,29157429.715578925,4.4717645457103415e-15
663,3,6,-2.5,-1.0,-0.5,1.881603643609089e-08,3.824336119423324e-13,-7.487237496661692e-10,0.9999999992512763,-3.552713678800501e-15,31353806.235290937,3.445623725702439e-15
664,3,6,-2.5,-1.0,-0.3333333333333333,1.773992927914206e-08,3.824336119423324e-13,-8.104521498353279e-10,0.9999999991895479,0.0,60718608.73434857,9.693829938234622e-15
665,3,6,-2.5,-1.0,0.0,1.5363229418266365e-08,3.824336119423324e-13,-1.0392078308996133e-09,0.9999999989607922,-3.552713678800501e-15,538328178.8615568,5.093201075719813e-15
666,3,6,-2.5,-1.0,0.3333333333333333,1.2544024293965976e-08,3.824336119423324e-13,-1.6927970136748627e-09,0.999999998307203,3.552713678800501e-15,2045965514.9384232,2.1674781607560615e-14
667,3,6,-2.5,-1.0,0.5,1.0863443705946577e-08,3.824336119423324e-13,-2.607826843359362e-09,0.9999999973921732,0.0,3190034854.572989,1.6442480973884178e-15
668,3,6,-2.5,-1.0,0.5773502691896258,9.987868468423612e-09,3.824336119423324e-13,-3.4434179951858823e-09,0.999999996556582,0.0,3792105595.162766,5.0297877655240575e-16
669,3,6,-2.5,-1.0,0.7071067811865475,8.31451985303622e-09,3.824336119423324e-13,-6.611390546140683e-09,0.9999999933886095,0.0,4883117721.643017,1.1913317805741423e-14
670,3,6,-2.5,-1.0,0.816496580927726,6.5811925401898436e-09,3.824336119423324e-13,-1.6044072737031456e-08,0.9999999839559274,0.0,5864937316.681424,4.260278625446897e-14
672,3,7,-2.5,-0.5,-1.0,2.1727014879666487e-08,5.099114825883081e-13,-9.294573999341083e-10,0.9999999990705426,3.552713678800501e-15,34968573.745149046,4.900495941817476e-15
673,3,7,-2.5,-0.5,-0.816496580927726,2.0706293058789352e-08,5.099114825883081e-13,-1.0171419262405834e-09,0.9999999989828581,0.0,37363105.68315271,5.18466256961522e-15
674,3,7,-2.5,-0.5,-0.7071067811865475,2.0073144350840514e-08,5.099114825883081e-13,-1.0833822727818188e-09,0.9999999989166177,-3.552713678800501e-15,39216527.55181228,4.74964323847913e-15
675,3,7,-2.5,-0.5,-0.5773502691896258,1.929519340648709e-08,5.099114825883081e-13,-1.1805134647602245e-09,0.9999999988194865,0.0,50207517.78415431,1.1871657354509185e-15
676,3,7,-2.5,-0.5,-0.5,1.8816146835920978e-08,5.099114825883081e-13,-1.2507790358995408e-09,0.999999998749221,0.0,83878652.6875167,7.10605653114661e-16
677,3,7,-2.5,-0.5,-0.3333333333333333,1.7740033365456292e-08,5.099114825883081e-13,-1.4458656494298339e-09,0.9999999985541344,0.0,377592185.5735066,5.840618373337944e-15
678,3,7,-2.5,-0.5,0.0,1.5363319560584208e-08,5.099114825883081e-13,-2.1688322249246994e-09,0.9999999978311678,0.0,2600196574.174947,9.719407230887784e-15
679,3,7,-2.5,-0.5,0.3333333333333333,1.254409789637167e-08,5.099114825883081e-13,-4.234458117480244e-09,0.9999999957655419,0.0,6837924667.48622,1.1157470873475916e-15
