b,source_line,energy_eV,normalized_A2s_s_inv,companion_eV,C_s_inv,D_s_inv,C_reference_80dps,D_reference_80dps,dC_dlogTheta_s_inv,dD_dlogTheta_s_inv,C_JVP,D_JVP,coefficient_relative_error,literal_exp_relative_error,temperature_derivative_relative_error,JVP_component_scaled_error
79,80,9.8264751,0.005704728535945076,0.3722394539537426,0.00818663983011361,0.0019431458322388515,0.00818663983011360880215154096818,0.00194314583223885111841473365832,0.0036643862958094324,0.0036643862958094324,-0.004002136823082451,5.61342755361423e-05,2.1448734631132592e-16,2.1189688467737726e-16,1.561171214371947e-16,1.0875038260566146e-16
80,81,9.8364018,0.005558048564416697,0.3623127539537414,0.008074397335461577,0.0019914360458612836,0.00807439733546157929932512699625,0.00199143604586128432485151668636,0.0037003305132974726,0.0037003305132974726,-0.003916239283262936,3.7685554977255316e-05,3.66515223326067e-16,2.1484247107312322e-16,2.826450473246191e-16,1.0865931337973891e-16
81,82,9.8462742,0.005411723720920728,0.3524403539537424,0.007963185151837634,0.0020403679035095306,0.00796318515183763270572598958025,0.00204036790350953081010019666827,0.0037354941436778363,0.0037354941436778363,-0.0038312924569704407,1.8538754442826155e-05,1.4251218602089835e-16,0.0,2.2069937306188514e-17,8.270411399580725e-17
82,83,9.8561193,0.005265749907441595,0.3425952539537427,0.007853278850225924,0.0020902214612077397,0.00785327885022592440495943646537,0.00209022146120773965082602883697,0.003770224278511802,0.003770224278511802,-0.0037473505123826025,-1.3632095207819026e-06,3.0053597987989974e-17,2.208916185278334e-16,1.4746705567094505e-16,8.945511181158167e-17
83,84,9.8659101,0.005120118728044955,0.3328044539537416,0.0077443739679030335,0.002140701445094913,0.00774437396790303297775815358445,0.00214070144509491303008158996265,0.0038041205247720876,0.0038041205247720876,-0.0036643596902190207,-2.1972550393741744e-05,1.0204997745189794e-16,0.0,8.034836590039759e-17,1.2411721768479778e-16
84,85,9.8756737,0.0049748303826340065,0.32304085395374216,0.007636774128888412,0.0021921112604080645,0.00763677412888841076030778238726,0.00219211126040806422002141272659,0.0038375536639037116,0.0038375536639037116,-0.0035823838647721313,-4.335300025990569e-05,1.5123288195751243e-16,0.0,3.0680355054803333e-16,3.9966592090618053e-17
85,86,9.8853828,0.004829876375322807,0.3133317539537419,0.007530146372670244,0.0022441272448890225,0.00753014637267024436547726500585,0.00224412724488902249321136566467,0.0038700987158532237,0.0038700987158532237,-0.0035013596045284983,-6.544717147070412e-05,2.130764359794639e-17,0.0,2.5947382684941023e-17,2.493707774915584e-17
86,87,9.8950648,0.004685256906014555,0.30364975395374216,0.007424820741402349,0.0022970792219091643,0.00742482074140234858714011243836,0.00229707922190916452877088864207,0.0039021523530541643,0.0039021523530541643,-0.003421358634812028,-8.832664714145794e-05,1.130295330631093e-16,0.0,7.300581501026246e-17,1.9142573214108308e-17
87,88,9.9047196,0.004540959580710933,0.2939949539537423,0.00732079408363183,0.002350977604526793,0.00732079408363182973084580005814,0.00235097760452679297169818451966,0.003933703976854507,0.003933703976854507,-0.0033423827226930674,-0.00011200201127479288,3.943824761738241e-17,0.0,1.9864022697538397e-16,7.223234779549426e-17
88,89,9.91432,0.004396988397475917,0.28439455395374225,0.007217712634843794,0.002405464252578239,0.00721771263484379347875481365815,0.00240546425257823886847082716918,0.003964306290756661,0.003964306290756661,-0.003264362947976068,-0.00013640149950345766,9.322362616982261e-17,1.2017127611886075e-16,1.4276967462609653e-16,1.0169997425362581e-16
89,90,9.9238932,0.004253331062262786,0.2748213539537421,0.007115923949534553,0.0024609001756797956,0.00711592394953455289680784307327,0.00246090017567979541493231125315,0.0039943795876052875,0.0039943795876052875,-0.0031873739156595554,-0.00016160846265396347,7.68197106514346e-17,0.0,1.5091748778210702e-16,9.657452495754557e-17
90,91,9.933412,0.004109988374684337,0.2653025539537417,0.007015036364165496,0.0025168928351630947,0.00701503636416549627138178882946,0.00251689283516309464133510222352,0.004023446582005527,0.004023446582005527,-0.0031113328671855834,-0.0001875395733340222,3.341232581586816e-17,0.0,1.863891616373974e-16,9.215153850945772e-17
91,92,9.9429036,0.003966953238177018,0.255810953953743,0.00691543535165364,0.0025738354707217246,0.00691543535165364127045314381624,0.00257383547072172532568893326524,0.004051959677316422,0.004051959677316422,-0.003036327494740955,-0.00021428757213520972,2.6962628243198726e-16,0.0,2.667911289358861e-16,4.0507941264769724e-17
92,93,9.952368,0.0038242213548220563,0.2463465539537424,0.006817133544378692,0.0026317454185578234,0.00681713354437869114204462878692,0.00263174541855782347310758138784,0.004079922351599873,0.004079922351599873,-0.0029623647572701957,-0.000241862475486631,1.0007711214116452e-16,1.272326165157227e-16,6.14640138965918e-17,7.056628185652035e-17
93,94,9.961778,0.0036817878269910856,0.23693655395374158,0.006719673100449361,0.002690170196949852,0.00671967310044936109463889789713,0.00269017019694985139342697040207,0.004106803888187204,0.004106803888187204,-0.002889338115544691,-0.0002701612282700102,1.5152700147253558e-16,0.0,2.9740412745362547e-18,7.756939353497101e-17
94,95,9.9711608,0.0035396488565233317,0.22755375395374244,0.006623498446899723,0.002749558389798215,0.00662349844689972304255978416673,0.00274955838979821467406866120948,0.0041331099677755145,0.0041331099677755145,-0.002817354402085635,-0.0002992933649696547,1.221673059394313e-16,1.309522067442156e-16,6.918161134157116e-17,5.407259833842123e-17
95,96,9.9805165,0.0033977989460808318,0.21819805395374203,0.00652862425111098,0.0028099306810011795,0.00652862425111098033086425612333,0.00280993068100117952962066184499,0.004158849717232575,0.004158849717232575,-0.002746419865018411,-0.00032926904444703945,2.0249060048387396e-17,0.0,1.5302420366424799e-16,1.2594145051141827e-16
96,97,9.9898449,0.003256233397938417,0.20886965395374268,0.006435063836205699,0.0028713055350686207,0.00643506383620569848734507689518,0.00287130553506862047447493395901,0.004184030481381958,0.004184030481381958,-0.0026765405202361994,-0.0003600976244970983,7.800734029047072e-17,0.0,1.6218384383168953e-16,6.984113775730626e-17
97,98,9.9991189,0.003114948313983714,0.19959565395374312,0.006342267688495655,0.0029331377045698683,0.00634226768849565521543720125705,0.00293313770456986841717971459225,0.004208041440822041,0.004208041440822041,-0.002607579078826241,-0.0003916445892744797,3.777191370644447e-17,0.0,8.625573008926585e-17,2.6945171909870243e-17
98,99,10.008339,0.002973938296830359,0.19037555395374284,0.006250176960512573,0.0029953742491624887,0.00625017696051257280073343553624,0.00299537424916248898084329519508,0.004230828131106939,0.004230828131106939,-0.002539516897134674,-0.0004238951347571196,9.882049703333113e-17,0.0,5.10077321576807e-17,2.5975738909103848e-17
99,100,10.017558,0.00283319914851118,0.18115655395374297,0.006159953503289718,0.0030591816143109617,0.0061599535032897179313297764276,0.00305918161431096160399865551655,0.004253656284595577,0.004253656284595577,-0.002472653514683909,-0.00045715178684771745,4.2115733666569854e-17,0.0,6.152828001786501e-17,3.681084000294947e-17
100,101,10.023854,0.002381925173919686,0.17486055395374223,0.005307734721213081,0.0027008559831539617,0.00530773472121308142399786996565,0.00270085598315396186910941648199,0.003715156582923033,0.003715156582923033,-0.002112571198936211,-0.00041810001919778336,5.384955122434393e-17,0.0,4.4894947504366675e-17,3.475638293913103e-17
101,102,10.031818,0.002233039870303756,0.1668965539537428,0.005142453423409484,0.002698521001488056,0.00514245342340948372357734823878,0.00269852100148805606550561724795,0.0036614222192583538,0.0036614222192583538,-0.002024482726283157,-0.00043592665203422924,4.70896704270719e-17,0.0,8.823874638884604e-17,4.157034730623854e-17
102,103,10.039597,0.002089664698455526,0.15911755395374172,0.004980052685413204,0.0026930360604904132,0.00498005268541320448811155680499,0.00269303606049041366289269260432,0.0036051251470554184,0.0036051251470554184,-0.001939189192578632,-0.0004526283863788181,1.5697071056394385e-16,1.7416718110813258e-16,5.843543670518355e-17,5.842334373201751e-17
103,104,10.047192,0.0019517926617630423,0.15152255395374148,0.004820513582830017,0.0026843898931521604,0.00482051358283001692501640965652,0.00268438989315216039598128009004,0.003546379911786438,0.003546379911786438,-0.0018566370605963935,-0.00046815666230578656,3.957722483351289e-17,0.0,3.464309325375945e-17,4.135262782000098e-17
104,105,10.054603,0.0018194084676316081,0.1441115539537421,0.004663793374104104,0.002672556494774037,0.0046637933741041041568806093334,0.00267255649477403693423617988047,0.0034852788949735827,0.0034852788949735827,-0.0017767652909771777,-0.00048246131941263415,6.004985987532227e-17,0.0,4.811690940452212e-17,6.945085380833698e-17
105,106,10.061829,0.0016924880277257852,0.1368855539537428,0.004509820342514211,0.002657490511918646,0.00450982034251421092523158915326,0.00265749051191864610984673425852,0.0034218875033794564,0.0034218875033794564,-0.0016995037214176327,-0.0004954893315305157,7.394845420875427e-18,1.9232733725815164e-16,1.135443162014427e-16,6.755663408143765e-17
106,107,10.068871,0.0015709991576305909,0.12984355395374259,0.004358568577822408,0.0026392012583206816,0.00435856857782240818440546948364,0.00263920125832068149944568142383,0.0033563217428875035,0.0033563217428875035,-0.0016247937481450644,-0.0005072049904689421,2.2573613963894524e-17,0.0,6.788695675631028e-17,8.012772788962454e-17
107,108,10.075729,0.0014549014768998965,0.12298555395374144,0.004209985735776261,0.0026176805837803173,0.00420998573577626168144493481943,0.00261768058378031743457666222556,0.003288671875408255,0.003288671875408255,-0.0015525688531075985,-0.0005175705043102346,6.964217732239921e-17,2.0602486384160502e-16,6.424904971878035e-17,4.474776855172982e-17
108,109,10.082402,0.001344146808862827,0.11631255395374218,0.0040639895219191915,0.002592898920408689,0.00406398952191919124019023568483,0.00259289892040868873380744807406,0.0032189987226695946,0.0032189987226695946,-0.0014827536490864205,-0.0005265447581045935,1.4097341464672716e-16,2.134261747748793e-16,3.1976822210424583e-16,9.426816042291294e-17
109,110,10.088891,0.0012386793805269575,0.10982355395374199,0.003920549001593532,0.0025648863738485157,0.00392054900159353262617415501769,0.00256488637384851611410565205435,0.003147417486463569,0.003147417486463569,-0.0014152865559089113,-0.0005341058478746507,1.7117930905359063e-16,0.0,1.1438891592768257e-16,4.4511994288143523e-17
110,111,10.095196,0.001138435922529914,0.10351855395374265,0.003779605258208445,0.0025336532721507926,0.00377960525820844506122703059809,0.00253365327215079274951264051725,0.0030740150063644878,0.0030740150063644878,-0.0013500980155442736,-0.0005402292246067999,4.0394881154715954e-17,1.147423710590796e-16,8.602170720003428e-17,6.686755208517196e-17
111,112,10.101317,0.0010433459689941711,0.09739755395374239,0.0036410977369499206,0.0024992161813111357,0.00364109773694992026468940663111,0.00249921618131113542826729973601,0.0029988767678214654,0.0029988767678214654,-0.001287117892601721,-0.0005448948814365106,9.642100099636228e-17,0.0,7.372641684603157e-17,9.615536120973884e-17
112,113,10.107253,0.0009533320674254102,0.09146155395374223,0.0035049325395716804,0.0024615659703391235,0.00350493253957168092169951908295,0.00246156597033912376002337666123,0.0029220542070630107,0.0029220542070630107,-0.001226266636178909,-0.000548078366177747,1.4768373484607606e-16,0.0,3.934484458965988e-16,1.0000801489704699e-16
113,114,10.113004,0.00086830978870768,0.08571055395374216,0.0033710421036673406,0.002420727479591336,0.00337104210366734015879092917332,0.00242072747959133589461918546731,0.002843625717918963,0.002843625717918963,-0.0011674721089329446,-0.0005497676032835419,1.445673933019347e-16,2.572978062317302e-16,2.186274465219834e-16,2.233855949775736e-17
114,115,10.118572,0.0007881882568468721,0.08014255395374192,0.003239426781299529,0.002376800519627015,0.00323942678129952968107088121971,0.00237680051962701579754923253971,0.002763738010474488,0.002763738010474488,-0.0011106817240738786,-0.0005499746539867447,2.84729128686927e-16,0.0,4.1283549735137317e-16,5.013200489517603e-17
115,116,10.123955,0.0007128701689610419,0.07475955395374179,0.0031099529615255315,0.0023297579718554603,0.00310995296152553166295057395837,0.00232975797185546035621011710623,0.0026824006037266205,0.0026824006037266205,-0.0010558052076500121,-0.000548678464364466,4.168213384472636e-17,1.39449333915799e-16,2.1992441611896315e-16,3.71990962805247e-17
116,117,10.129153,0.0006422519951836061,0.06956155395374175,0.0029825494126676645,0.002279641912023967,0.00298254941266766422171146663337,0.00227964191202396673871276619306,0.0025996856981673013,0.0025996856981673013,-0.0010027702668937535,-0.0005458803914753501,1.0763165447336204e-16,1.4540609692910572e-16,1.6867017580129968e-17,2.955628613594643e-17
117,118,10.134168,0.0005762242585278224,0.06454655395374154,0.0028572217018956593,0.0022265777235047956,0.00285722170189565934427304738096,0.0022265777235047953224916135017,0.0025157418491962348,0.0025157418491962348,-0.000951527040521534,-0.0005416084545674725,1.0410429928792582e-16,3.0356823112919157e-16,1.1826500398537803e-16,3.357946206576168e-17
118,119,10.138998,0.0005146717048045063,0.059716553953741425,0.002733825134020626,0.002170546850124061,0.00273382513402062582410400828297,0.00217054685012406115921992569403,0.0024305641785409746,0.0024305641785409746,-0.000901983232838656,-0.000535852348305889,1.1772395437912449e-17,1.5863518979225605e-16,3.802875846336805e-17,1.6928399780838056e-17
119,120,10.143643,0.00045747350252523173,0.055071553953741414,0.002612285588946863,0.0021116074148311076,0.00261228558894686303700396679418,0.00211160741483110761862374771115,0.0023442178640336524,0.0023442178640336524,-0.0008540672017633464,-0.0005286263885881053,7.265033969439909e-17,3.3203174325900506e-16,1.533657100385976e-16,5.941252459238839e-17
120,121,10.148105,0.00040450348278616804,0.050609553953743,0.0024926171137875253,0.0020499115492752457,0.0024926171137875253921029901104,0.00204991154927524570694065327459,0.0022568551733833098,0.0022568551733833098,-0.0008077332615439,-0.0005199746446109183,2.4124703468389816e-17,0.0,1.895472431817385e-17,5.037853941390381e-17
121,122,10.152382,0.00035563031918095956,0.046332553953742917,0.002374663012627,0.001985446286663936,0.00237466301262700023146276312366,0.00198544628666393632238843316161,0.002168454640477661,0.002168454640477661,-0.0007628872876355922,-0.0005098964157596006,7.970103169844846e-17,1.826283841910002e-16,9.32001790310876e-17,1.0008795736864275e-17
122,123,10.156475,0.0003107177576894036,0.042239553953741904,0.0022583962686268575,0.001918333732268936,0.00225839626862685724239501658887,0.00191833373226893574058863780542,0.002079123617554888,0.002079123617554888,-0.000719473072287698,-0.0004984324236550488,1.1262663296079878e-16,0.0,5.995483787783697e-17,1.1353020759083645e-16
123,124,10.160383,0.0002696247965903296,0.03833155395374277,0.0021436955266751646,0.0018486068491714166,0.00214369552667516429339551814442,0.0018486068491714162216767926015,0.0019888727898584348,0.0019888727898584348,-0.0006774078879898203,-0.00048560024761238414,2.0159626382412302e-16,2.0230525445319815e-16,2.481542292223276e-16,1.6507554375932645e-17
124,125,10.164107,0.00023220593634059724,0.03460755395374271,0.002030537949514403,0.0017764020409118337,0.00203053794951440312505134171466,0.00177640204091183379078291155877,0.0018978099171070742,0.0018978099171070742,-0.0006366380970258155,-0.0004714497564341451,7.429255795081743e-17,0.0,5.755424047548621e-17,9.149075515709268e-17
125,126,10.167647,0.00019831134949281536,0.031067553953741722,0.0019188543598207763,0.001701814107604162,0.00191885435982077634942231094465,0.00170181410760416204485246125168,0.001805994300536246,0.001805994300536246,-0.0005970973856904562,-0.00045602122174965686,4.740125729420867e-17,0.0,1.2104000200488138e-16,6.660551703216036e-17
126,127,10.171002,0.00016778710058886043,0.027712553953742614,0.0018085145838712382,0.0016248813489422407,0.00180851458387123814262965613428,0.00162488134894224059862453930599,0.0017134222512674463,0.0017134222512674463,-0.0005587024690600242,-0.0004393408663561757,5.850296527351549e-17,2.397994867510998e-16,8.275482035103085e-17,4.3708146790114684e-17
127,128,10.174173,0.00014047535605823513,0.02454155395374258,0.0016995049647896456,0.0015457628477243658,0.00169950496478964585201863238635,0.00154576284772436597714388408633,0.0016202050098067528,0.0016202050098067528,-0.0005214044235828388,-0.0004214720474904068,1.4565037890215425e-16,3.8277105214095106e-16,5.550819500357173e-17,6.464208415020946e-17
128,129,10.17716,0.00011621462410190683,0.021554553953741618,0.0015917588084474286,0.0014645686532150338,0.00159175880844742848991755032848,0.00146456865321503370138811222837,0.0015263987647340306,0.0015263987647340306,-0.00048513967018657745,-0.000402466069285521,5.995560237976443e-17,0.0,1.340288104531501e-16,5.498678924895983e-17
129,130,10.179962,9.483988562890264e-05,0.018752553953742535,0.001485134581595926,0.0013813378359747803,0.00148513458159592607185728411605,0.00138133783597478033975571355069,0.001431983031854268,0.001431983031854268,-0.0004498235865698154,-0.00038235570191607064,7.689895854159653e-18,2.9201452472284916e-16,8.3433492310854e-17,5.555663646082684e-17
130,131,10.18258,7.618289111255942e-05,0.016134553953742525,0.0013796341268088792,0.0012962563779107517,0.00137963412680887903019144704851,0.00129625637791075154761564536567,0.0013370790984025497,0.0013370790984025497,-0.0004154137070008536,-0.00036121817021707075,1.2371966197780695e-16,7.858621002608028e-16,5.826025369735875e-17,4.8565726951027485e-17
131,132,10.185014,6.007230751937476e-05,0.01370055395374159,0.00127519668710337,0.0012094510360925513,0.00127519668710336984689571605193,0.00120945103609255126066429126312,0.0012417438872129789,0.0012417438872129789,-0.00038185004722051806,-0.0003391153740634859,1.2193894564270145e-16,3.4008939435007074e-16,1.9346017510179115e-16,7.453981318811507e-17
132,133,10.187263,4.63339501967175e-05,0.011451553953742533,0.0011716673122584799,0.0011209574952832696,0.0011716673122584796591083396611,0.00112095749528326945756526192184,0.0011459384892378527,0.0011459384892378527,-0.00034904589684238495,-0.00031608451580849824,1.6977971101791051e-16,9.253498507145518e-16,1.2281918274993787e-16,1.0568485572345417e-16
133,134,10.189328,3.479098977263824e-05,0.009386553953742549,0.0010690774038084358,0.0010310006864928058,0.00106907740380843574712377934034,0.00103100068649280565838131042982,0.0010498089058136547,0.0010498089058136547,-0.00031696910638256764,-0.0002922192401274082,9.784711027976614e-17,6.084884978149508e-16,2.3864062610857913e-16,2.0653079946015192e-16
134,135,10.191209,2.526415805616405e-05,0.007505553953741639,0.0009673888855566744,0.00093973873214602,0.000967388885556674385450766203075,0.000939738732146019943716386115855,0.0009534301762755778,0.0009534301762755778,-0.00028556791215263047,-0.00026759531243570505,6.318503302058554e-17,1.5690515615199108e-15,2.514189578908606e-17,1.0827861768706611e-16
135,136,10.192905,1.7571957935656967e-05,0.005809553953742608,0.0008664421601834645,0.0008472106729687961,0.000866442160183464615146536376217,0.00084721067296879616443191201219,0.0008567544729070335,0.0008567544729070335,-0.00025475579387272007,-0.00024225532718318558,1.1993892838114679e-16,7.507959946842364e-16,3.2615893834616643e-16,7.935712911951757e-17
136,137,10.194417,1.1530869279108663e-05,0.00429755395374265,0.0007663700383668328,0.0007537501717630546,0.000766370038366832723316516726382,0.000753750171763054592938581121034,0.0007600251816802891,0.0007600251816802891,-0.00022453145953353724,-0.00021632854624108135,5.3915236945226404e-17,1.839141346437266e-15,9.9760189410273e-17,1.1007096807398548e-16
137,138,10.195745,6.955559532160214e-06,0.002969553953741766,0.0006673091875340955,0.000659696731670986,0.000667309187534095617753542942055,0.000659696731670986172581211077563,0.0006634884030571538,0.0006634884030571538,-0.00019489514679658682,-0.0001899470504855657,2.0109317457436574e-16,1.787211103957892e-15,3.3846819078352444e-16,3.957475128546383e-17
138,139,10.196889,3.659092217138299e-06,0.001825553953741732,0.0005697792472839725,0.0005657745834070806,0.00056977924728397247075742478352,0.000565774583407080649487379789045,0.0005677722076947383,0.0005677722076947383,-0.00016595851596447632,-0.0001633554844444966,1.329072096435034e-16,3.8056920382891675e-15,6.068998542402939e-17,8.755361367793069e-17
139,140,10.197848,1.4531334330594013e-06,0.0008665539537417999,0.00047581042267114495,0.0004742200525404277,0.000475810422671144969833674041738,0.000474220052540427699358396037975,0.0004750143501680896,0.0004750143501680896,-0.00013827160867573197,-0.00013723786809076576,4.0413906485538994e-17,1.6292298705337864e-14,1.7042072222229509e-16,4.060990606769767e-17
