model,time_index,tau,gauss,Omega_negative,C1,C2,C3,C4,C5,g
Bianchi_VI_h_tilted_large_shear,14,0.08750000000000001,,,0.0,-5.349887199912473e-14,2.737428339560921e-13,-1.4651474478100113e-13,2.490002129404275e-18,
Bianchi_VI_h_tilted_large_shear,15,0.09375,,,0.0,-5.3609894301587246e-14,2.7664285792705634e-13,-1.4810375148499588e-13,1.992815340521912e-18,
Bianchi_VI_h_tilted_large_shear,16,0.1,,,0.0,-5.877243136609422e-14,2.758204905792261e-13,-1.487074352546358e-13,2.0797696409372258e-17,
Bianchi_VI_h_tilted_large_shear,17,0.10625000000000001,,,0.0,-5.809241976351132e-14,2.789784462470246e-13,-1.5053930324526732e-13,-6.797707051432301e-18,
Bianchi_VI_h_tilted_large_shear,18,0.1125,,,0.0,-5.960509863456309e-14,2.80718428103538e-13,-1.5180218193577844e-13,-7.344742799492616e-18,
Bianchi_VI_h_tilted_large_shear,19,0.11875000000000001,,,0.0,-5.97993876638725e-14,2.834415644900612e-13,-1.5343976089710054e-13,-6.48968617311648e-17,
Bianchi_VI_h_tilted_large_shear,20,0.125,,,0.0,-6.497580251618729e-14,2.825490899192526e-13,-1.5373119444106464e-13,1.4410020155719834e-16,
Bianchi_VI_h_tilted_large_shear,21,0.13125,,,0.0,-6.421252418675749e-14,2.855980968212435e-13,-1.5572265699148602e-13,1.592588261260326e-17,
Bianchi_VI_h_tilted_large_shear,22,0.1375,,,0.0,-6.57529586334249e-14,2.8720190288489267e-13,-1.569508412124776e-13,1.4155534060223614e-17,
Bianchi_VI_h_tilted_large_shear,23,0.14375000000000002,,,0.0,-6.61415366920437e-14,2.896880868866192e-13,-1.5865780911283878e-13,-1.512003678856419e-16,
Bianchi_VI_h_tilted_large_shear,24,0.15000000000000002,,,0.0,-7.130407375655068e-14,2.889112560300333e-13,-1.5871332026407003e-13,2.0026066183524267e-16,
Bianchi_VI_h_tilted_large_shear,25,0.15625,,,0.0,-7.049916206369744e-14,2.916959208898451e-13,-1.6074641617791485e-13,-2.6773113622098433e-17,
Bianchi_VI_h_tilted_large_shear,26,0.1625,,,0.0,-7.197020757132577e-14,2.9314788443923767e-13,-1.6190521145986736e-13,2.82626955105474e-17,
Bianchi_VI_h_tilted_large_shear,27,0.16875,,,0.0,-7.252531908363835e-14,2.953065309646563e-13,-1.6363299604194026e-13,-2.924819758531946e-16,
Bianchi_VI_h_tilted_large_shear,28,0.17500000000000002,,,0.0,-7.734091145294997e-14,2.947182428658657e-13,-1.6339707364920741e-13,2.8954785727499723e-16,
Bianchi_VI_h_tilted_large_shear,29,0.18125000000000002,,,0.0,-7.67996777284452e-14,2.971325442635564e-13,-1.6545098624476395e-13,-3.0356456811536083e-17,
Bianchi_VI_h_tilted_large_shear,30,0.1875,,,2.220446049250313e-16,-7.822908987265009e-14,2.984053976140544e-13,-1.6663059820842818e-13,-5.789204833070914e-17,
Bianchi_VI_h_tilted_large_shear,31,0.19375,,,0.0,-7.895073483865644e-14,3.0013535060047225e-13,-1.682820549575581e-13,-3.9828472778376024e-16,
Bianchi_VI_h_tilted_large_shear,32,0.2,,,0.0,-8.329448242250237e-14,2.9985606012084e-13,-1.6787266021722758e-13,3.17965704568747e-16,
Bianchi_VI_h_tilted_large_shear,33,0.20625000000000002,,,0.0,-8.297529330292264e-14,3.018375480112745e-13,-1.6982942829812941e-13,-5.529669530441267e-17,
Bianchi_VI_h_tilted_large_shear,34,0.21250000000000002,,,-1.1102230246251565e-16,-8.439082765931971e-14,3.0290353558726224e-13,-1.7094659021665848e-13,-4.46734000770237e-17,
Bianchi_VI_h_tilted_large_shear,35,0.21875,,,0.0,-8.522349492778858e-14,3.0418115942731916e-13,-1.725911080718845e-13,-4.863649307598065e-16,
Bianchi_VI_h_tilted_large_shear,36,0.225,,,0.0,-8.891498648466722e-14,3.042830744315328e-13,-1.7208456881689926e-13,3.289569947815058e-16,
Bianchi_VI_h_tilted_large_shear,37,0.23125,,,-1.1102230246251565e-16,-8.909539772616881e-14,3.0572202755485556e-13,-1.7380541450506826e-13,1.5499465440791876e-17,
Bianchi_VI_h_tilted_large_shear,38,0.23750000000000002,,,-1.1102230246251565e-16,-9.051093208256589e-14,3.065486232911585e-13,-1.7483237080284653e-13,-6.651704842736194e-17,
Bianchi_VI_h_tilted_large_shear,39,0.24375000000000002,,,0.0,-9.156564395595979e-14,3.073045290458154e-13,-1.7622014958362797e-13,-4.297036630490727e-16,
Bianchi_VI_h_tilted_large_shear,40,0.25,,,0.0,-9.41746680638289e-14,3.0785270166422407e-13,-1.759634105091834e-13,3.3235743052513688e-16,
Bianchi_VI_h_tilted_large_shear,41,0.25625000000000003,,,0.0,-9.488243524202744e-14,3.0872786965785437e-13,-1.7742057822900392e-13,-1.1129188643646752e-17,
Bianchi_VI_h_tilted_large_shear,42,0.2625,,,0.0,-9.621470287157763e-14,3.0931247146925855e-13,-1.7832957333041577e-13,-7.927590345196055e-17,
Bianchi_VI_h_tilted_large_shear,43,0.26875,,,0.0,-9.775513731824503e-14,3.095345160741836e-13,-1.794189796733292e-13,-4.635281452456275e-16,
Bianchi_VI_h_tilted_large_shear,44,0.275,,,0.0,-9.911516052341085e-14,3.1053024734939427e-13,-1.7964102427825424e-13,1.5407741783551891e-16,
Bianchi_VI_h_tilted_large_shear,45,0.28125,,,0.0,-1.0039191700172978e-13,3.107982621264327e-13,-1.8052226380405045e-13,-1.303658565816308e-17,
Bianchi_VI_h_tilted_large_shear,46,0.28750000000000003,,,0.0,-1.0168255126785652e-13,3.1112872694860627e-13,-1.8130635881519197e-13,-1.1291051143099142e-16,
Bianchi_VI_h_tilted_large_shear,47,0.29375,,,0.0,-1.0379197501464432e-13,3.108034662968606e-13,-1.8207657603852567e-13,-4.48943301893972e-16,
Bianchi_VI_h_tilted_large_shear,48,0.30000000000000004,,,-1.1102230246251565e-16,-1.0361156377314273e-13,3.1218343882200017e-13,-1.8290230441309063e-13,-7.563560720434273e-17,
Bianchi_VI_h_tilted_large_shear,49,0.30625,,,-1.1102230246251565e-16,-1.0542955397596643e-13,3.118677191493724e-13,-1.8320761574486255e-13,-3.075796890099418e-17,
Bianchi_VI_h_tilted_large_shear,50,0.3125,,,0.0,-1.0672018824209317e-13,3.1192409766234164e-13,-1.8374884946936731e-13,-7.367768096109899e-17,
Bianchi_VI_h_tilted_large_shear,51,0.31875000000000003,,,0.0,-1.0920431225969196e-13,3.1110964499037053e-13,-1.8405416080113923e-13,-3.0213608675762256e-16,
Bianchi_VI_h_tilted_large_shear,52,0.325,,,0.0,-1.0759448887398548e-13,3.1282094969942165e-13,-1.8563622861123008e-13,-2.8251625728185584e-16,
Bianchi_VI_h_tilted_large_shear,53,0.33125000000000004,,,-1.1102230246251565e-16,-1.1005085731596864e-13,3.1191542404496175e-13,-1.8521295608309174e-13,2.710179605488245e-17,
