event_id,beta_norm,nu_in_Hframe_Hz,nu_in_initial_rest_Hz,nu_out_initial_rest_Hz,mu_initial_rest,four_momentum_relative,initial_mass_shell_relative,final_mass_shell_relative,incoming_null_absolute,outgoing_null_absolute,reverse_photon_relative,reverse_atom_relative,reverse_four_momentum_relative,same_event_transfer_absolute
337,0.4114709350072961,4820158278839999.0,6087509253611571.0,6087509005214856.0,-0.5215499474539579,8.078567611524795e-18,1.659093532133914e-16,0.0,1.8546030753437107e-68,3.7092061506874214e-68,6.231667508657209e-16,0.0,3.868609959235903e-17,0.0
338,0.1836169666754448,2196431806597658.5,2620094062781298.0,2620094038918767.5,0.2109539427270277,3.9331163547574726e-17,0.0,1.659093532133914e-16,4.636507688359277e-69,0.0,3.1783624774511973e-16,0.0,1.3252836088537978e-17,0.0
339,0.26781644452481884,4013413500436864.5,3488620258847794.5,3488620215031195.0,0.1827575952221712,2.1229583472998855e-17,0.0,0.0,3.7092061506874214e-68,1.8546030753437107e-68,1.3379363726276116e-16,0.0,4.327081344263133e-18,0.0
340,0.4550128451231707,3166620004623409.0,2615220137128773.0,2615220090120865.0,-0.5601776151685983,2.79683941266709e-17,0.0,1.659093532133914e-16,0.0,2.3182538441796384e-69,5.5322563573495135e-16,0.0,2.3226695933840358e-17,0.0
341,0.41819141122871806,3915079086417798.5,5020133343591145.0,5020133308269776.0,0.6818538742661496,2.892795670252024e-17,3.318187064267828e-16,3.318187064267828e-16,1.8546030753437107e-68,5.563809226031132e-68,2.638542785941786e-16,0.0,1.5132403763360845e-17,0.0
342,0.3929433363592189,1406814422482596.0,1433415577106612.2,1433415560667686.2,-0.8161379220783969,1.6050705559306332e-17,0.0,1.659093532133914e-16,1.1591269220898192e-69,2.3182538441796384e-69,3.848118901809266e-16,0.0,3.503658737579904e-17,0.0
343,0.5490329192164048,4749906015849508.0,7420598814909621.0,7420598515081648.0,-0.2359869229569737,1.4818016601270038e-17,3.318187064267828e-16,3.318187064267828e-16,3.7092061506874214e-68,2.967364920549937e-67,1.4101766859155583e-16,0.0,3.152505929031877e-17,0.0
344,0.23173040549910065,1811105793718791.8,2021998582675942.2,2021998570387545.2,0.31773489944368105,2.2680582760414888e-17,0.0,1.659093532133914e-16,2.3182538441796384e-69,4.636507688359277e-69,1.584223589767594e-16,0.0,1.4034675224145162e-17,0.0
345,0.03567522403847281,3144089146789451.0,3137002014961597.5,3137001957130591.0,-0.3339844887872128,2.97891444136527e-17,3.318187064267828e-16,0.0,1.8546030753437107e-68,1.8546030753437107e-68,1.633089601477617e-16,0.0,1.806807257837407e-17,0.0
346,0.1574783573558901,3061861469777506.5,3426856342342527.0,3426856263936889.0,-0.5155669347661411,1.7500614985473482e-17,1.659093532133914e-16,1.659093532133914e-16,0.0,0.0,1.8741517539541493e-16,0.0,4.4690741593518036e-17,0.0
347,0.4076036391197667,2517611913051831.0,2315782694820787.0,2315782687802928.0,0.7029506242439756,1.9005023746441105e-17,0.0,0.0,4.636507688359277e-69,9.273015376718553e-69,2.5642125940753588e-17,0.0,1.1322988286628757e-17,0.0
348,0.10082129312682538,3325531359617147.0,3129682659294712.5,3129682583859809.5,-0.7482009578706119,3.900066891773931e-17,3.318187064267828e-16,6.636374128535656e-16,9.273015376718553e-69,9.273015376718553e-69,1.4018489206277576e-16,0.0,2.623037426112335e-17,0.0
349,0.027898085805554505,2346726357328626.5,2319253627705367.5,2319253613025385.5,0.38048952948124537,9.906552333047056e-18,1.659093532133914e-16,1.659093532133914e-16,0.0,0.0,2.3966509222631615e-16,0.0,1.8091019019616113e-17,0.0
350,0.4227252704849589,3762478444863544.0,4312826653418117.0,4312826617750896.0,0.5647238416614002,3.800855800337845e-17,1.659093532133914e-16,1.659093532133914e-16,9.273015376718553e-69,4.636507688359277e-68,5.257389849564656e-16,0.0,3.638711202785904e-17,0.0
351,0.006050515893217812,2391891446751022.0,2396518857960699.0,2396518844760415.5,0.4782755579655042,3.534670972389667e-17,1.659093532133914e-16,3.318187064267828e-16,4.636507688359277e-69,0.0,2.1052040078951435e-16,0.0,2.022305912097549e-17,0.0
352,0.11611382364333676,4886448385677674.0,4638324425111060.0,4638324419520931.0,0.9410180417671553,3.759612065216973e-17,1.659093532133914e-16,1.659093532133914e-16,1.8546030753437107e-68,1.8546030753437107e-68,1.0503691773754789e-16,0.0,1.3295637091879968e-17,0.0
353,0.35434699969214023,3436508272824304.5,4593853936196674.0,4593853918496341.0,0.8096088769484475,3.175952862029014e-17,0.0,3.318187064267828e-16,0.0,1.8546030753437107e-68,5.010203948346326e-16,0.0,9.98256245027032e-18,0.0
354,0.23378980720521814,3025303196627524.5,3068482913534062.5,3068482838342225.0,-0.812770833217627,2.2349352769042964e-17,0.0,3.318187064267828e-16,0.0,1.8546030753437107e-68,3.4102848199433826e-16,0.0,2.925562987727254e-17,0.0
355,0.052440243371326044,2655544803948818.5,2780498431699028.0,2780498419722898.5,0.648366071330425,1.556140419618519e-17,1.659093532133914e-16,1.659093532133914e-16,4.636507688359277e-69,2.3182538441796384e-68,1.4374518155322179e-16,0.0,1.543534562799587e-18,0.0
356,0.1181397822852909,1469398608991274.5,1647706005037261.0,1647705985583043.8,-0.6265744031465985,2.923852542850131e-17,1.659093532133914e-16,3.318187064267828e-16,2.3182538441796384e-69,6.954761532538915e-69,1.6101825942077195e-16,0.0,1.0205973908905097e-17,0.0
357,0.23465084583677337,2793258324419224.5,2908358205031422.0,2908358165797624.5,-0.05289285241046851,2.2799875649949045e-17,1.659093532133914e-16,1.659093532133914e-16,4.636507688359277e-69,9.273015376718553e-69,3.8337585028574764e-16,0.0,1.1165722816722228e-17,0.0
358,0.23973288801101147,1426016416861570.5,1326678064447914.5,1326678051875636.0,-0.6214460764434832,5.215108121214935e-18,0.0,0.0,2.3182538441796384e-69,2.3182538441796384e-69,8.998099023375823e-17,0.0,5.535306536788628e-18,0.0
359,0.2630499709016946,1981396011531382.2,1613312777390579.5,1613312770047725.0,0.3596057797599241,3.209362037682786e-17,1.659093532133914e-16,0.0,2.3182538441796384e-69,0.0,8.211963895812019e-16,0.0,3.09746679683139e-17,0.0
360,0.5930075155352693,2353203572183105.0,1524468795082412.5,1524468787182674.2,0.22839462414825767,1.6326532193359028e-17,1.659093532133914e-16,3.318187064267828e-16,0.0,0.0,2.3334022559833425e-16,0.0,2.164227251277507e-17,0.0
361,0.15554662163473218,2321932910650019.5,2520795638660834.0,2520795596207333.5,-0.5165538938715323,1.3018417190138465e-17,0.0,0.0,0.0,4.636507688359277e-69,1.4436999924897424e-16,0.0,1.7498962752349618e-18,0.0
362,0.18885944095849402,1553334344308127.5,1846762187412903.5,1846762159229229.2,-0.8758378126460113,2.8331662038035996e-17,1.659093532133914e-16,1.659093532133914e-16,2.3182538441796384e-69,0.0,3.3858336812488197e-16,0.0,2.9019482207068354e-18,0.0
363,0.18923827467109156,4753070161659867.0,4413947878811471.0,4413947771185020.0,-0.2539616249572086,2.5811259273106783e-17,1.659093532133914e-16,3.318187064267828e-16,1.8546030753437107e-68,4.636507688359277e-68,2.0057213957479895e-16,0.0,1.7113633199162257e-17,0.0
364,0.22583011601459782,1309893062343735.5,1070687054404482.5,1070687046116168.0,-0.6411971083017706,4.343557481127405e-17,1.659093532133914e-16,4.977280596401743e-16,0.0,1.7386903831347288e-69,1.2582919659272068e-16,0.0,3.0431426759929634e-17,0.0
365,0.1896047426530966,3170665517032227.0,3800060242607665.0,3800060175977916.0,-0.047386179312178894,1.02184920187682e-17,3.318187064267828e-16,4.977280596401743e-16,9.273015376718553e-69,2.781904613015566e-68,2.289284950514495e-16,0.0,2.775698593293104e-17,0.0
366,0.49200913967505616,2660574892859490.5,1945028273123002.0,1945028249055678.0,-0.44409440597448585,6.297452520297292e-18,0.0,1.659093532133914e-16,4.636507688359277e-69,9.273015376718553e-69,3.272763495389977e-16,0.0,2.0454081737750553e-17,0.0
367,0.13064781164850744,2401469671540975.0,2582650887275177.5,2582650845632664.0,-0.41718044552138744,4.240140016729093e-17,3.318187064267828e-16,3.318187064267828e-16,4.636507688359277e-69,1.390952306507783e-68,2.1179750152864627e-16,0.0,1.8680431520250257e-17,0.0
368,0.15202636228952066,2848712943080597.5,3029506579337427.0,3029506537486216.0,-0.035103666082648456,3.2005544642872415e-17,0.0,1.659093532133914e-16,4.636507688359277e-69,0.0,1.900363174058145e-16,0.0,4.151938496255938e-18,0.0
369,0.1741143269319362,2084100932979636.0,2384403574367223.5,2384403554334899.5,0.2001815401545423,2.3415617701735258e-17,1.659093532133914e-16,1.659093532133914e-16,0.0,9.273015376718553e-69,1.2617728861002995e-16,0.0,3.4871426770109716e-17,0.0
370,0.490981361687709,1951945745321610.0,2112752058538857.0,2112752021506741.5,-0.883220094851129,2.4846022040201523e-17,1.659093532133914e-16,1.659093532133914e-16,2.3182538441796384e-69,9.273015376718553e-69,8.316481588099372e-16,0.0,3.5950948948618843e-17,0.0
371,0.23515825915399632,1726677868680772.0,1475424789101687.5,1475424782306485.2,0.29142171378538667,6.627236933085239e-18,1.659093532133914e-16,3.318187064267828e-16,2.3182538441796384e-69,2.3182538441796384e-69,1.6281131710975804e-16,0.0,7.282295489862658e-18,0.0
372,0.43996213246536436,4274655485113023.0,2920865069228930.0,2920865041694202.5,0.2673822877695407,2.0360874808745887e-17,0.0,1.659093532133914e-16,0.0,0.0,4.840172601225163e-16,0.0,3.252073141182894e-17,0.0
373,0.4984488508632099,4736667822994562.0,5786038559555129.0,5786038323288320.0,-0.6019896328624341,1.3639143015659594e-17,0.0,1.659093532133914e-16,1.8546030753437107e-68,0.0,1.4385564827436137e-16,0.0,3.187745495912332e-17,0.0
374,0.47640380128521714,4627281691292516.0,6207007290137394.0,6207007149886506.0,0.1736562689881307,1.423742962851145e-17,1.659093532133914e-16,3.318187064267828e-16,1.8546030753437107e-68,7.418412301374843e-68,2.3398571911799963e-16,0.0,1.976900642322043e-17,0.0
375,0.2882386777628285,3738539255312334.0,4358992473347081.5,4358992324305847.0,-0.7805485931329929,2.4151380076613176e-17,1.659093532133914e-16,3.318187064267828e-16,9.273015376718553e-69,1.8546030753437107e-68,1.3728824069076675e-16,0.0,1.506176132713676e-17,0.0
376,0.1600636662864631,2260410865880970.5,2241395233693980.2,2241395221633930.2,0.4550811487085225,7.370044230199056e-18,0.0,1.659093532133914e-16,0.0,4.636507688359277e-69,2.326711562771718e-16,0.0,5.0191650736882895e-18,0.0
377,0.17106888001204143,2231603609499843.0,1880659552235858.5,1880659541669564.8,0.32185598483263345,3.0756231787664045e-17,1.659093532133914e-16,1.659093532133914e-16,9.273015376718553e-69,2.3182538441796384e-69,1.1783732728947383e-16,0.0,3.1390001610730324e-17,0.0
378,0.24797524361089004,4545759257567691.0,3568491119316946.5,3568491068837975.5,0.10016915301940403,7.447792320974114e-18,3.318187064267828e-16,4.977280596401743e-16,1.8546030753437107e-68,1.8546030753437107e-68,6.510654927622628e-16,0.0,1.6620488428758417e-17,0.0
379,0.23726090427307053,3107120067012895.0,3866667663681043.5,3866667607578097.5,0.14821184486627811,1.556654413662184e-18,3.318187064267828e-16,3.318187064267828e-16,9.273015376718553e-69,1.8546030753437107e-68,1.7325013896403002e-16,0.0,9.879512063864995e-18,0.0
380,0.2153158776479364,4001548152409709.0,3578988438324735.0,3578988421991615.0,0.7105535894335719,1.858925866022961e-17,0.0,0.0,1.8546030753437107e-68,9.273015376718553e-69,4.3779439818407356e-16,0.0,1.625774911451036e-17,0.0
381,0.05229660764606734,2378597579526757.0,2296663325936057.0,2296663291736781.0,-0.4717765020871038,4.1396004522339153e-17,1.659093532133914e-16,1.659093532133914e-16,4.636507688359277e-69,9.273015376718553e-69,1.5258059862108514e-16,0.0,3.336036866582644e-17,0.0
382,0.4398823904195125,3309971752061227.5,3463278820222459.0,3463278796782204.5,0.5563841872568687,1.0630888134264646e-17,1.659093532133914e-16,3.318187064267828e-16,1.8546030753437107e-68,9.273015376718553e-69,7.942803887094587e-16,0.0,6.2883139334907634e-18,0.0
383,0.5380810165314136,3618678800434701.5,5836286489617786.0,5836286428134782.0,0.590266477878164,2.32555838481589e-17,0.0,0.0,9.273015376718553e-69,3.7092061506874214e-68,5.302854470069299e-16,0.0,3.2832905158962926e-17,0.0
384,0.17009248050299966,4657965447199180.0,5349323923930609.0,5349323853393008.0,0.4404453531961679,3.3424284677235855e-17,1.659093532133914e-16,0.0,1.8546030753437107e-68,1.8546030753437107e-68,2.463905371989662e-16,0.0,1.9610010854722755e-17,0.0
385,0.21263912048922373,2174119866828331.0,2197129141616406.0,2197129138167171.0,0.8378073292722346,2.996440391228947e-17,3.318187064267828e-16,0.0,4.636507688359277e-69,4.636507688359277e-69,1.5021609601249468e-16,0.0,3.75177022224284e-17,0.0
386,0.12228298896694334,2230030576723798.8,2272892756241491.5,2272892741029266.5,0.3315722514609593,1.1843535018285931e-17,0.0,1.659093532133914e-16,0.0,4.636507688359277e-69,1.6274567997002286e-16,0.0,2.5853379578731364e-17,0.0
387,0.2593651508835356,2635184797446053.0,2152824756173045.5,2152824744337656.8,0.4203247152541581,2.997089415664061e-17,1.659093532133914e-16,1.659093532133914e-16,0.0,4.636507688359277e-69,6.159198608647126e-17,0.0,4.5280031191471574e-17,0.0
388,0.26962488101177895,4891227799209656.0,4621120301798546.0,4621120295606134.0,0.9341759103219123,3.572048658458008e-17,0.0,1.659093532133914e-16,1.8546030753437107e-68,1.8546030753437107e-68,5.494038741209706e-16,0.0,2.9655191263736596e-17,0.0
389,0.37552947453392854,4300443340954633.0,4491946325002301.5,4491946307535586.0,0.8035003635927938,2.266719022465379e-17,3.318187064267828e-16,1.659093532133914e-16,0.0,2.781904613015566e-68,2.5035045957304203e-16,0.0,1.2265660801581456e-17,0.0
390,0.060268068939910054,2063098978860487.8,2121381522107017.0,2121381511961278.8,0.48824074648262106,3.4193684248172715e-17,4.977280596401743e-16,3.318187064267828e-16,2.3182538441796384e-69,0.0,1.2458413814182807e-16,0.0,2.426804486535085e-17,0.0
391,0.5711432365387039,4034152477523861.0,5124736728474073.0,5124736528892238.0,-0.7250334610824494,1.900960166801347e-17,0.0,1.659093532133914e-16,0.0,7.418412301374843e-68,2.0711231011013919e-16,0.0,2.5378149208383443e-17,0.0
392,0.0986678528987494,3902791920946690.0,4259189571659831.0,4259189533783728.0,0.5260517040304642,4.402007996141589e-17,0.0,1.659093532133914e-16,9.273015376718553e-69,9.273015376718553e-69,7.351651279625736e-17,0.0,3.353269380054203e-17,0.0
393,0.5231497410825565,1809485026491227.2,2712317233281003.5,2712317174243160.0,-0.8216676481222749,1.9190830486209173e-17,3.318187064267828e-16,3.318187064267828e-16,2.3182538441796384e-69,9.273015376718553e-69,1.3171336566982595e-16,0.0,2.7898848400936616e-17,0.0
394,0.36782018278748774,1698160080427647.5,1866402161180347.0,1866402138354508.5,-0.487427822649994,2.499000780048085e-17,0.0,0.0,2.3182538441796384e-69,2.3182538441796384e-69,3.115452447143677e-16,0.0,1.6744301435399724e-17,0.0
395,0.301422328094182,3409212442134965.5,3028869774078069.5,3028869732674764.0,-0.024456288648290695,2.7151900280014946e-17,4.977280596401743e-16,6.636374128535656e-16,9.273015376718553e-69,9.273015376718553e-69,1.5078521068734501e-16,0.0,5.566230985038709e-18,0.0
396,0.5920265536009769,1509656933020743.2,2170899918648118.0,2170899912664410.0,0.7117891018673689,8.524679412139651e-18,0.0,3.318187064267828e-16,0.0,3.4773807662694575e-69,4.3836699268976336e-16,0.0,1.3613139000450788e-17,0.0
397,0.213077416418297,1241837363539765.2,1002790395798841.5,1002790389806735.8,-0.35262918697181966,3.444506378833946e-17,1.659093532133914e-16,4.977280596401743e-16,2.3182538441796384e-69,2.3182538441796384e-69,2.958812857658381e-16,0.0,4.2820947128539076e-17,0.0
398,0.4370837859704106,4140777839301224.5,3388207967118879.0,3388207920088825.5,0.07005990144000847,8.068189530664142e-18,3.318187064267828e-16,3.318187064267828e-16,0.0,1.8546030753437107e-68,5.543299608574533e-17,0.0,2.2065979596452374e-17,0.0
399,0.20207538417720197,4325847046400126.5,4926027752692566.0,4926027731828927.0,0.8048286919466483,2.7552534166559867e-17,1.659093532133914e-16,3.318187064267828e-16,0.0,1.8546030753437107e-68,4.2199702382632525e-16,0.0,2.2140700610319263e-17,0.0
400,0.5817985498798854,1790175055533611.2,937779530505285.4,937779523606485.0,-0.7807038293390848,2.330814052933649e-17,3.318187064267828e-16,4.977280596401743e-16,0.0,2.897817305224548e-70,3.177320827340862e-16,0.0,1.5905218086592264e-17,0.0
401,0.04231507536205803,4181802593068585.5,4047434082568966.5,4047434064637348.5,0.7515268097721002,1.776108909157995e-17,1.659093532133914e-16,3.318187064267828e-16,0.0,0.0,2.1955672621982248e-16,0.0,2.6489143128008044e-17,0.0
402,0.38863988831334595,4083649973815860.5,3240476322188202.0,3240476249846518.5,-0.563833568923877,1.039429483020742e-17,3.318187064267828e-16,6.636374128535656e-16,9.273015376718553e-69,2.781904613015566e-68,1.686254134632225e-16,0.0,4.121289208043511e-17,0.0
403,0.3850920604190929,2072256922935880.5,2643261008220300.5,2643260959828883.5,-0.5722002717447556,1.397113669604796e-17,1.659093532133914e-16,1.659093532133914e-16,4.636507688359277e-69,9.273015376718553e-69,4.764228115521578e-16,0.0,9.827331296819025e-18,0.0
404,0.3154400073576607,1586583737794657.0,1677545975696787.0,1677545956123859.8,-0.5787979072811125,2.234660901748763e-17,0.0,0.0,0.0,6.954761532538915e-69,5.1942670194702e-16,0.0,3.483644703970688e-17,0.0
405,0.3608055752727755,1800160023728827.8,1873351407855454.8,1873351381869883.0,-0.6807897569029092,3.276106789252851e-17,0.0,1.659093532133914e-16,4.636507688359277e-69,9.273015376718553e-69,1.5938563706302378e-17,0.0,1.0040844259969934e-17,0.0
406,0.4847525619447375,4072659898508147.5,6304443424571532.0,6304443376732273.0,0.7267812139274663,3.5372691477673064e-17,1.659093532133914e-16,3.318187064267828e-16,0.0,9.273015376718553e-68,5.324468361432784e-16,0.0,1.976718915331148e-17,0.0
407,0.15191441812854992,2338386204950902.0,2538924769712861.0,2538924764677414.0,0.8226798917148147,3.717336245516116e-17,1.659093532133914e-16,1.659093532133914e-16,4.636507688359277e-69,1.8546030753437107e-68,1.47439399556073e-16,0.0,2.496686200257716e-17,0.0
408,0.2767628869481613,4155168211355487.5,3592680296034018.5,3592680264241277.5,0.44087301272671026,2.264526785051894e-17,0.0,1.659093532133914e-16,0.0,1.8546030753437107e-68,1.780666173103891e-16,0.0,3.0850995848681384e-17,0.0
409,0.35960342342550855,3646430844710064.0,4703300200578435.0,4703300157940641.0,0.5624688731923598,7.483612163826944e-18,1.659093532133914e-16,1.659093532133914e-16,0.0,3.7092061506874214e-68,6.513090699450007e-17,0.0,2.9432268591468124e-17,0.0
410,0.30299844031844686,2405263686593021.5,2654719845018978.0,2654719839400997.5,0.8190483922419636,1.7024122946467318e-17,0.0,0.0,4.636507688359277e-69,4.636507688359277e-69,2.1865894070474028e-16,0.0,9.141264698318028e-18,0.0
411,0.07180142271518854,4758480923827233.0,4751772066794922.0,4751771910983457.0,-0.5664186355469147,2.1473586166697816e-17,1.659093532133914e-16,0.0,3.7092061506874214e-68,0.0,1.1815648839381293e-16,0.0,1.3459610255669695e-17,0.0
412,0.31388169688331236,3212989947232639.5,3784136784786896.5,3784136679552255.0,-0.6681868732341053,2.3955875672490525e-17,3.318187064267828e-16,3.318187064267828e-16,0.0,1.8546030753437107e-68,5.167061773051386e-16,0.0,3.111960011896164e-17,0.0
413,0.43813939752890046,4724421866186597.0,3936742010868124.5,3936741914244394.5,-0.4152381137629345,9.755401744902409e-18,3.318187064267828e-16,1.659093532133914e-16,0.0,0.0,1.190082960356373e-16,0.0,3.071353956860033e-17,0.0
414,0.20390320216403282,2256360344401286.5,1969742571887320.0,1969742562448596.8,0.4477777142792798,3.855719983362682e-17,1.659093532133914e-16,1.659093532133914e-16,4.636507688359277e-69,9.273015376718553e-69,1.4442643538572894e-16,0.0,4.2373390841569545e-17,0.0
415,0.5502038075790261,3174912987387417.5,3919848199364534.0,3919848128513175.0,-0.0467170822753771,1.2366576897888982e-17,1.659093532133914e-16,0.0,0.0,3.7092061506874214e-68,2.5532769930538694e-16,0.0,2.8874746818554355e-17,0.0
416,0.02121926556085656,3354728575469932.0,3397244816727217.5,3397244732987298.0,-0.6470184993007929,9.164801795495988e-18,1.659093532133914e-16,1.659093532133914e-16,0.0,9.273015376718553e-69,1.026323217784194e-16,0.0,1.330898229865624e-17,0.0
417,0.19983946226119984,4616442792349115.0,4755533113638748.0,4755533090641439.0,0.7691668276368572,3.746219480751796e-17,3.318187064267828e-16,0.0,1.8546030753437107e-68,2.781904613015566e-68,3.444795485351741e-16,0.0,3.514365643200193e-17,0.0
418,0.07768250559596528,2786411793508269.0,2694182580047107.5,2694182561430168.0,0.41779778914068066,1.51625935714061e-17,3.318187064267828e-16,3.318187064267828e-16,4.636507688359277e-69,1.8546030753437107e-68,3.7805931421415846e-16,0.0,1.0554370062992804e-17,0.0
419,0.536709048977671,3568672740014777.5,2658644440202529.5,2658644397708956.5,-0.36465336668297227,3.4310160384597165e-17,1.659093532133914e-16,3.318187064267828e-16,0.0,4.636507688359277e-69,6.431963323063781e-17,0.0,7.641383590008095e-18,0.0
420,0.19186342424599823,2657428968178460.5,2731100570927203.0,2731100523063543.5,-0.45663298372851124,3.563930319377833e-18,1.659093532133914e-16,3.318187064267828e-16,9.273015376718553e-69,9.273015376718553e-69,1.9791024186302514e-16,0.0,2.2338220303217304e-17,0.0
421,0.54110219999172,3802991849304263.5,6803802752463875.0,6803802734614216.0,0.9124721774188422,1.65980617888766e-17,0.0,3.318187064267828e-16,1.8546030753437107e-68,3.7092061506874214e-68,5.05430359784983e-16,0.0,3.041000288382797e-17,0.0
422,0.32742985427709326,1547628260141126.2,1105683966744940.9,1105683963001463.4,0.3049231627070825,1.914790206238867e-17,1.659093532133914e-16,4.977280596401743e-16,2.3182538441796384e-69,0.0,3.102220475073778e-16,0.0,3.211398537770708e-17,0.0
423,0.055830268297125236,1925772288570490.5,1897993210397612.5,1897993200267723.2,0.36168506316806054,2.1154227350072232e-17,1.659093532133914e-16,1.659093532133914e-16,0.0,0.0,2.979787941703003e-17,0.0,3.1978032656399015e-17,0.0
424,0.014707364551720371,4162311057095143.5,4209467971756055.5,4209467953872548.0,0.7709037939690102,1.1288212689422931e-17,3.318187064267828e-16,1.659093532133914e-16,1.8546030753437107e-68,1.8546030753437107e-68,1.3508010053452394e-16,0.0,4.2292636878670285e-17,0.0
425,0.37144049056052225,3417532970012873.0,4516444069154383.0,4516443993572362.0,0.15890539333945952,3.174922971133989e-17,0.0,0.0,9.273015376718553e-69,3.7092061506874214e-68,4.533580613445152e-16,0.0,3.423373702104304e-17,0.0
426,0.44082269659580986,2509744939173705.5,2357707497514376.5,2357707449283819.5,-0.9695275323690415,1.9999883892271768e-17,1.659093532133914e-16,1.659093532133914e-16,0.0,0.0,2.7815800440138546e-16,0.0,3.3548193137146834e-17,0.0
427,0.49954994636061284,4730150414091319.0,7333766932637632.0,7333766511416712.0,-0.7777691472796047,2.1955321701627698e-17,0.0,3.318187064267828e-16,1.8546030753437107e-68,1.4836824602749686e-67,2.3896329779406495e-16,0.0,3.623121490795583e-17,0.0
428,0.05574437064989232,3554652711856598.0,3399368325416576.0,3399368277648607.0,0.06166059505615665,2.5877034292692227e-17,0.0,1.659093532133914e-16,9.273015376718553e-69,9.273015376718553e-69,3.980566688460311e-16,0.0,8.291832105997324e-18,0.0
429,0.3883398091201829,3503789792311757.5,2609121290245116.0,2609121289094864.0,0.9616448194981936,3.743585290524051e-17,0.0,3.318187064267828e-16,0.0,9.273015376718553e-69,7.324318916640239e-17,0.0,1.9860831636894667e-17,0.0
430,0.09647852119865431,2530461507299255.5,2585712223087482.0,2585712207153259.0,0.4590088737895486,2.4718987427769345e-17,1.659093532133914e-16,1.659093532133914e-16,4.636507688359277e-69,4.636507688359277e-69,0.0,0.0,2.4734905030724205e-17,0.0
431,0.35799857785568057,2953030566164439.0,3176742666931852.5,3176742591041151.0,-0.7070416676789267,3.470455010393354e-17,3.318187064267828e-16,0.0,1.8546030753437107e-68,9.273015376718553e-69,1.7380703166301698e-16,0.0,1.7800894427469807e-17,0.0
432,0.17137517213782993,2240431047722319.2,2197813083032274.2,2197813043605165.8,-0.8528191940538935,3.217372971983878e-17,3.318187064267828e-16,1.659093532133914e-16,0.0,9.273015376718553e-69,3.16814043425633e-16,0.0,2.780236694811226e-17,0.0
433,0.588087299335702,1981077318005658.8,1017381771743143.1,1017381769853101.0,0.5855012803910546,2.3994459839655317e-17,0.0,0.0,0.0,2.3182538441796384e-69,5.285803114487833e-16,0.0,1.92026778851729e-17,0.0
434,0.2808576971553414,1268703023869784.5,1443198099094455.8,1443198090180537.2,0.02851439580457413,1.4436709652932233e-17,0.0,1.659093532133914e-16,2.3182538441796384e-69,2.3182538441796384e-69,6.801557242352056e-16,0.0,1.9238613654823968e-17,0.0
435,0.21331715654647684,1948309266684097.0,2145030561644534.2,2145030535378005.5,-0.2958517883353084,6.137469376896094e-18,0.0,1.659093532133914e-16,4.636507688359277e-69,9.273015376718553e-69,1.845237303500793e-16,0.0,1.7048415351707524e-17,0.0
436,0.5674572219533025,2551914618582115.5,3429478209611203.5,3429478188956207.5,0.6013528728982842,2.4652299628071465e-17,0.0,0.0,0.0,1.8546030753437107e-68,2.0144044499845301e-16,0.0,3.070356247961263e-17,0.0
437,0.07723019070793406,2059033943607771.8,1958022035089079.5,1958022003913645.8,-0.8458524226796161,1.4563208794502776e-17,0.0,1.659093532133914e-16,0.0,0.0,2.6439183556654724e-16,0.0,1.2817376987603029e-17,0.0
438,0.08345442945771843,2246213272888337.5,2419010709091995.0,2419010681411505.5,-0.07378618170060663,1.881954740244111e-17,1.659093532133914e-16,3.318187064267828e-16,4.636507688359277e-69,4.636507688359277e-69,5.249574837102264e-16,0.0,3.3567397769820045e-17,0.0
439,0.10155529365047478,3642393258083973.0,3350742525169894.0,3350742468144465.0,-0.15293830406702963,1.2616735977677732e-17,3.318187064267828e-16,3.318187064267828e-16,0.0,1.8546030753437107e-68,1.2701649850321251e-16,0.0,4.714037163888637e-18,0.0
440,0.39962435682320796,1395744545402530.5,1739901828211843.8,1739901828094383.0,0.9911922799479682,3.937339903393328e-17,1.659093532133914e-16,3.318187064267828e-16,0.0,6.954761532538915e-69,2.50083600948518e-16,0.0,8.870984734666708e-18,0.0
441,0.5587009288926653,3489427293713876.5,3929377132351620.0,3929377009130709.5,-0.811576240728743,1.3110299506815099e-17,0.0,3.318187064267828e-16,1.8546030753437107e-68,0.0,1.5072169887977423e-16,0.0,3.4035576394657414e-17,0.0
442,0.15881846609486586,2459092913458231.5,2501323223939170.5,2501323187518251.0,-0.32138962537060056,2.320644782524581e-17,1.659093532133914e-16,1.659093532133914e-16,4.636507688359277e-69,9.273015376718553e-69,4.378110159578188e-16,0.0,4.208334604911114e-17,0.0
443,0.058394421177102585,3404406902827289.0,3375361187390122.0,3375361172289035.5,0.6991241673928035,2.1639075340570163e-17,1.659093532133914e-16,1.659093532133914e-16,9.273015376718553e-69,9.273015376718553e-69,1.8154229592303648e-16,0.0,1.1934925543445646e-17,0.0
444,0.3366962191048529,2824308471473041.0,2983115494848163.5,2983115461342700.0,0.1453365878404538,6.580697664205712e-18,3.318187064267828e-16,3.318187064267828e-16,0.0,9.273015376718553e-69,2.9861047495024284e-16,0.0,1.1495156210943667e-17,0.0
445,0.5269236534144343,1688931115282809.8,1313136206446461.0,1313136198495457.0,-0.04669953595527708,9.396864586927165e-18,3.318187064267828e-16,0.0,2.3182538441796384e-69,1.1591269220898192e-69,6.79529554760705e-17,0.0,8.412814447916539e-18,0.0
