dt_s,critical_explicit_dt_s,explicit_trial_minimum,implicit_minimum,converged,newton_iterations,residual_relative,number_relative_change,free_energy_before_m3,free_energy_after_m3,free_energy_change_m3
17.425570273019048,17.08389242452848,-0.015900953016155572,0.0675128311006439,True,5,2.8369754871856005e-13,3.947490440390361e-14,3.789943348120898e+19,3.787661842304112e+19,-2.281505816785715e+16
