quantity,domain_max_abs,domain_max_rel,quadrature_max_abs,quadrature_max_rel
opacity,2.4484040124772934e-05,0.2100823796641006,1.2332799712022613e-16,3.489045615170559e-13
M1,0.46825681482003234,3.451613844710475,4.513389662008649e-12,1.713730169058438e-11
M2,0.3361112258771055,0.2487781696741923,4.44881909089645e-11,3.428628292270329e-11
M3,1.3559772930734795,1.6792085575756308,3.9433745158135025e-10,3.1887802434387184e-10
M4,1.8575537188600055,0.2825924912847622,3.4531764114831276e-09,5.060703240152355e-10
